sample_id,variety,observable_id,species_id,source_species_code,source_value,source_unit,source_basis,canonical_value,canonical_unit,canonical_basis,uncertainty_value,uncertainty_type,uncertainty_scope,uncertainty_status,source_derived,protected_target,source_path,source_row_lineage
R24,Robusta,bioactives,total_organic_acids,totOA,34.87,g/L,directly_reported_beverage_volumetric_concentration,34.87,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R24
R24,Robusta,lipids,total_lipids,LP,0.07,g/100 mL,directly_reported_beverage_volumetric_concentration,0.7000000000000001,kg/m^3,beverage_volume,15.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R24
R24,Robusta,total_solids,,,10.05,g/100 mL,directly_reported_beverage_volumetric_concentration,100.5,kg/m^3,beverage_volume,18.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R24
R25,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.21,g/L,directly_reported_beverage_volumetric_concentration,2.21,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.4,g/L,directly_reported_beverage_volumetric_concentration,0.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.17,g/L,directly_reported_beverage_volumetric_concentration,3.17,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,acetic_acid,AA,8.37,g/L,directly_reported_beverage_volumetric_concentration,8.37,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,citric_acid,CA,16.3,g/L,directly_reported_beverage_volumetric_concentration,16.3,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,caffeine,CF,7.39,g/L,directly_reported_beverage_volumetric_concentration,7.39,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,ferulic_acid,FA,0.45,g/L,directly_reported_beverage_volumetric_concentration,0.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,tartaric_acid,TA,2.4,g/L,directly_reported_beverage_volumetric_concentration,2.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,trigonelline,TR,2.99,g/L,directly_reported_beverage_volumetric_concentration,2.99,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.78,g/L,directly_reported_beverage_volumetric_concentration,5.78,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,bioactives,total_organic_acids,totOA,27.08,g/L,directly_reported_beverage_volumetric_concentration,27.08,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R25
R25,Robusta,lipids,total_lipids,LP,0.07,g/100 mL,directly_reported_beverage_volumetric_concentration,0.7000000000000001,kg/m^3,beverage_volume,18.0,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R25
R25,Robusta,total_solids,,,11.95,g/100 mL,directly_reported_beverage_volumetric_concentration,119.5,kg/m^3,beverage_volume,6.7,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R25
R26,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,3.09,g/L,directly_reported_beverage_volumetric_concentration,3.09,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.52,g/L,directly_reported_beverage_volumetric_concentration,0.52,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.85,g/L,directly_reported_beverage_volumetric_concentration,3.85,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,acetic_acid,AA,12.7,g/L,directly_reported_beverage_volumetric_concentration,12.7,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,citric_acid,CA,21.47,g/L,directly_reported_beverage_volumetric_concentration,21.47,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,caffeine,CF,8.8,g/L,directly_reported_beverage_volumetric_concentration,8.8,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,ferulic_acid,FA,0.51,g/L,directly_reported_beverage_volumetric_concentration,0.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,tartaric_acid,TA,3.19,g/L,directly_reported_beverage_volumetric_concentration,3.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,trigonelline,TR,3.19,g/L,directly_reported_beverage_volumetric_concentration,3.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,total_chlorogenic_acids,totCQA,7.46,g/L,directly_reported_beverage_volumetric_concentration,7.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,bioactives,total_organic_acids,totOA,37.36,g/L,directly_reported_beverage_volumetric_concentration,37.36,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R26
R26,Robusta,lipids,total_lipids,LP,0.02,g/100 mL,directly_reported_beverage_volumetric_concentration,0.2,kg/m^3,beverage_volume,16.2,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R26
R26,Robusta,total_solids,,,11.63,g/100 mL,directly_reported_beverage_volumetric_concentration,116.30000000000001,kg/m^3,beverage_volume,18.6,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R26
R27,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.35,g/L,directly_reported_beverage_volumetric_concentration,2.35,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.49,g/L,directly_reported_beverage_volumetric_concentration,0.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.48,g/L,directly_reported_beverage_volumetric_concentration,3.48,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,acetic_acid,AA,14.29,g/L,directly_reported_beverage_volumetric_concentration,14.29,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,citric_acid,CA,18.76,g/L,directly_reported_beverage_volumetric_concentration,18.76,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,caffeine,CF,7.81,g/L,directly_reported_beverage_volumetric_concentration,7.81,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,ferulic_acid,FA,0.42,g/L,directly_reported_beverage_volumetric_concentration,0.42,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,tartaric_acid,TA,2.71,g/L,directly_reported_beverage_volumetric_concentration,2.71,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,trigonelline,TR,2.85,g/L,directly_reported_beverage_volumetric_concentration,2.85,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,total_chlorogenic_acids,totCQA,6.32,g/L,directly_reported_beverage_volumetric_concentration,6.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,bioactives,total_organic_acids,totOA,35.76,g/L,directly_reported_beverage_volumetric_concentration,35.76,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R27
R27,Robusta,lipids,total_lipids,LP,0.09,g/100 mL,directly_reported_beverage_volumetric_concentration,0.8999999999999999,kg/m^3,beverage_volume,12.1,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R27
R27,Robusta,total_solids,,,11.28,g/100 mL,directly_reported_beverage_volumetric_concentration,112.8,kg/m^3,beverage_volume,3.1,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R27
R28,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.83,g/L,directly_reported_beverage_volumetric_concentration,2.83,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.53,g/L,directly_reported_beverage_volumetric_concentration,0.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.96,g/L,directly_reported_beverage_volumetric_concentration,3.96,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,acetic_acid,AA,16.36,g/L,directly_reported_beverage_volumetric_concentration,16.36,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,citric_acid,CA,20.66,g/L,directly_reported_beverage_volumetric_concentration,20.66,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,caffeine,CF,9.15,g/L,directly_reported_beverage_volumetric_concentration,9.15,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,ferulic_acid,FA,0.46,g/L,directly_reported_beverage_volumetric_concentration,0.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,tartaric_acid,TA,3.14,g/L,directly_reported_beverage_volumetric_concentration,3.14,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,trigonelline,TR,3.19,g/L,directly_reported_beverage_volumetric_concentration,3.19,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,total_chlorogenic_acids,totCQA,7.32,g/L,directly_reported_beverage_volumetric_concentration,7.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,bioactives,total_organic_acids,totOA,40.16,g/L,directly_reported_beverage_volumetric_concentration,40.16,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R28
R28,Robusta,lipids,total_lipids,LP,0.07,g/100 mL,directly_reported_beverage_volumetric_concentration,0.7000000000000001,kg/m^3,beverage_volume,17.4,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R28
R28,Robusta,total_solids,,,10.36,g/100 mL,directly_reported_beverage_volumetric_concentration,103.6,kg/m^3,beverage_volume,3.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R28
R29,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.26,g/L,directly_reported_beverage_volumetric_concentration,2.26,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.51,g/L,directly_reported_beverage_volumetric_concentration,0.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,2.99,g/L,directly_reported_beverage_volumetric_concentration,2.99,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,acetic_acid,AA,8.71,g/L,directly_reported_beverage_volumetric_concentration,8.71,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,citric_acid,CA,16.76,g/L,directly_reported_beverage_volumetric_concentration,16.76,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,caffeine,CF,7.39,g/L,directly_reported_beverage_volumetric_concentration,7.39,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,ferulic_acid,FA,0.42,g/L,directly_reported_beverage_volumetric_concentration,0.42,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,tartaric_acid,TA,2.45,g/L,directly_reported_beverage_volumetric_concentration,2.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,trigonelline,TR,2.59,g/L,directly_reported_beverage_volumetric_concentration,2.59,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.77,g/L,directly_reported_beverage_volumetric_concentration,5.77,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,bioactives,total_organic_acids,totOA,27.92,g/L,directly_reported_beverage_volumetric_concentration,27.92,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R29
R29,Robusta,lipids,total_lipids,LP,0.05,g/100 mL,directly_reported_beverage_volumetric_concentration,0.5,kg/m^3,beverage_volume,11.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R29
R29,Robusta,total_solids,,,12.37,g/100 mL,directly_reported_beverage_volumetric_concentration,123.69999999999999,kg/m^3,beverage_volume,8.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R29
R3,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.23,g/L,directly_reported_beverage_volumetric_concentration,2.23,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.47,g/L,directly_reported_beverage_volumetric_concentration,0.47,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.26,g/L,directly_reported_beverage_volumetric_concentration,3.26,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,acetic_acid,AA,7.17,g/L,directly_reported_beverage_volumetric_concentration,7.17,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,citric_acid,CA,19.07,g/L,directly_reported_beverage_volumetric_concentration,19.07,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,caffeine,CF,7.46,g/L,directly_reported_beverage_volumetric_concentration,7.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,ferulic_acid,FA,0.35,g/L,directly_reported_beverage_volumetric_concentration,0.35,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,tartaric_acid,TA,2.59,g/L,directly_reported_beverage_volumetric_concentration,2.59,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,trigonelline,TR,2.66,g/L,directly_reported_beverage_volumetric_concentration,2.66,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,total_chlorogenic_acids,totCQA,5.96,g/L,directly_reported_beverage_volumetric_concentration,5.96,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,bioactives,total_organic_acids,totOA,28.83,g/L,directly_reported_beverage_volumetric_concentration,28.83,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R3
R3,Robusta,lipids,total_lipids,LP,0.14,g/100 mL,directly_reported_beverage_volumetric_concentration,1.4000000000000001,kg/m^3,beverage_volume,15.7,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,R3
R3,Robusta,total_solids,,,10.15,g/100 mL,directly_reported_beverage_volumetric_concentration,101.5,kg/m^3,beverage_volume,18.8,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,R3
R30,Robusta,bioactives,3_caffeoylquinic_acid,3CQA,2.26,g/L,directly_reported_beverage_volumetric_concentration,2.26,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R30
R30,Robusta,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.48,g/L,directly_reported_beverage_volumetric_concentration,0.48,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R30
R30,Robusta,bioactives,5_caffeoylquinic_acid,5CQA,3.34,g/L,directly_reported_beverage_volumetric_concentration,3.34,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R30
R30,Robusta,bioactives,acetic_acid,AA,10.97,g/L,directly_reported_beverage_volumetric_concentration,10.97,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R30
R30,Robusta,bioactives,citric_acid,CA,17.52,g/L,directly_reported_beverage_volumetric_concentration,17.52,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,R30
