sample_id,variety,observable_id,species_id,source_species_code,source_value,source_unit,source_basis,canonical_value,canonical_unit,canonical_basis,uncertainty_value,uncertainty_type,uncertainty_scope,uncertainty_status,source_derived,protected_target,source_path,source_row_lineage
A25,Arabica,bioactives,tartaric_acid,TA,3.48,g/L,directly_reported_beverage_volumetric_concentration,3.48,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A25
A25,Arabica,bioactives,trigonelline,TR,3.49,g/L,directly_reported_beverage_volumetric_concentration,3.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A25
A25,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.75,g/L,directly_reported_beverage_volumetric_concentration,8.75,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A25
A25,Arabica,bioactives,total_organic_acids,totOA,28.08,g/L,directly_reported_beverage_volumetric_concentration,28.08,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A25
A25,Arabica,lipids,total_lipids,LP,0.45,g/100 mL,directly_reported_beverage_volumetric_concentration,4.5,kg/m^3,beverage_volume,2.1,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A25
A25,Arabica,total_solids,,,10.5,g/100 mL,directly_reported_beverage_volumetric_concentration,105.0,kg/m^3,beverage_volume,2.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A25
A26,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.99,g/L,directly_reported_beverage_volumetric_concentration,2.99,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.33,g/L,directly_reported_beverage_volumetric_concentration,0.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.64,g/L,directly_reported_beverage_volumetric_concentration,5.64,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,acetic_acid,AA,5.53,g/L,directly_reported_beverage_volumetric_concentration,5.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,citric_acid,CA,18.06,g/L,directly_reported_beverage_volumetric_concentration,18.06,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,caffeine,CF,5.5,g/L,directly_reported_beverage_volumetric_concentration,5.5,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,ferulic_acid,FA,0.33,g/L,directly_reported_beverage_volumetric_concentration,0.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,tartaric_acid,TA,3.49,g/L,directly_reported_beverage_volumetric_concentration,3.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,trigonelline,TR,3.49,g/L,directly_reported_beverage_volumetric_concentration,3.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.95,g/L,directly_reported_beverage_volumetric_concentration,8.95,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,bioactives,total_organic_acids,totOA,27.09,g/L,directly_reported_beverage_volumetric_concentration,27.09,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A26
A26,Arabica,lipids,total_lipids,LP,0.41,g/100 mL,directly_reported_beverage_volumetric_concentration,4.1,kg/m^3,beverage_volume,12.8,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A26
A26,Arabica,total_solids,,,10.9,g/100 mL,directly_reported_beverage_volumetric_concentration,109.0,kg/m^3,beverage_volume,9.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A26
A27,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,3.2,g/L,directly_reported_beverage_volumetric_concentration,3.2,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.32,g/L,directly_reported_beverage_volumetric_concentration,0.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.99,g/L,directly_reported_beverage_volumetric_concentration,5.99,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,acetic_acid,AA,7.07,g/L,directly_reported_beverage_volumetric_concentration,7.07,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,citric_acid,CA,20.49,g/L,directly_reported_beverage_volumetric_concentration,20.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,caffeine,CF,5.98,g/L,directly_reported_beverage_volumetric_concentration,5.98,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,ferulic_acid,FA,0.33,g/L,directly_reported_beverage_volumetric_concentration,0.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,tartaric_acid,TA,3.72,g/L,directly_reported_beverage_volumetric_concentration,3.72,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,trigonelline,TR,3.71,g/L,directly_reported_beverage_volumetric_concentration,3.71,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,total_chlorogenic_acids,totCQA,9.51,g/L,directly_reported_beverage_volumetric_concentration,9.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,bioactives,total_organic_acids,totOA,31.28,g/L,directly_reported_beverage_volumetric_concentration,31.28,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A27
A27,Arabica,lipids,total_lipids,LP,0.68,g/100 mL,directly_reported_beverage_volumetric_concentration,6.800000000000001,kg/m^3,beverage_volume,4.6,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A27
A27,Arabica,total_solids,,,11.61,g/100 mL,directly_reported_beverage_volumetric_concentration,116.1,kg/m^3,beverage_volume,2.3,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A27
A28,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.98,g/L,directly_reported_beverage_volumetric_concentration,2.98,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.31,g/L,directly_reported_beverage_volumetric_concentration,0.31,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.54,g/L,directly_reported_beverage_volumetric_concentration,5.54,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,acetic_acid,AA,13.28,g/L,directly_reported_beverage_volumetric_concentration,13.28,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,citric_acid,CA,17.08,g/L,directly_reported_beverage_volumetric_concentration,17.08,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,caffeine,CF,5.41,g/L,directly_reported_beverage_volumetric_concentration,5.41,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,ferulic_acid,FA,0.32,g/L,directly_reported_beverage_volumetric_concentration,0.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,tartaric_acid,TA,3.49,g/L,directly_reported_beverage_volumetric_concentration,3.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,trigonelline,TR,3.48,g/L,directly_reported_beverage_volumetric_concentration,3.48,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.84,g/L,directly_reported_beverage_volumetric_concentration,8.84,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,bioactives,total_organic_acids,totOA,33.86,g/L,directly_reported_beverage_volumetric_concentration,33.86,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A28
A28,Arabica,lipids,total_lipids,LP,0.69,g/100 mL,directly_reported_beverage_volumetric_concentration,6.8999999999999995,kg/m^3,beverage_volume,18.2,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A28
A28,Arabica,total_solids,,,10.93,g/100 mL,directly_reported_beverage_volumetric_concentration,109.3,kg/m^3,beverage_volume,3.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A28
A29,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.87,g/L,directly_reported_beverage_volumetric_concentration,2.87,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.3,g/L,directly_reported_beverage_volumetric_concentration,0.3,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.3,g/L,directly_reported_beverage_volumetric_concentration,5.3,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,acetic_acid,AA,9.53,g/L,directly_reported_beverage_volumetric_concentration,9.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,citric_acid,CA,16.36,g/L,directly_reported_beverage_volumetric_concentration,16.36,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,caffeine,CF,5.65,g/L,directly_reported_beverage_volumetric_concentration,5.65,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,ferulic_acid,FA,0.3,g/L,directly_reported_beverage_volumetric_concentration,0.3,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,tartaric_acid,TA,3.35,g/L,directly_reported_beverage_volumetric_concentration,3.35,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,trigonelline,TR,3.38,g/L,directly_reported_beverage_volumetric_concentration,3.38,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.47,g/L,directly_reported_beverage_volumetric_concentration,8.47,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,bioactives,total_organic_acids,totOA,29.24,g/L,directly_reported_beverage_volumetric_concentration,29.24,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A29
A29,Arabica,lipids,total_lipids,LP,0.66,g/100 mL,directly_reported_beverage_volumetric_concentration,6.6000000000000005,kg/m^3,beverage_volume,19.5,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A29
A29,Arabica,total_solids,,,10.87,g/100 mL,directly_reported_beverage_volumetric_concentration,108.69999999999999,kg/m^3,beverage_volume,6.2,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A29
A3,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,3.11,g/L,directly_reported_beverage_volumetric_concentration,3.11,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.32,g/L,directly_reported_beverage_volumetric_concentration,0.32,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,6.01,g/L,directly_reported_beverage_volumetric_concentration,6.01,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,acetic_acid,AA,7.94,g/L,directly_reported_beverage_volumetric_concentration,7.94,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,citric_acid,CA,17.4,g/L,directly_reported_beverage_volumetric_concentration,17.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,caffeine,CF,5.4,g/L,directly_reported_beverage_volumetric_concentration,5.4,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,ferulic_acid,FA,0.29,g/L,directly_reported_beverage_volumetric_concentration,0.29,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,tartaric_acid,TA,3.56,g/L,directly_reported_beverage_volumetric_concentration,3.56,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,trigonelline,TR,3.55,g/L,directly_reported_beverage_volumetric_concentration,3.55,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,total_chlorogenic_acids,totCQA,9.44,g/L,directly_reported_beverage_volumetric_concentration,9.44,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,bioactives,total_organic_acids,totOA,28.89,g/L,directly_reported_beverage_volumetric_concentration,28.89,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A3
A3,Arabica,lipids,total_lipids,LP,0.55,g/100 mL,directly_reported_beverage_volumetric_concentration,5.5,kg/m^3,beverage_volume,16.9,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A3
A3,Arabica,total_solids,,,10.42,g/100 mL,directly_reported_beverage_volumetric_concentration,104.2,kg/m^3,beverage_volume,1.0,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A3
A30,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,2.96,g/L,directly_reported_beverage_volumetric_concentration,2.96,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.3,g/L,directly_reported_beverage_volumetric_concentration,0.3,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,5_caffeoylquinic_acid,5CQA,5.53,g/L,directly_reported_beverage_volumetric_concentration,5.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,acetic_acid,AA,5.53,g/L,directly_reported_beverage_volumetric_concentration,5.53,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,citric_acid,CA,16.51,g/L,directly_reported_beverage_volumetric_concentration,16.51,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,caffeine,CF,5.49,g/L,directly_reported_beverage_volumetric_concentration,5.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,ferulic_acid,FA,0.29,g/L,directly_reported_beverage_volumetric_concentration,0.29,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,tartaric_acid,TA,3.45,g/L,directly_reported_beverage_volumetric_concentration,3.45,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,trigonelline,TR,3.46,g/L,directly_reported_beverage_volumetric_concentration,3.46,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,total_chlorogenic_acids,totCQA,8.8,g/L,directly_reported_beverage_volumetric_concentration,8.8,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,bioactives,total_organic_acids,totOA,25.49,g/L,directly_reported_beverage_volumetric_concentration,25.49,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A30
A30,Arabica,lipids,total_lipids,LP,0.47,g/100 mL,directly_reported_beverage_volumetric_concentration,4.699999999999999,kg/m^3,beverage_volume,8.4,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/lipids.csv,A30
A30,Arabica,total_solids,,,10.65,g/100 mL,directly_reported_beverage_volumetric_concentration,106.5,kg/m^3,beverage_volume,0.6,RSD_PERCENT,CONDITION_LEVEL,CONDITION_LEVEL_RSD_RETAINED,False,True,puckworks/data/angeloni2023/total_solids.csv,A30
A31,Arabica,bioactives,3_caffeoylquinic_acid,3CQA,3.15,g/L,directly_reported_beverage_volumetric_concentration,3.15,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A31
A31,Arabica,bioactives,3_5_dicaffeoylquinic_acid,3_5diCQA,0.33,g/L,directly_reported_beverage_volumetric_concentration,0.33,kg/m^3,beverage_volume,,,VARIETY_LEVEL_RANGE_METADATA_ONLY,VARIETY_RANGE_ONLY_NOT_CONDITION_SPECIFIC,False,True,puckworks/data/angeloni2023/bioactives.csv,A31
