family,run_index,particle_size_um,distribution_density_pct
family_red,2,233.2,-0.0512
family_red,0,234.41,-0.0055
family_red,1,234.41,-0.0272
family_red,2,234.41,-0.0462
family_red,0,235.62,-0.0051
family_red,1,235.62,-0.0256
family_red,0,236.83,-0.0008
family_red,1,236.83,-0.0234
family_red,0,238.06,0.001
family_red,1,238.06,-0.022
family_red,0,239.28,0.0056
family_red,0,240.52,0.008
family_red,1,240.52,-0.0189
family_red,0,241.76,0.0114
family_red,0,243.01,0.0123
family_red,1,243.01,-0.0394
family_red,0,244.26,0.0151
family_red,1,244.26,-0.0096
family_red,2,244.26,-0.0326
family_red,0,245.52,0.0162
family_red,1,245.52,-0.0078
family_red,0,246.79,0.0196
family_red,1,246.79,-0.0053
family_red,0,248.06,0.0212
family_red,1,248.06,-0.0037
family_red,0,249.34,0.0241
family_red,1,249.34,-0.0012
family_red,0,250.63,0.0252
family_red,1,250.63,-0.0001
family_red,0,251.92,0.0277
family_red,1,251.92,0.0022
family_red,0,253.22,0.0288
family_red,1,253.22,0.0035
family_red,0,254.53,0.032
family_red,1,254.53,0.0058
family_red,0,255.84,0.0343
family_red,1,255.84,0.0069
family_red,2,255.84,-0.02
family_red,0,257.16,0.037
family_red,1,257.16,0.0094
family_red,2,257.16,-0.0186
family_red,0,258.49,0.0395
family_red,1,258.49,0.0105
family_red,2,258.49,-0.0179
family_red,0,259.82,0.0429
family_red,1,259.82,0.013
family_red,2,259.82,-0.0164
family_red,0,261.17,0.044
family_red,1,261.17,0.0144
family_red,2,261.17,-0.015
family_red,0,262.51,0.0492
family_red,1,262.51,0.0467
family_red,2,262.51,0.0173
family_red,3,262.51,-0.0125
family_red,0,263.87,0.0481
family_red,1,263.87,0.0187
family_red,2,263.87,-0.0112
family_red,0,265.23,0.051
family_red,1,265.23,0.0214
family_red,2,265.23,-0.0089
family_red,0,266.6,0.0521
family_red,1,266.6,0.0223
family_red,2,266.6,-0.0073
family_red,0,267.97,0.0553
family_red,1,267.97,-0.0048
family_red,0,269.36,0.0564
family_red,0,270.75,0.0607
family_red,1,270.75,0.0028
family_red,0,272.14,0.0632
family_red,1,272.14,0.0044
family_red,0,273.55,0.0094
family_red,0,274.96,0.0695
family_red,1,274.96,0.0105
family_red,0,276.38,0.0704
family_red,1,276.38,0.013
family_red,0,277.81,0.0144
family_red,0,279.24,0.0734
family_red,1,279.24,0.0162
family_red,0,280.68,0.0512
family_red,1,280.68,0.0175
family_red,0,282.13,0.0804
family_red,1,282.13,0.0537
family_red,2,282.13,0.0196
family_red,0,283.59,0.0829
family_red,1,283.59,0.056
family_red,2,283.59,0.0209
family_red,0,285.05,0.0894
family_red,1,285.05,0.0594
family_red,0,286.52,0.0915
family_red,1,286.52,0.0607
family_red,0,288.0,0.098
family_red,1,288.0,0.0632
family_red,0,289.48,0.0991
family_red,1,289.48,0.0639
family_red,0,290.98,0.1019
family_red,1,290.98,0.0661
family_red,0,292.48,0.1052
family_red,1,292.48,0.1014
family_red,2,292.48,0.067
family_red,0,293.99,0.1073
family_red,1,293.99,0.0689
family_red,0,295.51,0.1075
family_red,1,295.51,0.0693
family_red,2,295.51,0.041
family_red,0,297.03,0.1046
family_red,1,297.03,0.0406
family_red,0,298.56,0.103
family_red,1,298.56,0.0388
family_red,0,300.11,0.1034
family_red,1,300.11,0.0991
family_red,2,300.11,0.0368
family_red,0,301.65,0.0971
family_red,1,301.65,0.0356
family_red,0,303.21,0.0967
family_red,1,303.21,0.0716
family_red,2,303.21,0.0368
family_red,0,304.78,0.0976
family_red,1,304.78,0.0734
family_red,2,304.78,0.0395
family_red,0,306.35,0.1012
family_red,1,306.35,0.0792
family_red,2,306.35,0.0444
family_red,0,307.93,0.1025
family_red,1,307.93,0.0817
family_red,2,307.93,0.079
family_red,3,307.93,0.0476
family_red,0,309.52,0.1073
family_red,1,309.52,0.0851
family_red,2,309.52,0.0514
family_red,0,311.12,0.1091
family_red,1,311.12,0.0867
family_red,2,311.12,0.0535
family_red,0,312.72,0.1125
family_red,1,312.72,0.0901
family_red,2,312.72,0.0548
family_red,0,314.34,0.1161
family_red,1,314.34,0.0919
family_red,2,314.34,0.0555
family_red,0,315.96,0.1197
family_red,1,315.96,0.0955
family_red,0,317.59,0.1215
family_red,1,317.59,0.0973
family_red,0,319.23,0.1254
family_red,1,319.23,0.1014
family_red,0,320.87,0.1267
family_red,1,320.87,0.1034
family_red,0,322.53,0.1301
family_red,1,322.53,0.1077
family_red,0,324.19,0.1321
family_red,1,324.19,0.11
family_red,0,325.87,0.1362
family_red,1,325.87,0.1129
family_red,2,325.87,0.079
family_red,0,327.55,0.1378
family_red,1,327.55,0.1143
family_red,2,327.55,0.0829
family_red,3,327.55,0.0792
family_red,0,329.24,0.1412
family_red,1,329.24,0.0903
family_red,2,329.24,0.0869
family_red,0,330.94,0.1441
family_red,1,330.94,0.1412
family_red,2,330.94,0.0894
family_red,0,332.65,0.148
family_red,1,332.65,0.0955
family_red,0,334.36,0.15
family_red,1,334.36,0.0978
family_red,2,334.36,0.0937
family_red,0,336.09,0.1007
family_red,0,337.82,0.1514
family_red,1,337.82,0.1007
family_red,0,339.57,0.152
family_red,1,339.57,0.1267
family_red,0,341.32,0.1523
family_red,0,343.08,0.1547
family_red,1,343.08,0.1351
family_red,2,343.08,0.1066
family_red,0,344.85,0.1554
family_red,1,344.85,0.1358
family_red,2,344.85,0.1071
family_red,0,346.63,0.1611
family_red,1,346.63,0.1459
family_red,2,346.63,0.1439
family_red,3,346.63,0.1136
family_red,0,348.42,0.166
family_red,1,348.42,0.1154
family_red,0,350.22,0.1699
family_red,0,352.03,0.1719
family_red,1,352.03,0.1247
family_red,0,353.84,0.1805
family_red,1,353.84,0.1665
family_red,2,353.84,0.1326
family_red,0,355.67,0.1839
family_red,1,355.67,0.1685
family_red,2,355.67,0.1627
family_red,3,355.67,0.1464
family_red,4,355.67,0.1419
family_red,5,355.67,0.1333
family_red,0,357.5,0.1941
family_red,1,357.5,0.1893
family_red,2,357.5,0.1785
family_red,3,357.5,0.1511
family_red,4,357.5,0.1468
family_red,0,359.35,0.1997
family_red,1,359.35,0.1957
family_red,2,359.35,0.1823
family_red,3,359.35,0.1541
family_red,4,359.35,0.1498
family_red,0,361.2,0.1857
family_red,1,361.2,0.1636
family_red,0,363.07,0.1873
family_red,1,363.07,0.1656
family_red,0,364.94,0.1708
family_red,0,366.82,0.202
family_red,1,366.82,0.1751
family_red,0,368.72,0.2036
family_red,1,368.72,0.1945
family_red,2,368.72,0.1785
family_red,0,370.62,0.2042
family_red,1,370.62,0.1959
family_red,2,370.62,0.1819
family_red,3,370.62,0.178
family_red,0,372.53,0.2065
family_red,1,372.53,0.2006
family_red,2,372.53,0.1841
family_red,0,374.45,0.2083
family_red,1,374.45,0.2029
family_red,2,374.45,0.185
family_red,0,376.39,0.2085
family_red,0,378.33,0.2104
family_red,0,380.28,0.2144
family_red,0,382.24,0.2171
family_red,0,384.22,0.2246
family_red,0,386.2,0.225
family_red,0,388.19,0.2298
family_red,1,388.19,0.207
family_red,0,390.2,0.2323
family_red,1,390.2,0.2289
family_red,2,390.2,0.2081
family_red,0,392.21,0.2314
family_red,1,392.21,0.2284
family_red,2,392.21,0.2097
family_red,0,394.23,0.2307
family_red,1,394.23,0.2282
family_red,2,394.23,0.2101
family_red,0,396.27,0.2289
family_red,1,396.27,0.2119
family_red,0,398.31,0.2284
family_red,0,400.37,0.2282
family_red,0,402.44,0.2275
family_red,0,404.51,0.2271
family_red,0,406.6,0.2269
family_red,0,408.7,0.2269
family_red,1,408.7,0.221
family_red,0,410.81,0.2282
family_red,1,410.81,0.2212
family_red,0,412.93,0.2321
family_red,1,412.93,0.2226
family_red,2,412.93,0.2201
family_red,3,412.93,0.2158
family_red,0,415.06,0.2373
family_red,1,415.06,0.221
family_red,2,415.06,0.2122
family_red,0,417.2,0.244
family_red,1,417.2,0.2196
family_red,2,417.2,0.2079
family_red,0,419.35,0.2463
family_red,1,419.35,0.2192
family_red,2,419.35,0.2079
family_red,3,419.35,0.2002
family_red,0,421.52,0.2486
family_red,1,421.52,0.2217
family_red,0,423.69,0.2495
family_red,1,423.69,0.2235
family_red,0,425.88,0.2504
family_red,1,425.88,0.2271
family_red,0,428.08,0.251
family_red,1,428.08,0.2287
family_red,0,430.29,0.2508
family_red,1,430.29,0.1914
family_red,0,432.51,0.2499
family_red,1,432.51,0.1893
family_red,0,434.74,0.249
family_red,1,434.74,0.2341
family_red,0,436.98,0.2481
family_red,1,436.98,0.2354
family_red,2,436.98,0.1828
family_red,0,439.24,0.2472
family_red,1,439.24,0.237
family_red,0,441.5,0.2465
family_red,1,441.5,0.2361
family_red,0,443.78,0.2461
family_red,1,443.78,0.2305
family_red,0,446.07,0.2458
family_red,1,446.07,0.2262
family_red,0,448.37,0.2456
family_red,1,448.37,0.2187
family_red,2,448.37,0.2137
family_red,0,450.69,0.2445
family_red,1,450.69,0.2151
family_red,0,453.01,0.2422
family_red,1,453.01,0.2033
family_red,0,455.35,0.2397
family_red,1,455.35,0.2024
family_red,0,457.7,0.2366
family_red,1,457.7,0.1923
family_red,0,460.06,0.2343
family_red,1,460.06,0.1882
family_red,2,460.06,0.1369
family_red,0,462.44,0.2318
family_red,1,462.44,0.1807
family_red,2,462.44,0.1342
family_red,0,464.82,0.2305
family_red,1,464.82,0.1778
family_red,2,464.82,0.1306
family_red,0,467.22,0.2298
family_red,1,467.22,0.1737
family_red,2,467.22,0.1147
family_red,0,469.63,0.2296
family_red,1,469.63,0.1717
family_red,2,469.63,0.1111
family_red,0,472.06,0.2287
family_red,1,472.06,0.1676
family_red,0,474.49,0.2282
family_red,1,474.49,0.1654
family_red,0,476.94,0.2248
family_red,1,476.94,0.162
family_red,0,479.4,0.2219
family_red,0,481.88,0.2167
family_red,1,481.88,0.1557
family_red,0,484.37,0.2135
family_red,1,484.37,0.1545
family_red,0,486.86,0.209
family_red,1,486.86,0.1511
family_red,0,489.38,0.2065
family_red,0,491.9,0.2038
family_red,0,494.44,0.202
family_red,0,496.99,0.1988
family_red,0,499.56,0.1966
family_red,1,499.56,0.1152
family_red,0,502.14,0.1929
family_red,1,502.14,0.1871
family_red,2,502.14,0.1095
family_red,0,504.73,0.1866
family_red,1,504.73,0.1068
family_red,0,507.33,0.1814
family_red,1,507.33,0.1009
family_red,0,509.95,0.1767
family_red,1,509.95,0.0989
family_red,0,512.58,0.1688
family_red,1,512.58,0.0826
family_red,0,515.23,0.1631
family_red,1,515.23,0.0799
family_red,0,517.89,0.1534
family_red,1,517.89,0.0799
family_red,2,517.89,0.0711
family_red,0,520.56,0.148
family_red,1,520.56,0.0652
family_red,0,523.24,0.138
family_red,1,523.24,0.0544
family_red,0,525.95,0.134
family_red,1,525.95,0.0503
family_red,0,528.66,0.1267
family_red,1,528.66,0.0438
family_red,2,528.66,-0.0263
family_red,0,531.39,0.1233
family_red,1,531.39,0.041
family_red,0,534.13,0.117
family_red,1,534.13,0.0361
family_red,0,536.89,0.1138
family_red,1,536.89,0.0338
family_red,0,539.66,0.1059
family_red,1,539.66,0.0277
family_red,0,542.44,0.1005
family_red,1,542.44,0.0245
family_red,0,545.24,0.0921
family_red,1,545.24,0.0182
family_red,0,548.06,0.0854
family_red,1,548.06,0.0151
family_red,0,550.88,0.0781
family_red,1,550.88,0.0071
family_red,0,553.73,0.0772
family_red,1,553.73,0.0698
family_red,2,553.73,0.004
family_red,0,556.58,0.0655
family_red,1,556.58,0.058
family_red,2,556.58,-0.0066
family_red,0,559.46,0.0575
family_red,1,559.46,-0.0094
family_red,0,562.34,0.0512
family_red,1,562.34,-0.02
family_red,0,565.25,0.0458
family_red,1,565.25,-0.0245
family_red,0,568.16,0.0395
family_red,1,568.16,-0.034
family_red,0,571.09,0.0363
family_red,1,571.09,-0.039
family_red,0,574.04,0.0304
family_red,1,574.04,-0.0487
family_red,0,577.0,0.0275
family_red,1,577.0,-0.0534
family_red,0,579.98,0.02
family_red,1,579.98,-0.053
family_red,2,579.98,-0.0616
family_red,0,582.98,0.0155
family_red,1,582.98,-0.0659
family_red,0,585.98,0.0035
family_red,1,585.98,-0.0715
family_red,0,589.01,-0.0026
family_red,1,589.01,-0.074
family_red,0,592.05,-0.0141
family_red,1,592.05,-0.0799
family_red,0,595.1,-0.0186
family_red,1,595.1,-0.0824
family_red,0,598.17,-0.025
family_red,1,598.17,-0.0885
family_red,0,601.26,-0.0279
family_red,1,601.26,-0.0921
family_red,0,604.36,-0.032
family_red,1,604.36,-0.0982
family_red,0,607.48,-0.0344
family_red,1,607.48,-0.1014
family_red,0,610.62,-0.0394
family_red,1,610.62,-0.1075
family_red,2,610.62,-0.1513
family_red,0,613.77,-0.0394
family_red,1,613.77,-0.0444
family_red,2,613.77,-0.1106
family_red,3,613.77,-0.1527
family_red,0,616.94,-0.0491
family_red,1,616.94,-0.1163
family_red,2,616.94,-0.1558
family_red,0,620.12,-0.0528
family_red,1,620.12,-0.1188
family_red,0,623.32,-0.058
family_red,1,623.32,-0.1235
family_red,2,623.32,-0.1599
family_red,0,626.54,-0.0623
family_red,1,626.54,-0.0679
family_red,2,626.54,-0.1253
family_red,0,629.77,-0.0679
family_red,1,629.77,-0.1283
family_red,0,633.02,-0.0706
family_red,1,633.02,-0.1292
family_red,0,636.29,-0.0711
family_red,1,636.29,-0.0774
family_red,2,636.29,-0.131
family_red,0,639.57,-0.0808
family_red,1,639.57,-0.1319
family_red,0,642.87,-0.0862
family_red,1,642.87,-0.1357
family_red,0,646.19,-0.0892
family_red,1,646.19,-0.138
family_red,0,649.52,-0.0943
family_red,1,649.52,-0.1434
family_red,0,652.88,-0.0971
family_red,1,652.88,-0.1461
family_red,0,656.24,-0.1023
family_red,1,656.24,-0.1511
family_red,0,659.63,-0.1054
family_red,1,659.63,-0.1522
family_red,0,663.04,-0.1111
family_red,1,663.04,-0.1527
family_red,0,666.46,-0.1142
family_red,1,666.46,-0.1522
family_red,0,669.9,-0.1201
family_red,1,669.9,-0.1515
family_red,0,673.35,-0.1246
family_red,1,673.35,-0.1515
family_red,0,676.83,-0.1307
family_red,1,676.83,-0.1527
family_red,0,680.32,-0.133
family_red,1,680.32,-0.1545
family_red,0,683.83,-0.1368
family_red,1,683.83,-0.1398
family_red,2,683.83,-0.1579
family_red,0,687.36,-0.1402
family_red,1,687.36,-0.159
family_red,0,690.91,-0.1631
family_red,0,694.47,-0.1646
family_red,1,694.47,-0.1678
family_red,0,698.06,-0.1495
family_red,1,698.06,-0.1705
family_red,0,701.66,-0.1491
family_red,1,701.66,-0.1732
family_red,0,705.28,-0.1477
family_red,1,705.28,-0.1782
family_red,0,708.92,-0.1484
family_red,1,708.92,-0.1798
family_red,0,712.58,-0.1504
family_red,1,712.58,-0.1816
family_red,0,716.26,-0.1536
family_red,1,716.26,-0.1821
family_red,0,719.95,-0.1583
family_red,1,719.95,-0.1825
family_red,0,723.67,-0.1608
family_red,1,723.67,-0.1832
family_red,0,727.4,-0.1839
family_red,1,727.4,-0.1954
family_red,0,731.16,-0.1843
family_red,0,734.93,-0.1689
family_red,1,734.93,-0.1848
family_red,0,738.72,-0.1692
family_red,1,738.72,-0.185
family_red,0,742.54,-0.1694
family_red,1,742.54,-0.1852
family_red,2,742.54,-0.1925
family_red,0,746.37,-0.1705
family_red,1,746.37,-0.1861
family_red,2,746.37,-0.1925
family_red,0,750.22,-0.1723
family_red,1,750.22,-0.187
family_red,0,754.09,-0.1879
family_red,0,757.98,-0.1893
family_red,0,761.89,-0.1809
family_red,1,761.89,-0.19
family_red,0,765.83,-0.1821
family_red,1,765.83,-0.1911
family_red,0,769.78,-0.183
family_red,1,769.78,-0.1915
family_red,0,773.75,-0.1845
family_red,1,773.75,-0.1925
family_red,0,777.74,-0.1857
family_red,1,777.74,-0.1929
family_red,0,781.76,-0.1875
family_red,1,781.76,-0.1934
family_red,0,785.79,-0.1879
family_red,1,785.79,-0.1938
family_red,0,789.85,-0.194
family_red,0,793.92,-0.1936
family_red,0,827.3,-0.1999
family_red,0,936.08,-0.1999
family_red,0,940.91,-0.1997
family_red,0,955.55,-0.1979
family_red,1,955.55,-0.204
family_red,0,960.49,-0.1979
family_red,1,960.49,-0.2038
family_red,0,965.44,-0.1983
family_red,1,965.44,-0.2038
family_red,0,970.43,-0.1988
family_red,1,970.43,-0.204
family_red,0,975.43,-0.1992
family_red,1,975.43,-0.204
family_red,0,980.47,-0.1997
family_red,1,980.47,-0.2042
family_red,0,985.53,-0.1999
family_red,1,985.53,-0.2042
family_red,0,990.61,-0.2042
family_red,0,995.72,-0.2042
family_red,0,1048.32,-0.2024
family_red,0,1053.73,-0.2026
family_red,0,1081.2,-0.1995
family_red,0,1086.78,-0.1986
family_red,0,1092.39,-0.199
family_red,0,1098.03,-0.1999
family_red,0,1103.69,-0.1999
family_red,0,1174.02,-0.2017
family_red,0,1180.08,-0.2017
family_red,0,1186.17,-0.2017
family_olive,0,8.43,-0.2042
family_olive,0,8.47,-0.2042
family_olive,0,8.52,-0.2042
family_olive,0,8.56,-0.2042
family_olive,0,8.61,-0.2042
family_olive,0,8.65,-0.2042
family_olive,0,8.69,-0.2042
family_olive,0,8.74,-0.2042
family_olive,0,8.78,-0.2042
family_olive,0,8.83,-0.2042
family_olive,0,8.88,-0.2042
family_olive,0,8.92,-0.2042
family_olive,0,8.97,-0.2042
family_olive,0,9.01,-0.2042
family_olive,0,9.06,-0.2042
family_olive,0,9.11,-0.2042
family_olive,0,9.15,-0.2042
family_olive,0,9.2,-0.2042
family_olive,0,9.25,-0.2044
family_olive,0,9.44,-0.204
family_olive,0,9.49,-0.204
family_olive,0,9.69,-0.204
family_olive,0,9.74,-0.2042
family_olive,0,9.79,-0.2042
family_olive,0,9.84,-0.2042
family_olive,0,9.89,-0.2042
family_olive,0,9.94,-0.2042
family_olive,0,9.99,-0.2042
family_olive,0,10.04,-0.2042
family_olive,0,10.09,-0.2042
family_olive,0,10.15,-0.2042
family_olive,0,10.2,-0.2042
family_olive,0,10.25,-0.2042
family_olive,0,10.3,-0.2042
family_olive,0,10.36,-0.2042
family_olive,0,10.41,-0.2042
family_olive,0,10.47,-0.2042
family_olive,0,10.52,-0.2042
family_olive,0,10.57,-0.2042
family_olive,0,10.63,-0.2042
family_olive,0,10.68,-0.2042
family_olive,0,10.74,-0.2042
family_olive,0,10.79,-0.204
family_olive,0,10.85,-0.204
family_olive,0,10.91,-0.204
family_olive,0,10.96,-0.204
family_olive,0,12.15,-0.2035
family_olive,0,12.21,-0.2035
family_olive,0,12.28,-0.2035
family_olive,0,12.34,-0.2035
family_olive,0,12.4,-0.2038
family_olive,0,12.47,-0.2038
family_olive,0,12.53,-0.2038
family_olive,0,12.6,-0.2038
family_olive,0,12.66,-0.2038
family_olive,0,12.73,-0.2038
family_olive,0,12.79,-0.2038
family_olive,0,12.86,-0.2035
family_olive,0,13.06,-0.2035
family_olive,0,13.13,-0.2038
family_olive,0,13.19,-0.2035
family_olive,0,13.26,-0.2035
family_olive,0,13.33,-0.2035
family_olive,0,13.4,-0.2035
family_olive,0,13.47,-0.2035
family_olive,0,13.54,-0.2038
family_olive,0,13.61,-0.2038
family_olive,0,13.68,-0.2038
family_olive,0,13.75,-0.2038
family_olive,0,13.82,-0.2038
family_olive,0,13.89,-0.2038
family_olive,0,13.96,-0.2038
family_olive,0,14.03,-0.2035
family_olive,0,14.11,-0.2038
family_olive,0,14.18,-0.2033
family_olive,0,14.25,-0.2033
family_olive,0,14.33,-0.2033
family_olive,0,14.4,-0.2031
family_olive,0,14.7,-0.2031
family_olive,0,14.77,-0.2028
family_olive,0,14.85,-0.2026
family_olive,0,14.93,-0.2026
family_olive,0,15.0,-0.2026
family_olive,0,15.08,-0.2026
family_olive,0,15.16,-0.2024
family_olive,0,15.24,-0.2024
family_olive,0,15.32,-0.2024
family_olive,0,15.4,-0.2024
family_olive,0,15.48,-0.2024
family_olive,0,15.56,-0.2024
family_olive,0,15.64,-0.2024
family_olive,0,15.72,-0.2024
family_olive,0,15.8,-0.2024
family_olive,0,15.88,-0.2024
family_olive,0,15.96,-0.2024
family_olive,0,16.04,-0.2024
family_olive,0,16.13,-0.2022
family_olive,0,16.21,-0.2022
family_olive,0,16.29,-0.2024
family_olive,0,16.38,-0.2024
family_olive,0,16.46,-0.2022
family_olive,0,16.63,-0.2017
family_olive,0,16.72,-0.2017
family_olive,0,16.8,-0.2019
family_olive,0,16.89,-0.2022
family_olive,0,16.98,-0.2022
family_olive,0,17.07,-0.2022
family_olive,0,17.15,-0.2022
family_olive,0,17.24,-0.2022
family_olive,0,17.33,-0.2022
family_olive,0,17.42,-0.2022
family_olive,0,17.51,-0.2017
family_olive,0,17.6,-0.2015
family_olive,0,17.69,-0.2015
family_olive,0,17.78,-0.2013
family_olive,0,18.06,-0.1986
family_olive,0,18.15,-0.1988
family_olive,0,18.72,-0.1986
family_olive,0,18.82,-0.1988
family_olive,0,18.92,-0.199
family_olive,0,19.01,-0.199
family_olive,0,19.11,-0.199
family_olive,0,19.21,-0.199
family_olive,0,19.31,-0.199
family_olive,0,19.41,-0.1981
family_olive,0,19.51,-0.1976
family_olive,0,19.61,-0.1976
family_olive,0,19.71,-0.1976
family_olive,0,19.81,-0.1976
family_olive,0,19.91,-0.1979
family_olive,0,20.02,-0.1979
family_olive,0,20.12,-0.1979
family_olive,0,20.22,-0.1979
family_olive,0,20.33,-0.1979
family_olive,0,20.43,-0.1981
family_olive,0,20.54,-0.1979
family_olive,0,20.65,-0.1979
family_olive,0,20.75,-0.1979
family_olive,0,20.86,-0.1979
family_olive,0,20.97,-0.1979
family_olive,0,21.08,-0.1979
family_olive,0,21.18,-0.1979
family_olive,0,21.29,-0.1965
family_olive,0,21.4,-0.1958
family_olive,0,21.51,-0.1947
family_olive,0,21.62,-0.1943
family_olive,0,21.74,-0.1943
family_olive,0,21.85,-0.194
family_olive,0,22.3,-0.194
family_olive,0,22.42,-0.1943
family_olive,0,22.53,-0.1943
family_olive,0,22.65,-0.1943
family_olive,0,22.77,-0.1943
family_olive,0,22.88,-0.1938
family_olive,0,23.0,-0.1934
family_olive,0,23.12,-0.1925
family_olive,0,23.24,-0.1922
family_olive,0,23.48,-0.1909
family_olive,0,23.6,-0.1906
family_olive,0,23.72,-0.1906
family_olive,0,23.85,-0.1906
family_olive,0,23.97,-0.1906
family_olive,0,24.09,-0.1906
family_olive,0,24.22,-0.1906
family_olive,0,24.34,-0.1904
family_olive,0,24.47,-0.1904
family_olive,0,24.59,-0.1904
family_olive,0,25.24,-0.1875
family_olive,0,25.37,-0.1879
family_olive,0,25.5,-0.1884
family_olive,0,25.63,-0.1891
family_olive,0,25.76,-0.1893
family_olive,0,25.89,-0.1897
family_olive,0,26.03,-0.1893
family_olive,0,26.16,-0.1882
family_olive,0,26.3,-0.1873
family_olive,0,26.43,-0.1857
family_olive,0,26.57,-0.1852
family_olive,0,26.71,-0.1839
family_olive,0,26.84,-0.1834
family_olive,0,26.98,-0.1821
family_olive,0,27.12,-0.1816
family_olive,0,27.26,-0.1807
family_olive,0,27.4,-0.1805
family_olive,0,27.54,-0.1798
family_olive,0,27.69,-0.1796
family_olive,0,27.83,-0.1789
family_olive,0,27.97,-0.1784
family_olive,0,28.12,-0.178
family_olive,0,28.26,-0.178
family_olive,0,28.41,-0.1782
family_olive,0,28.55,-0.1782
family_olive,0,28.7,-0.1778
family_olive,0,28.85,-0.1773
family_olive,0,29.0,-0.1771
family_olive,0,29.15,-0.1769
family_olive,0,29.3,-0.1755
family_olive,0,29.45,-0.1746
family_olive,0,29.6,-0.1721
family_olive,0,29.75,-0.1712
family_olive,0,29.91,-0.1676
family_olive,0,30.22,-0.1665
family_olive,0,30.37,-0.166
family_olive,0,31.0,-0.1656
family_olive,0,31.16,-0.166
family_olive,0,31.33,-0.1662
family_olive,0,31.49,-0.1665
family_olive,0,31.65,-0.1646
family_olive,1,31.65,-0.1665
family_olive,0,31.81,-0.1662
family_olive,0,31.98,-0.1662
family_olive,0,32.14,-0.1658
family_olive,0,32.31,-0.1653
family_olive,0,32.47,-0.164
family_olive,0,32.64,-0.1635
family_olive,0,32.81,-0.1606
family_olive,0,32.98,-0.1601
family_olive,0,33.15,-0.1574
family_olive,0,33.32,-0.1574
family_olive,0,33.67,-0.1556
family_olive,0,33.84,-0.1552
family_olive,0,34.01,-0.1542
family_olive,0,34.19,-0.1527
family_olive,0,34.37,-0.1518
family_olive,0,34.54,-0.1495
family_olive,0,34.72,-0.1486
family_olive,0,34.9,-0.1475
family_olive,0,35.08,-0.1477
family_olive,0,35.26,-0.1502
family_olive,0,35.44,-0.1506
family_olive,0,35.63,-0.1542
family_olive,0,35.81,-0.1545
family_olive,0,36.0,-0.1556
family_olive,0,36.18,-0.1561
family_olive,0,36.56,-0.1572
family_olive,0,36.75,-0.1558
family_olive,0,36.93,-0.1547
family_olive,0,37.13,-0.1509
family_olive,0,37.32,-0.1497
family_olive,0,37.51,-0.1448
family_olive,0,37.7,-0.1443
family_olive,0,37.9,-0.1439
family_olive,0,38.09,-0.1441
family_olive,0,38.29,-0.145
family_olive,0,38.69,-0.1493
family_olive,0,38.89,-0.1488
family_olive,0,39.09,-0.1545
family_olive,0,39.29,-0.1549
family_olive,0,39.49,-0.161
family_olive,0,39.69,-0.1617
family_olive,0,39.9,-0.1619
family_olive,0,40.11,-0.1617
family_olive,0,40.31,-0.1617
family_olive,0,40.52,-0.1615
family_olive,0,41.58,-0.1515
family_olive,1,41.58,-0.1549
family_olive,0,41.79,-0.1515
family_olive,0,42.01,-0.1481
family_olive,0,42.22,-0.1459
family_olive,0,42.44,-0.1411
family_olive,0,42.66,-0.1377
family_olive,1,42.66,-0.1405
family_olive,0,44.23,-0.1181
family_olive,0,44.68,-0.1133
family_olive,0,44.91,-0.1131
family_olive,0,45.85,-0.109
family_olive,0,46.09,-0.1081
family_olive,0,46.32,-0.1057
family_olive,0,46.56,-0.1018
family_olive,0,46.8,-0.0998
family_olive,0,47.04,-0.0975
family_olive,1,47.04,-0.1014
family_olive,0,47.29,-0.0968
family_olive,1,47.29,-0.1041
family_olive,0,47.53,-0.0966
family_olive,0,47.78,-0.0968
family_olive,0,48.02,-0.098
family_olive,1,48.02,-0.1002
family_olive,0,48.27,-0.1
family_olive,0,48.52,-0.1045
family_olive,1,48.52,-0.1124
family_olive,0,48.77,-0.1088
family_olive,0,49.02,-0.1179
family_olive,0,49.27,-0.1194
family_olive,1,49.27,-0.1278
family_olive,0,49.53,-0.1382
family_olive,0,49.78,-0.1371
family_olive,0,50.04,-0.138
family_olive,0,50.3,-0.138
family_olive,0,50.82,-0.1269
family_olive,1,50.82,-0.1366
family_olive,0,51.08,-0.1357
family_olive,0,51.35,-0.1348
family_olive,0,51.61,-0.1339
family_olive,0,51.88,-0.1335
family_olive,0,52.14,-0.1122
family_olive,0,52.41,-0.1323
family_olive,0,52.68,-0.1321
family_olive,0,52.96,-0.1321
family_olive,0,53.23,-0.1319
family_olive,0,53.5,-0.1316
family_olive,0,54.62,-0.128
family_olive,0,54.9,-0.128
family_olive,0,55.18,-0.1289
family_olive,0,55.47,-0.1321
family_olive,0,55.75,-0.1323
family_olive,0,56.04,-0.1366
family_olive,0,56.62,-0.1375
family_olive,0,56.91,-0.1382
family_olive,0,57.21,-0.1389
family_olive,0,57.5,-0.1389
family_olive,0,57.8,-0.1384
family_olive,0,58.1,-0.1382
family_olive,0,58.4,-0.1362
family_olive,0,59.31,-0.1339
family_olive,0,59.61,-0.133
family_olive,0,59.92,-0.1325
family_olive,0,60.23,-0.1319
family_olive,0,60.54,-0.1316
family_olive,0,60.85,-0.1323
family_olive,0,61.8,-0.1353
family_olive,0,62.12,-0.1362
