series,run_index,time_s,flow_rate_g_per_s
no_added_fines_yellow,3,17.79,0.1477
no_added_fines_yellow,0,17.84,1.9321
no_added_fines_yellow,1,17.84,1.7601
no_added_fines_yellow,2,17.84,1.7176
no_added_fines_yellow,3,17.84,1.6145
no_added_fines_yellow,4,17.84,1.5821
no_added_fines_yellow,5,17.84,1.3069
no_added_fines_yellow,6,17.84,0.1477
no_added_fines_yellow,0,17.9,1.924
no_added_fines_yellow,1,17.9,1.7176
no_added_fines_yellow,2,17.9,1.6145
no_added_fines_yellow,3,17.9,1.5882
no_added_fines_yellow,4,17.9,1.3069
no_added_fines_yellow,5,17.9,0.1457
no_added_fines_yellow,0,17.95,1.7014
no_added_fines_yellow,1,17.95,1.6306
no_added_fines_yellow,2,17.95,1.5922
no_added_fines_yellow,3,17.95,1.3676
no_added_fines_yellow,4,17.95,1.3393
no_added_fines_yellow,5,17.95,1.1269
no_added_fines_yellow,0,18.01,1.6994
no_added_fines_yellow,1,18.01,1.6306
no_added_fines_yellow,2,18.01,1.3697
no_added_fines_yellow,3,18.01,1.3413
no_added_fines_yellow,4,18.01,1.1269
no_added_fines_yellow,0,18.06,1.6954
no_added_fines_yellow,1,18.06,1.6691
no_added_fines_yellow,2,18.06,1.5497
no_added_fines_yellow,3,18.06,1.5234
no_added_fines_yellow,4,18.06,1.404
no_added_fines_yellow,5,18.06,1.1572
no_added_fines_yellow,6,18.06,0.0991
no_added_fines_yellow,0,18.12,1.9078
no_added_fines_yellow,1,18.12,1.6711
no_added_fines_yellow,2,18.12,1.6387
no_added_fines_yellow,3,18.12,1.5801
no_added_fines_yellow,4,18.12,1.5477
no_added_fines_yellow,5,18.12,1.5214
no_added_fines_yellow,6,18.12,1.404
no_added_fines_yellow,7,18.12,1.1896
no_added_fines_yellow,8,18.12,1.1572
no_added_fines_yellow,9,18.12,0.0971
no_added_fines_yellow,0,18.17,1.926
no_added_fines_yellow,1,18.17,1.6448
no_added_fines_yellow,2,18.17,1.578
no_added_fines_yellow,3,18.17,1.5477
no_added_fines_yellow,4,18.17,1.222
no_added_fines_yellow,5,18.17,1.1896
no_added_fines_yellow,6,18.17,0.0971
no_added_fines_yellow,0,18.22,1.928
no_added_fines_yellow,1,18.22,1.6468
no_added_fines_yellow,2,18.22,1.576
no_added_fines_yellow,3,18.22,1.2543
no_added_fines_yellow,4,18.22,1.222
no_added_fines_yellow,0,18.28,1.6367
no_added_fines_yellow,1,18.28,1.576
no_added_fines_yellow,2,18.28,1.4263
no_added_fines_yellow,3,18.28,0.1315
no_added_fines_yellow,0,18.33,1.6327
no_added_fines_yellow,1,18.33,1.576
no_added_fines_yellow,2,18.33,1.4263
no_added_fines_yellow,3,18.33,1.2847
no_added_fines_yellow,4,18.33,0.1275
no_added_fines_yellow,0,18.39,1.922
no_added_fines_yellow,1,18.39,1.5902
no_added_fines_yellow,2,18.39,0.1173
no_added_fines_yellow,0,18.44,1.9098
no_added_fines_yellow,1,18.44,1.576
no_added_fines_yellow,2,18.44,0.1133
no_added_fines_yellow,0,18.5,1.9058
no_added_fines_yellow,1,18.5,1.5699
no_added_fines_yellow,2,18.5,1.5092
no_added_fines_yellow,3,18.5,1.4445
no_added_fines_yellow,4,18.5,1.404
no_added_fines_yellow,5,18.5,1.313
no_added_fines_yellow,0,18.55,1.8451
no_added_fines_yellow,1,18.55,1.5072
no_added_fines_yellow,2,18.55,1.4445
no_added_fines_yellow,3,18.55,1.3858
no_added_fines_yellow,4,18.55,1.315
no_added_fines_yellow,0,18.61,1.8431
no_added_fines_yellow,1,18.61,1.7783
no_added_fines_yellow,2,18.61,1.3818
no_added_fines_yellow,3,18.61,1.3171
no_added_fines_yellow,4,18.61,1.2503
no_added_fines_yellow,5,18.61,1.2017
no_added_fines_yellow,0,18.66,1.7783
no_added_fines_yellow,1,18.66,1.7116
no_added_fines_yellow,2,18.66,1.659
no_added_fines_yellow,3,18.66,1.396
no_added_fines_yellow,4,18.66,1.3697
no_added_fines_yellow,5,18.66,1.2503
no_added_fines_yellow,6,18.66,1.1896
no_added_fines_yellow,7,18.66,1.1208
no_added_fines_yellow,0,18.71,1.7136
no_added_fines_yellow,1,18.71,1.6468
no_added_fines_yellow,2,18.71,1.6023
no_added_fines_yellow,3,18.71,1.4324
no_added_fines_yellow,4,18.71,1.4
no_added_fines_yellow,5,18.71,1.3697
no_added_fines_yellow,6,18.71,1.2988
no_added_fines_yellow,7,18.71,1.1916
no_added_fines_yellow,8,18.71,1.1228
no_added_fines_yellow,9,18.71,0.0829
no_added_fines_yellow,0,18.77,1.6448
no_added_fines_yellow,1,18.77,1.5882
no_added_fines_yellow,2,18.77,1.5194
no_added_fines_yellow,3,18.77,1.4647
no_added_fines_yellow,4,18.77,1.4324
no_added_fines_yellow,5,18.77,1.402
no_added_fines_yellow,6,18.77,1.2988
no_added_fines_yellow,7,18.77,1.2665
no_added_fines_yellow,8,18.77,1.0601
no_added_fines_yellow,9,18.77,0.0789
no_added_fines_yellow,0,18.82,1.5861
no_added_fines_yellow,1,18.82,1.5133
no_added_fines_yellow,2,18.82,1.4566
no_added_fines_yellow,3,18.82,1.2645
no_added_fines_yellow,4,18.82,1.054
no_added_fines_yellow,5,18.82,0.9913
no_added_fines_yellow,6,18.82,0.0668
no_added_fines_yellow,0,18.88,1.6185
no_added_fines_yellow,1,18.88,1.5882
no_added_fines_yellow,2,18.88,1.4991
no_added_fines_yellow,3,18.88,1.4546
no_added_fines_yellow,4,18.88,1.3919
no_added_fines_yellow,5,18.88,1.2624
no_added_fines_yellow,6,18.88,0.9913
no_added_fines_yellow,7,18.88,0.9266
no_added_fines_yellow,8,18.88,0.0607
no_added_fines_yellow,0,18.93,1.6205
no_added_fines_yellow,1,18.93,1.5902
no_added_fines_yellow,2,18.93,1.3919
no_added_fines_yellow,3,18.93,1.3272
no_added_fines_yellow,4,18.93,1.2665
no_added_fines_yellow,5,18.93,0.9246
no_added_fines_yellow,0,18.99,1.6529
no_added_fines_yellow,1,18.99,1.6205
no_added_fines_yellow,2,18.99,1.5902
no_added_fines_yellow,3,18.99,1.3272
no_added_fines_yellow,4,18.99,1.2624
no_added_fines_yellow,5,18.99,0.8618
no_added_fines_yellow,0,19.04,1.6529
no_added_fines_yellow,1,19.04,1.5639
no_added_fines_yellow,2,19.04,1.5072
no_added_fines_yellow,3,19.04,1.2968
no_added_fines_yellow,4,19.04,1.2624
no_added_fines_yellow,5,19.04,1.1977
no_added_fines_yellow,6,19.04,0.8598
no_added_fines_yellow,7,19.04,0.7991
no_added_fines_yellow,0,19.1,1.659
no_added_fines_yellow,1,19.1,1.5962
no_added_fines_yellow,2,19.1,1.5639
no_added_fines_yellow,3,19.1,1.5072
no_added_fines_yellow,4,19.1,1.2968
no_added_fines_yellow,5,19.1,1.2705
no_added_fines_yellow,6,19.1,1.1957
no_added_fines_yellow,7,19.1,1.1309
no_added_fines_yellow,8,19.1,0.7971
no_added_fines_yellow,0,19.15,1.659
no_added_fines_yellow,1,19.15,1.5962
no_added_fines_yellow,2,19.15,1.4769
no_added_fines_yellow,3,19.15,1.2665
no_added_fines_yellow,4,19.15,1.1309
no_added_fines_yellow,5,19.15,0.7344
no_added_fines_yellow,0,19.2,1.663
no_added_fines_yellow,1,19.2,1.5962
no_added_fines_yellow,2,19.2,1.4769
no_added_fines_yellow,3,19.2,1.2645
no_added_fines_yellow,4,19.2,1.2341
no_added_fines_yellow,5,19.2,1.0682
no_added_fines_yellow,6,19.2,0.7344
no_added_fines_yellow,7,19.2,0.6737
no_added_fines_yellow,0,19.26,1.6954
no_added_fines_yellow,1,19.26,1.665
no_added_fines_yellow,2,19.26,1.5962
no_added_fines_yellow,3,19.26,1.4425
no_added_fines_yellow,4,19.26,1.0662
no_added_fines_yellow,5,19.26,1.0014
no_added_fines_yellow,6,19.26,0.6717
no_added_fines_yellow,7,19.26,0.6049
no_added_fines_yellow,0,19.31,1.6934
no_added_fines_yellow,1,19.31,1.6691
no_added_fines_yellow,2,19.31,1.4425
no_added_fines_yellow,3,19.31,1.0014
no_added_fines_yellow,4,19.31,0.9387
no_added_fines_yellow,5,19.31,0.6049
no_added_fines_yellow,6,19.31,0.5402
no_added_fines_yellow,7,19.31,0.0526
no_added_fines_yellow,0,19.37,1.6711
no_added_fines_yellow,1,19.37,1.6367
no_added_fines_yellow,2,19.37,1.5882
no_added_fines_yellow,3,19.37,0.9367
no_added_fines_yellow,4,19.37,0.874
no_added_fines_yellow,5,19.37,0.8092
no_added_fines_yellow,6,19.37,0.5422
no_added_fines_yellow,7,19.37,0.4775
no_added_fines_yellow,8,19.37,0.0526
no_added_fines_yellow,0,19.42,1.6387
no_added_fines_yellow,1,19.42,1.5882
no_added_fines_yellow,2,19.42,1.4243
no_added_fines_yellow,3,19.42,0.872
no_added_fines_yellow,4,19.42,0.8072
no_added_fines_yellow,5,19.42,0.7465
no_added_fines_yellow,6,19.42,0.4775
no_added_fines_yellow,7,19.42,0.4127
no_added_fines_yellow,8,19.42,0.0526
no_added_fines_yellow,0,19.48,1.6387
no_added_fines_yellow,1,19.48,1.5902
no_added_fines_yellow,2,19.48,1.2159
no_added_fines_yellow,3,19.48,0.7425
no_added_fines_yellow,4,19.48,0.6798
no_added_fines_yellow,5,19.48,0.4107
no_added_fines_yellow,6,19.48,0.346
no_added_fines_yellow,7,19.48,0.0486
no_added_fines_yellow,0,19.53,1.6711
no_added_fines_yellow,1,19.53,1.6387
no_added_fines_yellow,2,19.53,1.5882
no_added_fines_yellow,3,19.53,1.2159
no_added_fines_yellow,4,19.53,0.6798
no_added_fines_yellow,5,19.53,0.615
no_added_fines_yellow,6,19.53,0.346
no_added_fines_yellow,7,19.53,0.2812
no_added_fines_yellow,8,19.53,0.0445
no_added_fines_yellow,0,19.59,1.7035
no_added_fines_yellow,1,19.59,1.5578
no_added_fines_yellow,2,19.59,1.491
no_added_fines_yellow,3,19.59,1.2483
no_added_fines_yellow,4,19.59,0.615
no_added_fines_yellow,5,19.59,0.5483
no_added_fines_yellow,6,19.59,0.4855
no_added_fines_yellow,7,19.59,0.2812
no_added_fines_yellow,0,19.64,1.7035
no_added_fines_yellow,1,19.64,1.5558
no_added_fines_yellow,2,19.64,1.491
no_added_fines_yellow,3,19.64,1.2483
no_added_fines_yellow,4,19.64,0.5483
no_added_fines_yellow,5,19.64,0.4855
no_added_fines_yellow,6,19.64,0.4208
no_added_fines_yellow,7,19.64,0.2185
no_added_fines_yellow,0,19.69,1.7318
no_added_fines_yellow,1,19.69,1.5214
no_added_fines_yellow,2,19.69,1.2746
no_added_fines_yellow,3,19.69,0.4208
no_added_fines_yellow,4,19.69,0.2165
no_added_fines_yellow,0,19.75,1.7338
no_added_fines_yellow,1,19.75,1.2766
no_added_fines_yellow,2,19.75,0.3561
no_added_fines_yellow,0,19.8,1.7338
no_added_fines_yellow,1,19.8,1.5801
no_added_fines_yellow,2,19.8,0.3561
no_added_fines_yellow,3,19.8,0.2893
no_added_fines_yellow,0,19.86,1.5801
no_added_fines_yellow,1,19.86,0.2893
no_added_fines_yellow,2,19.86,0.2367
no_added_fines_yellow,0,19.91,1.3049
no_added_fines_yellow,1,19.91,0.2246
no_added_fines_yellow,2,19.91,0.1801
no_added_fines_yellow,0,19.97,1.75
no_added_fines_yellow,1,19.97,1.3049
no_added_fines_yellow,2,19.97,0.2185
no_added_fines_yellow,3,19.97,0.178
no_added_fines_yellow,0,20.02,1.6064
no_added_fines_yellow,1,20.02,1.3373
no_added_fines_yellow,2,20.02,0.1679
no_added_fines_yellow,0,20.08,1.7803
no_added_fines_yellow,1,20.08,1.6367
no_added_fines_yellow,2,20.08,1.3373
no_added_fines_yellow,3,20.08,0.1679
no_added_fines_yellow,0,20.13,1.7824
no_added_fines_yellow,1,20.13,1.6711
no_added_fines_yellow,2,20.13,1.6367
no_added_fines_yellow,3,20.13,1.4
no_added_fines_yellow,4,20.13,0.1699
no_added_fines_yellow,0,20.19,1.7035
no_added_fines_yellow,1,20.19,1.6711
no_added_fines_yellow,2,20.19,1.4
no_added_fines_yellow,3,20.19,0.1679
no_added_fines_yellow,0,20.24,1.4324
no_added_fines_yellow,1,20.24,0.1659
no_added_fines_yellow,0,20.29,1.4526
no_added_fines_yellow,1,20.29,0.1639
no_added_fines_yellow,0,20.35,1.8451
no_added_fines_yellow,1,20.35,1.7095
no_added_fines_yellow,2,20.35,1.4243
no_added_fines_yellow,3,20.35,0.0303
no_added_fines_yellow,0,20.4,1.8795
no_added_fines_yellow,1,20.4,1.7095
no_added_fines_yellow,2,20.4,1.4223
no_added_fines_yellow,0,20.46,1.9098
no_added_fines_yellow,1,20.46,1.8795
no_added_fines_yellow,2,20.46,1.6873
no_added_fines_yellow,3,20.46,1.4202
no_added_fines_yellow,4,20.46,1.4
no_added_fines_yellow,0,20.51,1.9098
no_added_fines_yellow,1,20.51,1.8835
no_added_fines_yellow,2,20.51,1.6873
no_added_fines_yellow,3,20.51,1.4324
no_added_fines_yellow,4,20.51,1.4
no_added_fines_yellow,5,20.51,0.1275
no_added_fines_yellow,0,20.57,1.8835
no_added_fines_yellow,1,20.57,1.8532
no_added_fines_yellow,2,20.57,1.8188
no_added_fines_yellow,3,20.57,1.5416
no_added_fines_yellow,4,20.57,1.4647
no_added_fines_yellow,5,20.57,1.4344
no_added_fines_yellow,6,20.57,0.1173
no_added_fines_yellow,0,20.62,1.8491
no_added_fines_yellow,1,20.62,1.8188
no_added_fines_yellow,2,20.62,1.4991
no_added_fines_yellow,3,20.62,1.4647
no_added_fines_yellow,4,20.62,0.1113
no_added_fines_yellow,0,20.68,1.8491
no_added_fines_yellow,1,20.68,1.5315
no_added_fines_yellow,0,20.73,1.5315
no_added_fines_yellow,0,20.78,1.8228
no_added_fines_yellow,1,20.78,1.6671
no_added_fines_yellow,0,20.84,1.8228
no_added_fines_yellow,1,20.84,1.6691
no_added_fines_yellow,2,20.84,1.5598
no_added_fines_yellow,0,20.89,1.8168
no_added_fines_yellow,1,20.89,1.6529
no_added_fines_yellow,2,20.89,1.6205
no_added_fines_yellow,3,20.89,0.0971
no_added_fines_yellow,4,20.89,0.0324
no_added_fines_yellow,0,20.95,1.8147
no_added_fines_yellow,1,20.95,1.6529
no_added_fines_yellow,2,20.95,1.6225
no_added_fines_yellow,3,20.95,1.5558
no_added_fines_yellow,4,20.95,0.089
no_added_fines_yellow,5,20.95,0.0303
no_added_fines_yellow,0,21.0,1.5902
no_added_fines_yellow,1,21.0,1.5578
no_added_fines_yellow,2,21.0,1.5254
no_added_fines_yellow,3,21.0,0.0769
no_added_fines_yellow,4,21.0,0.0303
no_added_fines_yellow,0,21.06,1.5558
no_added_fines_yellow,1,21.06,1.5254
no_added_fines_yellow,2,21.06,0.0728
no_added_fines_yellow,3,21.06,0.0303
no_added_fines_yellow,0,21.11,1.839
no_added_fines_yellow,1,21.11,1.7925
no_added_fines_yellow,2,21.11,1.5558
no_added_fines_yellow,3,21.11,1.5234
no_added_fines_yellow,4,21.11,0.0283
no_added_fines_yellow,0,21.17,1.839
no_added_fines_yellow,1,21.17,1.7945
no_added_fines_yellow,2,21.17,1.5214
no_added_fines_yellow,3,21.17,0.0263
no_added_fines_yellow,0,21.22,1.8026
no_added_fines_yellow,1,21.22,1.5902
no_added_fines_yellow,2,21.22,0.0223
no_added_fines_yellow,0,21.27,1.8006
no_added_fines_yellow,1,21.27,1.5882
no_added_fines_yellow,0,21.33,1.7925
no_added_fines_yellow,1,21.33,1.7601
no_added_fines_yellow,0,21.38,1.7601
no_added_fines_yellow,1,21.38,1.7257
no_added_fines_yellow,0,21.44,1.7965
no_added_fines_yellow,1,21.44,1.7257
no_added_fines_yellow,0,21.49,1.7965
no_added_fines_yellow,1,21.49,1.7217
no_added_fines_yellow,2,21.49,1.4303
no_added_fines_yellow,0,21.55,1.7621
no_added_fines_yellow,1,21.55,1.7277
no_added_fines_yellow,2,21.55,1.5801
no_added_fines_yellow,3,21.55,0.0607
no_added_fines_yellow,0,21.6,1.7419
no_added_fines_yellow,1,21.6,1.5801
no_added_fines_yellow,2,21.6,0.0627
no_added_fines_yellow,0,21.66,1.7824
no_added_fines_yellow,1,21.66,1.6711
no_added_fines_yellow,2,21.66,0.0627
no_added_fines_yellow,0,21.71,1.7824
no_added_fines_yellow,1,21.71,1.6691
no_added_fines_yellow,2,21.71,1.5578
no_added_fines_yellow,3,21.71,0.0587
no_added_fines_yellow,4,21.71,0.0162
no_added_fines_yellow,0,21.76,1.5578
no_added_fines_yellow,1,21.76,0.0566
no_added_fines_yellow,2,21.76,0.0182
no_added_fines_yellow,0,21.82,1.6367
no_added_fines_yellow,1,21.82,1.5598
no_added_fines_yellow,2,21.82,0.0526
no_added_fines_yellow,3,21.82,0.0182
no_added_fines_yellow,0,21.87,0.0506
no_added_fines_yellow,1,21.87,0.0182
no_added_fines_yellow,0,21.93,1.4486
no_added_fines_yellow,1,21.93,0.0506
no_added_fines_yellow,2,21.93,0.0182
no_added_fines_yellow,0,21.98,1.5882
no_added_fines_yellow,1,21.98,0.0162
no_added_fines_yellow,0,22.04,1.5922
no_added_fines_yellow,1,22.04,0.0142
no_added_fines_yellow,0,22.09,1.5942
no_added_fines_yellow,0,22.15,1.665
no_added_fines_yellow,1,22.15,1.5922
no_added_fines_yellow,0,22.2,1.5983
no_added_fines_yellow,1,22.2,1.4749
no_added_fines_yellow,0,22.25,1.5983
no_added_fines_yellow,1,22.25,1.5315
no_added_fines_yellow,2,22.25,1.4749
no_added_fines_yellow,0,22.31,1.5942
no_added_fines_yellow,1,22.31,1.4708
no_added_fines_yellow,2,22.31,1.4344
no_added_fines_yellow,3,22.31,0.0425
no_added_fines_yellow,0,22.36,1.5962
no_added_fines_yellow,1,22.36,1.4688
no_added_fines_yellow,2,22.36,1.4344
no_added_fines_yellow,3,22.36,0.0425
no_added_fines_yellow,0,22.42,1.6286
no_added_fines_yellow,1,22.42,1.4647
no_added_fines_yellow,2,22.42,1.3373
no_added_fines_yellow,3,22.42,1.3069
no_added_fines_yellow,4,22.42,0.0425
no_added_fines_yellow,0,22.47,1.6286
no_added_fines_yellow,1,22.47,1.4931
no_added_fines_yellow,2,22.47,1.3373
no_added_fines_yellow,3,22.47,1.3069
no_added_fines_yellow,4,22.47,0.0405
no_added_fines_yellow,0,22.53,1.6286
no_added_fines_yellow,1,22.53,1.5254
no_added_fines_yellow,2,22.53,1.4931
no_added_fines_yellow,3,22.53,1.2098
no_added_fines_yellow,4,22.53,1.1775
no_added_fines_yellow,5,22.53,0.0223
no_added_fines_yellow,0,22.58,1.6569
no_added_fines_yellow,1,22.58,1.5254
no_added_fines_yellow,2,22.58,1.2078
no_added_fines_yellow,3,22.58,1.1775
no_added_fines_yellow,4,22.58,1.1451
no_added_fines_yellow,5,22.58,0.0202
no_added_fines_yellow,0,22.64,1.5902
no_added_fines_yellow,1,22.64,1.5578
no_added_fines_yellow,2,22.64,1.1451
no_added_fines_yellow,3,22.64,1.1107
no_added_fines_yellow,4,22.64,1.0803
no_added_fines_yellow,5,22.64,0.0121
no_added_fines_yellow,0,22.69,1.5902
no_added_fines_yellow,1,22.69,1.1107
no_added_fines_yellow,2,22.69,1.0803
no_added_fines_yellow,3,22.69,0.0121
no_added_fines_yellow,0,22.75,1.6286
no_added_fines_yellow,1,22.75,1.0136
no_added_fines_yellow,0,22.8,1.6327
no_added_fines_yellow,1,22.8,1.0136
no_added_fines_yellow,2,22.8,0.9509
no_added_fines_yellow,0,22.85,1.6691
no_added_fines_yellow,1,22.85,1.6225
no_added_fines_yellow,2,22.85,0.9832
no_added_fines_yellow,3,22.85,0.9509
no_added_fines_yellow,4,22.85,0.9225
no_added_fines_yellow,5,22.85,0.8902
no_added_fines_yellow,6,22.85,0.8618
no_added_fines_yellow,0,22.91,1.6711
no_added_fines_yellow,1,22.91,1.6225
no_added_fines_yellow,2,22.91,0.9225
no_added_fines_yellow,3,22.91,0.8902
no_added_fines_yellow,4,22.91,0.8598
no_added_fines_yellow,5,22.91,0.8254
no_added_fines_yellow,6,22.91,0.7931
no_added_fines_yellow,7,22.91,0.7607
no_added_fines_yellow,8,22.91,0.7283
no_added_fines_yellow,0,22.96,1.7014
no_added_fines_yellow,1,22.96,1.6043
no_added_fines_yellow,2,22.96,0.8254
no_added_fines_yellow,3,22.96,0.7931
no_added_fines_yellow,4,22.96,0.7283
no_added_fines_yellow,5,22.96,0.696
no_added_fines_yellow,6,22.96,0.6636
no_added_fines_yellow,7,22.96,0.6312
no_added_fines_yellow,8,22.96,0.5988
no_added_fines_yellow,0,23.02,1.7156
no_added_fines_yellow,1,23.02,1.6934
no_added_fines_yellow,2,23.02,1.6043
no_added_fines_yellow,3,23.02,0.696
no_added_fines_yellow,4,23.02,0.6636
no_added_fines_yellow,5,23.02,0.6312
no_added_fines_yellow,6,23.02,0.5988
no_added_fines_yellow,7,23.02,0.5665
no_added_fines_yellow,8,23.02,0.5341
no_added_fines_yellow,9,23.02,0.5017
no_added_fines_yellow,0,23.07,1.7439
no_added_fines_yellow,1,23.07,1.7237
no_added_fines_yellow,2,23.07,0.5665
no_added_fines_yellow,3,23.07,0.5341
no_added_fines_yellow,4,23.07,0.5017
no_added_fines_yellow,5,23.07,0.4694
no_added_fines_yellow,6,23.07,0.437
no_added_fines_yellow,7,23.07,0.0121
no_added_fines_yellow,0,23.13,1.7257
no_added_fines_yellow,1,23.13,0.4694
no_added_fines_yellow,2,23.13,0.437
no_added_fines_yellow,3,23.13,0.4046
no_added_fines_yellow,4,23.13,0.0121
no_added_fines_yellow,0,23.18,0.4046
no_added_fines_yellow,1,23.18,0.3723
no_added_fines_yellow,2,23.18,0.3399
no_added_fines_yellow,3,23.18,0.3075
no_added_fines_yellow,4,23.18,0.0121
no_added_fines_yellow,0,23.24,1.754
no_added_fines_yellow,1,23.24,0.3399
no_added_fines_yellow,2,23.24,0.3075
no_added_fines_yellow,3,23.24,0.2751
no_added_fines_yellow,4,23.24,0.0121
no_added_fines_yellow,0,23.29,1.7561
no_added_fines_yellow,1,23.29,1.574
no_added_fines_yellow,2,23.29,0.2751
no_added_fines_yellow,3,23.29,0.2428
no_added_fines_yellow,0,23.34,1.7237
no_added_fines_yellow,1,23.34,1.574
no_added_fines_yellow,2,23.34,1.5416
no_added_fines_yellow,3,23.34,0.2428
no_added_fines_yellow,0,23.4,1.7905
no_added_fines_yellow,1,23.4,1.6913
no_added_fines_yellow,2,23.4,1.5092
no_added_fines_yellow,3,23.4,0.178
no_added_fines_yellow,0,23.45,1.7905
no_added_fines_yellow,1,23.45,1.6913
no_added_fines_yellow,2,23.45,1.5092
no_added_fines_yellow,3,23.45,0.178
no_added_fines_yellow,0,23.51,1.8208
no_added_fines_yellow,1,23.51,1.6286
no_added_fines_yellow,2,23.51,1.5659
no_added_fines_yellow,3,23.51,1.5173
no_added_fines_yellow,4,23.51,1.485
no_added_fines_yellow,5,23.51,0.1457
no_added_fines_yellow,0,23.56,1.8208
no_added_fines_yellow,1,23.56,1.6286
no_added_fines_yellow,2,23.56,1.5355
no_added_fines_yellow,3,23.56,0.1457
no_added_fines_yellow,0,23.62,1.8491
no_added_fines_yellow,1,23.62,1.574
no_added_fines_yellow,2,23.62,1.5457
no_added_fines_yellow,3,23.62,1.4688
no_added_fines_yellow,4,23.62,1.4364
no_added_fines_yellow,0,23.67,1.8491
no_added_fines_yellow,1,23.67,1.4688
no_added_fines_yellow,2,23.67,1.4364
no_added_fines_yellow,3,23.67,1.404
no_added_fines_yellow,0,23.73,1.8815
no_added_fines_yellow,1,23.73,1.404
no_added_fines_yellow,2,23.73,1.3717
no_added_fines_yellow,3,23.73,1.3393
no_added_fines_yellow,4,23.73,0.1153
no_added_fines_yellow,0,23.78,1.8815
no_added_fines_yellow,1,23.78,1.3717
no_added_fines_yellow,2,23.78,1.3393
no_added_fines_yellow,3,23.78,1.3069
no_added_fines_yellow,4,23.78,0.1153
no_added_fines_yellow,0,23.83,1.9118
no_added_fines_yellow,1,23.83,1.3069
no_added_fines_yellow,2,23.83,1.2725
no_added_fines_yellow,3,23.83,1.2402
no_added_fines_yellow,0,23.89,1.9139
no_added_fines_yellow,1,23.89,1.8977
no_added_fines_yellow,2,23.89,1.2746
no_added_fines_yellow,3,23.89,1.2402
no_added_fines_yellow,0,23.94,1.8977
no_added_fines_yellow,1,23.94,1.8653
no_added_fines_yellow,2,23.94,1.1754
no_added_fines_yellow,3,23.94,1.1451
no_added_fines_yellow,0,24.0,1.8653
no_added_fines_yellow,1,24.0,1.1754
no_added_fines_yellow,2,24.0,1.1431
no_added_fines_yellow,3,24.0,0.0566
no_added_fines_yellow,0,24.05,1.8329
no_added_fines_yellow,1,24.05,1.5801
no_added_fines_yellow,2,24.05,1.0783
no_added_fines_yellow,3,24.05,1.046
no_added_fines_yellow,4,24.05,0.0566
no_added_fines_yellow,0,24.11,1.8734
no_added_fines_yellow,1,24.11,1.835
no_added_fines_yellow,2,24.11,1.5801
no_added_fines_yellow,3,24.11,1.0783
no_added_fines_yellow,4,24.11,1.046
no_added_fines_yellow,5,24.11,0.9832
no_added_fines_yellow,0,24.16,1.9058
no_added_fines_yellow,1,24.16,1.8734
no_added_fines_yellow,2,24.16,1.5497
no_added_fines_yellow,3,24.16,1.5153
no_added_fines_yellow,4,24.16,1.485
no_added_fines_yellow,5,24.16,0.9832
no_added_fines_yellow,6,24.16,0.9185
no_added_fines_yellow,7,24.16,0.8861
no_added_fines_yellow,0,24.22,1.9058
no_added_fines_yellow,1,24.22,1.5153
no_added_fines_yellow,2,24.22,1.485
no_added_fines_yellow,3,24.22,0.9185
no_added_fines_yellow,4,24.22,0.8861
no_added_fines_yellow,5,24.22,0.8558
no_added_fines_yellow,6,24.22,0.8214
no_added_fines_yellow,0,24.27,1.928
no_added_fines_yellow,1,24.27,1.4607
no_added_fines_yellow,2,24.27,0.8194
no_added_fines_yellow,3,24.27,0.789
no_added_fines_yellow,0,24.32,1.928
no_added_fines_yellow,1,24.32,1.4607
no_added_fines_yellow,2,24.32,0.789
no_added_fines_yellow,3,24.32,0.7546
no_added_fines_yellow,4,24.32,0.7223
no_added_fines_yellow,0,24.38,1.8957
no_added_fines_yellow,1,24.38,0.7566
no_added_fines_yellow,2,24.38,0.7223
no_added_fines_yellow,3,24.38,0.6919
no_added_fines_yellow,0,24.43,1.8957
no_added_fines_yellow,1,24.43,0.6919
no_added_fines_yellow,2,24.43,0.6595
no_added_fines_yellow,0,24.49,1.837
no_added_fines_yellow,1,24.49,1.4829
no_added_fines_yellow,2,24.49,0.6272
no_added_fines_yellow,3,24.49,0.5948
no_added_fines_yellow,0,24.54,1.837
no_added_fines_yellow,1,24.54,1.4829
no_added_fines_yellow,2,24.54,0.5948
no_added_fines_yellow,3,24.54,0.5624
no_added_fines_yellow,4,24.54,0.0445
no_added_fines_yellow,0,24.6,1.7723
no_added_fines_yellow,1,24.6,1.4809
no_added_fines_yellow,2,24.6,0.4957
no_added_fines_yellow,3,24.6,0.4653
no_added_fines_yellow,0,24.65,1.7723
no_added_fines_yellow,1,24.65,1.487
no_added_fines_yellow,2,24.65,0.4957
no_added_fines_yellow,3,24.65,0.4633
no_added_fines_yellow,4,24.65,0.4329
no_added_fines_yellow,0,24.71,1.7075
no_added_fines_yellow,1,24.71,1.5214
no_added_fines_yellow,2,24.71,1.489
no_added_fines_yellow,3,24.71,0.4329
no_added_fines_yellow,4,24.71,0.3662
no_added_fines_yellow,5,24.71,0.3358
no_added_fines_yellow,0,24.76,1.7075
no_added_fines_yellow,1,24.76,1.5194
no_added_fines_yellow,2,24.76,0.3662
no_added_fines_yellow,3,24.76,0.3358
no_added_fines_yellow,4,24.76,0.3035
no_added_fines_yellow,0,24.81,1.6185
