time_s,line_pressure_bar,mass_g
85.8630,9.1242,114.1799
85.9580,9.1070,114.3712
86.0510,9.0913,114.5341
86.1440,9.1227,114.6696
86.2370,9.1505,114.8378
86.3300,9.1565,115.0257
86.4240,9.1265,115.2300
86.5180,9.0958,115.4424
86.6110,9.1100,115.6158
86.7040,9.1108,115.7812
86.7970,9.1303,115.9715
86.8900,9.1160,116.1522
86.9840,9.1160,116.3055
87.0770,9.1227,116.4809
87.1710,9.1040,116.6563
87.2640,9.0747,116.8206
87.3570,9.0665,116.9821
87.4510,9.1010,117.1503
87.5440,9.1145,117.3214
87.6370,9.1175,117.5059
87.7300,9.0755,117.6702
87.8240,9.0485,117.8327
87.9180,9.0920,117.9985
88.0110,9.1048,118.1695
88.1040,9.1445,118.3305
88.1970,9.1190,118.5103
88.2900,9.0973,118.6852
88.3840,9.1348,118.8654
88.4780,9.1070,119.0302
88.5710,9.1145,119.2109
88.6640,9.0890,119.3782
88.7570,9.1115,119.5074
88.8500,9.1467,119.6872
88.9440,9.0980,119.8986
89.0380,9.0635,120.0692
89.1310,9.0650,120.2566
89.2240,9.0732,120.4070
89.3170,9.1280,120.5623
89.4110,9.1280,120.7382
89.5040,9.0905,120.9164
89.5970,9.0762,121.0688
89.6910,9.1040,121.2514
89.7840,9.1048,121.4436
89.8770,9.1235,121.5964
89.9710,9.1017,121.7637
90.0640,9.1033,121.9535
90.1570,9.1175,122.0972
90.2500,9.0747,122.2293
90.3440,9.0725,122.4201
90.4380,9.0538,122.6335
90.5310,9.0920,122.8358
90.6240,9.0928,123.0045
90.7170,9.0890,123.1722
90.8100,9.0508,123.3389
90.9050,9.0260,123.4995
90.9980,9.0800,123.6715
91.0910,9.0838,123.8392
91.1840,9.1273,124.0228
91.2770,9.1167,124.1915
91.3700,9.0942,124.3472
91.4640,9.1190,124.5317
91.5580,9.1002,124.7254
91.6510,9.1152,124.8897
91.7440,9.1130,125.0704
91.8370,9.1205,125.2689
91.9310,9.1408,125.4452
92.0240,9.1062,125.6058
92.1170,9.0635,125.7826
92.2110,9.0590,125.9753
92.3040,9.0755,126.1598
92.3980,9.1175,126.3098
92.4910,9.1160,126.4703
92.5840,9.0688,126.6438
92.6770,9.0530,126.7956
92.7710,9.0747,126.9797
92.8640,9.0740,127.1729
92.9580,9.1048,127.3401
93.0510,9.0883,127.5102
93.1440,9.1055,127.6962
93.2370,9.1370,127.8697
93.3300,9.0980,128.0369
93.4250,9.1062,128.2109
93.5180,9.0905,128.3651
93.6110,9.1430,128.5377
93.7040,9.1475,128.7203
93.7970,9.1512,128.9000
93.8910,9.1227,129.0600
93.9840,9.0800,129.2393
94.0780,9.1205,129.4152
94.1710,9.1250,129.5766
94.2640,9.1392,129.7463
94.3570,9.1273,129.9289
94.4510,9.1017,130.1091
94.5440,9.1242,130.2643
94.6380,9.1010,130.4364
94.7310,9.1077,130.6002
94.8240,9.1108,130.8035
94.9180,9.1280,130.9698
95.0110,9.1580,131.1284
95.1040,9.1452,131.2903
95.1970,9.0905,131.4609
95.2910,9.0928,131.6209
95.3850,9.1048,131.7959
95.4780,9.1520,131.9915
95.5710,9.1475,132.1462
95.6640,9.1040,132.3081
95.7570,9.0800,132.5033
95.8500,9.1040,132.6878
95.9450,9.0793,132.8579
96.0380,9.1175,133.0391
96.1310,9.0935,133.2140
96.2240,9.1017,133.3774
96.3170,9.1212,133.5605
96.4110,9.0838,133.7412
96.5050,9.0830,133.9252
96.5980,9.0747,134.0944
96.6910,9.1325,134.2602
96.7840,9.1415,134.4193
96.8780,9.1490,134.5913
96.9710,9.1273,134.7431
97.0640,9.0838,134.9094
97.1580,9.1130,135.1060
97.2510,9.1310,135.2660
97.3440,9.1430,135.4169
97.4380,9.1122,135.5971
97.5310,9.0658,135.7581
97.6240,9.0868,135.9215
97.7170,9.0793,136.0950
97.8110,9.1010,136.2733
97.9050,9.0823,136.4342
97.9980,9.0650,136.6020
98.0910,9.0717,136.7711
98.1840,9.0695,136.9388
98.2770,9.0950,137.1162
98.3710,9.0928,137.2935
98.4650,9.0898,137.4477
98.5580,9.1100,137.6188
98.6510,9.0950,137.7673
98.7440,9.1108,137.9451
98.8370,9.1190,138.1056
98.9310,9.1355,138.2892
99.0250,9.1460,138.4660
99.1180,9.1273,138.6588
99.2110,9.1092,138.8298
99.3040,9.1227,138.9855
99.3980,9.1400,139.1513
99.4910,9.1550,139.3171
99.5840,9.1258,139.4925
99.6780,9.0830,139.6852
99.7710,9.0747,139.8611
99.8650,9.1205,140.0139
99.9580,9.1340,140.1865
