experiment_id,replicate_id,fraction_id,species_id,temperature_K,flow_m3_s,grind_source,fraction_mass_kg,accumulated_mass_coordinate_kg,fraction_lower_mass_kg,fraction_upper_mass_kg,source_concentration_mg_g,concentration_kg_per_kg_beverage,fraction_species_mass_kg,cumulative_measured_fraction_species_mass_kg,coordinate_semantics,contiguity_status,source_file,source_row,source_hash,evidence_status
1,2,10,trigonelline,362.15,1e-06,1.7,0.0054847,0.05217485,0.0494325,0.0549172,0.2412,0.0002412,1.3229096399999999e-06,8.5160998439e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,13,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,1,caffeine,362.15,1e-06,1.7,0.004559700000000001,0.0022798500000000004,0.0,0.004559700000000001,9.3038,0.009303800000000001,4.2422536860000006e-05,4.2422536860000006e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,14,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,1,trigonelline,362.15,1e-06,1.7,0.004559700000000001,0.0022798500000000004,0.0,0.004559700000000001,6.18887,0.00618887,2.8219390539e-05,2.8219390539e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,14,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,2,caffeine,362.15,1e-06,1.7,0.0066216,0.0078705,0.0045597,0.0111813,7.53731,0.00753731,4.9909051896e-05,9.2331588756e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,15,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,2,trigonelline,362.15,1e-06,1.7,0.0066216,0.0078705,0.0045597,0.0111813,4.57233,0.00457233,3.0276140328e-05,5.8495530867e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,15,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,3,caffeine,362.15,1e-06,1.7,0.0054948,0.013928699999999999,0.0111813,0.0166761,5.6603,0.0056603,3.110221644e-05,0.00012343380519599999,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,16,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,3,trigonelline,362.15,1e-06,1.7,0.0054948,0.013928699999999999,0.0111813,0.0166761,3.06935,0.00306935,1.6865464379999998e-05,7.5360995247e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,16,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,5,caffeine,362.15,1e-06,1.7,0.0053846,0.024898299999999998,0.022206,0.0275906,2.98295,0.0029829500000000003,1.606199257e-05,0.000139495797766,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,17,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,5,trigonelline,362.15,1e-06,1.7,0.0053846,0.024898299999999998,0.022206,0.0275906,1.16425,0.0011642500000000001,6.269020549999999e-06,8.163001579700001e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,17,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,7,caffeine,362.15,1e-06,1.7,0.0051795999999999995,0.0354275,0.032837700000000004,0.0380173,1.77689,0.0017768900000000002,9.203579444e-06,0.00014869937721,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,18,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,7,trigonelline,362.15,1e-06,1.7,0.0051795999999999995,0.0354275,0.032837700000000004,0.0380173,0.55253,0.00055253,2.8618843879999993e-06,8.449190018500002e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,18,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,10,caffeine,362.15,1e-06,1.7,0.0052948000000000005,0.050791600000000006,0.048144200000000005,0.053439,1.00452,0.00100452,5.3187324960000006e-06,0.000154018109706,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,19,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
1,3,10,trigonelline,362.15,1e-06,1.7,0.0052948000000000005,0.050791600000000006,0.048144200000000005,0.053439,0.24331,0.00024331,1.288277788e-06,8.578017797300002e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,19,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,1,caffeine,362.15,3e-06,1.7,0.009991,0.0049955,0.0,0.009991,7.82248,0.00782248,7.815439767999998e-05,7.815439767999998e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,20,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,1,trigonelline,362.15,3e-06,1.7,0.009991,0.0049955,0.0,0.009991,4.88499,0.0048849900000000005,4.880593509e-05,4.880593509e-05,FRACTION_MASS_MIDPOINT,FIRST_MEASURED_FRACTION,puckworks/data/schmieder2023/raw_fractions.csv,20,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,2,caffeine,362.15,3e-06,1.7,0.0060298,0.0130059,0.009991,0.0160208,4.86255,0.00486255,2.9320203989999995e-05,0.00010747460166999998,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,21,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,2,trigonelline,362.15,3e-06,1.7,0.0060298,0.0130059,0.009991,0.0160208,2.50774,0.00250774,1.5121170652e-05,6.3927105742e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,21,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,3,caffeine,362.15,3e-06,1.7,0.0060548,0.0190482,0.0160208,0.0220756,3.76648,0.00376648,2.2805283104e-05,0.000130279884774,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,22,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,3,trigonelline,362.15,3e-06,1.7,0.0060548,0.0190482,0.0160208,0.0220756,1.8405,0.0018405000000000001,1.11438594e-05,7.5070965142e-05,FRACTION_MASS_MIDPOINT,CONTIGUOUS_WITHIN_PRINTED_PRECISION,puckworks/data/schmieder2023/raw_fractions.csv,22,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,5,caffeine,362.15,3e-06,1.7,0.0063006,0.0308879,0.027737599999999998,0.0340382,2.60045,0.00260045,1.6384395269999997e-05,0.000146664280044,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,23,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
2,1,5,trigonelline,362.15,3e-06,1.7,0.0063006,0.0308879,0.027737599999999998,0.0340382,1.14769,0.00114769,7.231135614000001e-06,8.230210075599999e-05,FRACTION_MASS_MIDPOINT,SOURCE_UNMEASURED_FRACTION_GAP,puckworks/data/schmieder2023/raw_fractions.csv,23,f3511dd46648fb34962c9d774cc901fa65acd7f0caaf130f143e4f04dbb0915f,PRIMARY_DIRECT_MEASUREMENT
