# Moroney, Lee, O'Brien, Suijver, Marra (2015) Chem. Eng. Sci. 137:216-234, doi:10.1016/j.ces.2015.06.003
# Figure 6: batch extraction, numerical solution (model, Table 1 parameters) vs experiment; ch (kg/m3) vs t (s)
# extraction_method: PDF vector-path extraction (PyMuPDF); calibration from in-figure tick-mark coordinates; MEASURED (exact plotted coordinates, no raster digitization error)
# calibration: MATLAB axis-box ticks; panel a y-range 0-40, panel b 0-35, x 0-600 s
# model curve = dense polyline vertices as plotted; experiment = green asterisk marker centroids
panel,grind,type,t_s,ch_kg_m3
b,Illy_Cimbali_20,model,232.077,27.3082
b,Illy_Cimbali_20,model,232.189,27.3162
b,Illy_Cimbali_20,model,232.523,27.3162
b,Illy_Cimbali_20,model,232.635,27.3246
b,Illy_Cimbali_20,model,233.077,27.3246
b,Illy_Cimbali_20,model,233.193,27.3326
b,Illy_Cimbali_20,model,233.531,27.3326
b,Illy_Cimbali_20,model,233.643,27.3412
b,Illy_Cimbali_20,model,233.976,27.3412
b,Illy_Cimbali_20,model,234.089,27.3495
b,Illy_Cimbali_20,model,234.426,27.3495
b,Illy_Cimbali_20,model,234.535,27.3495
b,Illy_Cimbali_20,model,234.651,27.3575
b,Illy_Cimbali_20,model,234.984,27.3575
b,Illy_Cimbali_20,model,235.097,27.3661
b,Illy_Cimbali_20,model,235.546,27.3661
b,Illy_Cimbali_20,model,235.654,27.3745
b,Illy_Cimbali_20,model,235.988,27.3745
b,Illy_Cimbali_20,model,236.104,27.3822
b,Illy_Cimbali_20,model,236.55,27.3822
b,Illy_Cimbali_20,model,236.663,27.3908
b,Illy_Cimbali_20,model,237.108,27.3908
b,Illy_Cimbali_20,model,237.224,27.3991
b,Illy_Cimbali_20,model,237.67,27.3991
b,Illy_Cimbali_20,model,237.783,27.4074
b,Illy_Cimbali_20,model,238.12,27.4074
b,Illy_Cimbali_20,model,238.225,27.4158
b,Illy_Cimbali_20,model,238.678,27.4158
b,Illy_Cimbali_20,model,238.791,27.4241
b,Illy_Cimbali_20,model,239.124,27.4241
b,Illy_Cimbali_20,model,239.236,27.4324
b,Illy_Cimbali_20,model,239.682,27.4324
b,Illy_Cimbali_20,model,239.798,27.4404
b,Illy_Cimbali_20,model,240.131,27.4404
b,Illy_Cimbali_20,model,240.244,27.4487
b,Illy_Cimbali_20,model,240.581,27.4487
b,Illy_Cimbali_20,model,240.694,27.4571
b,Illy_Cimbali_20,model,241.135,27.4571
b,Illy_Cimbali_20,model,241.252,27.4651
b,Illy_Cimbali_20,model,241.698,27.4651
b,Illy_Cimbali_20,model,241.806,27.4737
b,Illy_Cimbali_20,model,242.26,27.4737
b,Illy_Cimbali_20,model,242.372,27.482
b,Illy_Cimbali_20,model,242.705,27.482
b,Illy_Cimbali_20,model,242.818,27.49
b,Illy_Cimbali_20,model,243.268,27.49
b,Illy_Cimbali_20,model,243.376,27.4986
b,Illy_Cimbali_20,model,243.713,27.4986
b,Illy_Cimbali_20,model,243.825,27.5067
b,Illy_Cimbali_20,model,244.38,27.5067
b,Illy_Cimbali_20,model,244.496,27.515
b,Illy_Cimbali_20,model,244.834,27.515
b,Illy_Cimbali_20,model,244.946,27.5233
b,Illy_Cimbali_20,model,245.279,27.5233
b,Illy_Cimbali_20,model,245.392,27.5316
b,Illy_Cimbali_20,model,245.5,27.5316
b,Illy_Cimbali_20,model,245.838,27.5316
b,Illy_Cimbali_20,model,245.95,27.5399
b,Illy_Cimbali_20,model,246.399,27.5399
b,Illy_Cimbali_20,model,246.512,27.5483
b,Illy_Cimbali_20,model,246.954,27.5483
b,Illy_Cimbali_20,model,247.07,27.5566
b,Illy_Cimbali_20,model,247.407,27.5566
b,Illy_Cimbali_20,model,247.52,27.5646
b,Illy_Cimbali_20,model,247.965,27.5646
b,Illy_Cimbali_20,model,248.078,27.5726
b,Illy_Cimbali_20,model,248.524,27.5726
b,Illy_Cimbali_20,model,248.636,27.5813
b,Illy_Cimbali_20,model,249.085,27.5813
b,Illy_Cimbali_20,model,249.198,27.5896
b,Illy_Cimbali_20,model,249.532,27.5896
b,Illy_Cimbali_20,model,249.644,27.5976
b,Illy_Cimbali_20,model,250.094,27.5976
b,Illy_Cimbali_20,model,250.198,27.6062
b,Illy_Cimbali_20,model,250.652,27.6062
b,Illy_Cimbali_20,model,250.764,27.6145
b,Illy_Cimbali_20,model,251.21,27.6145
b,Illy_Cimbali_20,model,251.319,27.6228
b,Illy_Cimbali_20,model,251.772,27.6228
b,Illy_Cimbali_20,model,251.881,27.6309
b,Illy_Cimbali_20,model,252.218,27.6309
b,Illy_Cimbali_20,model,252.33,27.6392
b,Illy_Cimbali_20,model,252.772,27.6392
b,Illy_Cimbali_20,model,252.888,27.6475
b,Illy_Cimbali_20,model,253.338,27.6475
b,Illy_Cimbali_20,model,253.45,27.6558
b,Illy_Cimbali_20,model,253.892,27.6558
b,Illy_Cimbali_20,model,254.009,27.6641
b,Illy_Cimbali_20,model,254.454,27.6641
b,Illy_Cimbali_20,model,254.563,27.6725
b,Illy_Cimbali_20,model,255.016,27.6725
b,Illy_Cimbali_20,model,255.129,27.6805
b,Illy_Cimbali_20,model,255.575,27.6805
b,Illy_Cimbali_20,model,255.683,27.6888
b,Illy_Cimbali_20,model,256.024,27.6888
b,Illy_Cimbali_20,model,256.133,27.6971
b,Illy_Cimbali_20,model,256.582,27.6971
b,Illy_Cimbali_20,model,256.695,27.7052
b,Illy_Cimbali_20,model,257.253,27.7052
b,Illy_Cimbali_20,model,257.365,27.7138
b,Illy_Cimbali_20,model,257.703,27.7138
b,Illy_Cimbali_20,model,257.815,27.7221
b,Illy_Cimbali_20,model,258.373,27.7221
b,Illy_Cimbali_20,model,258.486,27.7301
b,Illy_Cimbali_20,model,258.819,27.7301
b,Illy_Cimbali_20,model,258.931,27.7384
b,Illy_Cimbali_20,model,259.381,27.7384
b,Illy_Cimbali_20,model,259.494,27.7467
b,Illy_Cimbali_20,model,259.939,27.7467
b,Illy_Cimbali_20,model,260.048,27.7551
b,Illy_Cimbali_20,model,260.497,27.7551
b,Illy_Cimbali_20,model,260.61,27.7634
b,Illy_Cimbali_20,model,261.168,27.7634
b,Illy_Cimbali_20,model,261.28,27.7717
b,Illy_Cimbali_20,model,261.618,27.7717
b,Illy_Cimbali_20,model,261.73,27.78
b,Illy_Cimbali_20,model,262.176,27.78
b,Illy_Cimbali_20,model,262.288,27.788
b,Illy_Cimbali_20,model,262.85,27.788
b,Illy_Cimbali_20,model,262.955,27.7964
b,Illy_Cimbali_20,model,263.296,27.7964
b,Illy_Cimbali_20,model,263.408,27.8047
b,Illy_Cimbali_20,model,263.967,27.8047
b,Illy_Cimbali_20,model,264.075,27.8127
b,Illy_Cimbali_20,model,264.529,27.8127
b,Illy_Cimbali_20,model,264.637,27.8213
b,Illy_Cimbali_20,model,265.087,27.8213
b,Illy_Cimbali_20,model,265.199,27.8296
b,Illy_Cimbali_20,model,265.645,27.8296
b,Illy_Cimbali_20,model,265.757,27.8379
b,Illy_Cimbali_20,model,266.207,27.8379
b,Illy_Cimbali_20,model,266.315,27.8463
b,Illy_Cimbali_20,model,266.878,27.8463
b,Illy_Cimbali_20,model,266.986,27.8543
b,Illy_Cimbali_20,model,267.32,27.8543
b,Illy_Cimbali_20,model,267.436,27.8626
b,Illy_Cimbali_20,model,267.661,27.8626
b,Illy_Cimbali_20,model,267.886,27.8626
b,Illy_Cimbali_20,model,267.998,27.8706
b,Illy_Cimbali_20,model,268.556,27.8706
b,Illy_Cimbali_20,model,268.669,27.8793
b,Illy_Cimbali_20,model,269.114,27.8793
b,Illy_Cimbali_20,model,269.227,27.8876
b,Illy_Cimbali_20,model,269.785,27.8876
b,Illy_Cimbali_20,model,269.893,27.8953
b,Illy_Cimbali_20,model,270.231,27.8953
b,Illy_Cimbali_20,model,270.347,27.9039
b,Illy_Cimbali_20,model,270.793,27.9039
b,Illy_Cimbali_20,model,270.905,27.9122
b,Illy_Cimbali_20,model,271.463,27.9122
b,Illy_Cimbali_20,model,271.576,27.9203
b,Illy_Cimbali_20,model,272.025,27.9203
b,Illy_Cimbali_20,model,272.138,27.9286
b,Illy_Cimbali_20,model,272.584,27.9286
b,Illy_Cimbali_20,model,272.696,27.9372
b,Illy_Cimbali_20,model,273.254,27.9372
b,Illy_Cimbali_20,model,273.366,27.9455
b,Illy_Cimbali_20,model,273.816,27.9455
b,Illy_Cimbali_20,model,273.925,27.9535
b,Illy_Cimbali_20,model,274.487,27.9535
b,Illy_Cimbali_20,model,274.595,27.9619
b,Illy_Cimbali_20,model,275.045,27.9619
b,Illy_Cimbali_20,model,275.157,27.9702
b,Illy_Cimbali_20,model,275.607,27.9702
b,Illy_Cimbali_20,model,275.712,27.9782
b,Illy_Cimbali_20,model,276.278,27.9782
b,Illy_Cimbali_20,model,276.39,27.9868
b,Illy_Cimbali_20,model,276.832,27.9868
b,Illy_Cimbali_20,model,276.948,27.9951
b,Illy_Cimbali_20,model,277.394,27.9951
b,Illy_Cimbali_20,model,277.502,28.0032
b,Illy_Cimbali_20,model,278.068,28.0032
b,Illy_Cimbali_20,model,278.181,28.0118
b,Illy_Cimbali_20,model,278.623,28.0118
b,Illy_Cimbali_20,model,278.739,28.0198
b,Illy_Cimbali_20,model,279.185,28.0198
b,Illy_Cimbali_20,model,279.297,28.0278
b,Illy_Cimbali_20,model,279.859,28.0278
b,Illy_Cimbali_20,model,279.972,28.0364
b,Illy_Cimbali_20,model,280.417,28.0364
b,Illy_Cimbali_20,model,280.53,28.0447
b,Illy_Cimbali_20,model,280.976,28.0447
b,Illy_Cimbali_20,model,281.088,28.0528
b,Illy_Cimbali_20,model,281.65,28.0528
b,Illy_Cimbali_20,model,281.759,28.0611
b,Illy_Cimbali_20,model,282.208,28.0611
b,Illy_Cimbali_20,model,282.317,28.0694
b,Illy_Cimbali_20,model,282.879,28.0694
b,Illy_Cimbali_20,model,282.987,28.0777
b,Illy_Cimbali_20,model,283.549,28.0777
b,Illy_Cimbali_20,model,283.662,28.0858
b,Illy_Cimbali_20,model,284.108,28.0858
b,Illy_Cimbali_20,model,284.22,28.0944
b,Illy_Cimbali_20,model,284.782,28.0944
b,Illy_Cimbali_20,model,284.894,28.1027
b,Illy_Cimbali_20,model,285.34,28.1027
b,Illy_Cimbali_20,model,285.453,28.1107
b,Illy_Cimbali_20,model,286.011,28.1107
b,Illy_Cimbali_20,model,286.123,28.119
b,Illy_Cimbali_20,model,286.681,28.119
b,Illy_Cimbali_20,model,286.794,28.1273
b,Illy_Cimbali_20,model,287.243,28.1273
b,Illy_Cimbali_20,model,287.352,28.1354
b,Illy_Cimbali_20,model,287.914,28.1354
b,Illy_Cimbali_20,model,288.026,28.144
b,Illy_Cimbali_20,model,288.585,28.144
b,Illy_Cimbali_20,model,288.697,28.1523
b,Illy_Cimbali_20,model,289.147,28.1523
b,Illy_Cimbali_20,model,289.259,28.1606
b,Illy_Cimbali_20,model,289.817,28.1606
b,Illy_Cimbali_20,model,289.926,28.1686
b,Illy_Cimbali_20,model,290.375,28.1686
b,Illy_Cimbali_20,model,290.488,28.1773
b,Illy_Cimbali_20,model,291.046,28.1773
b,Illy_Cimbali_20,model,291.158,28.1856
b,Illy_Cimbali_20,model,291.72,28.1856
b,Illy_Cimbali_20,model,291.833,28.1933
b,Illy_Cimbali_20,model,292.279,28.1933
b,Illy_Cimbali_20,model,292.391,28.2019
b,Illy_Cimbali_20,model,293.062,28.2019
b,Illy_Cimbali_20,model,293.174,28.2102
b,Illy_Cimbali_20,model,293.624,28.2102
b,Illy_Cimbali_20,model,293.732,28.2183
b,Illy_Cimbali_20,model,294.29,28.2183
b,Illy_Cimbali_20,model,294.407,28.2266
b,Illy_Cimbali_20,model,294.965,28.2266
b,Illy_Cimbali_20,model,295.077,28.2352
b,Illy_Cimbali_20,model,295.635,28.2352
b,Illy_Cimbali_20,model,295.744,28.2435
b,Illy_Cimbali_20,model,296.194,28.2435
b,Illy_Cimbali_20,model,296.306,28.2515
b,Illy_Cimbali_20,model,296.98,28.2515
b,Illy_Cimbali_20,model,297.089,28.2599
b,Illy_Cimbali_20,model,297.539,28.2599
b,Illy_Cimbali_20,model,297.651,28.2682
b,Illy_Cimbali_20,model,298.209,28.2682
b,Illy_Cimbali_20,model,298.318,28.2762
b,Illy_Cimbali_20,model,298.88,28.2762
b,Illy_Cimbali_20,model,298.992,28.2848
b,Illy_Cimbali_20,model,299.55,28.2848
b,Illy_Cimbali_20,model,299.663,28.2931
b,Illy_Cimbali_20,model,300.225,28.2931
b,Illy_Cimbali_20,model,300.337,28.3012
b,Illy_Cimbali_20,model,300.783,28.3012
b,Illy_Cimbali_20,model,300.892,28.3098
b,Illy_Cimbali_20,model,301.562,28.3098
b,Illy_Cimbali_20,model,301.678,28.3181
b,Illy_Cimbali_20,model,302.236,28.3181
b,Illy_Cimbali_20,model,302.345,28.3264
b,Illy_Cimbali_20,model,302.799,28.3264
b,Illy_Cimbali_20,model,302.911,28.3347
b,Illy_Cimbali_20,model,303.582,28.3347
b,Illy_Cimbali_20,model,303.694,28.3427
b,Illy_Cimbali_20,model,304.252,28.3427
b,Illy_Cimbali_20,model,304.365,28.3513
b,Illy_Cimbali_20,model,304.923,28.3513
b,Illy_Cimbali_20,model,305.035,28.3594
b,Illy_Cimbali_20,model,305.59,28.3594
b,Illy_Cimbali_20,model,305.706,28.3677
b,Illy_Cimbali_20,model,306.268,28.3677
b,Illy_Cimbali_20,model,306.376,28.376
b,Illy_Cimbali_20,model,306.938,28.376
b,Illy_Cimbali_20,model,307.047,28.3843
b,Illy_Cimbali_20,model,307.609,28.3843
b,Illy_Cimbali_20,model,307.721,28.3926
b,Illy_Cimbali_20,model,308.28,28.3926
b,Illy_Cimbali_20,model,308.392,28.401
b,Illy_Cimbali_20,model,309.063,28.401
b,Illy_Cimbali_20,model,309.175,28.409
b,Illy_Cimbali_20,model,309.733,28.409
b,Illy_Cimbali_20,model,309.846,28.4173
b,Illy_Cimbali_20,model,310.407,28.4173
b,Illy_Cimbali_20,model,310.52,28.4256
b,Illy_Cimbali_20,model,311.074,28.4256
b,Illy_Cimbali_20,model,311.191,28.434
b,Illy_Cimbali_20,model,311.861,28.434
b,Illy_Cimbali_20,model,311.974,28.4423
b,Illy_Cimbali_20,model,312.528,28.4423
b,Illy_Cimbali_20,model,312.644,28.4506
b,Illy_Cimbali_20,model,313.206,28.4506
b,Illy_Cimbali_20,model,313.315,28.4592
b,Illy_Cimbali_20,model,313.985,28.4592
b,Illy_Cimbali_20,model,314.098,28.4672
b,Illy_Cimbali_20,model,314.66,28.4672
b,Illy_Cimbali_20,model,314.772,28.4753
b,Illy_Cimbali_20,model,315.33,28.4753
b,Illy_Cimbali_20,model,315.439,28.4836
b,Illy_Cimbali_20,model,316.001,28.4836
b,Illy_Cimbali_20,model,316.113,28.4919
b,Illy_Cimbali_20,model,316.784,28.4919
b,Illy_Cimbali_20,model,316.893,28.5002
b,Illy_Cimbali_20,model,317.455,28.5002
b,Illy_Cimbali_20,model,317.567,28.5085
b,Illy_Cimbali_20,model,318.129,28.5085
b,Illy_Cimbali_20,model,318.241,28.5168
b,Illy_Cimbali_20,model,318.912,28.5168
b,Illy_Cimbali_20,model,319.024,28.5252
b,Illy_Cimbali_20,model,319.583,28.5252
b,Illy_Cimbali_20,model,319.695,28.5335
b,Illy_Cimbali_20,model,320.366,28.5335
b,Illy_Cimbali_20,model,320.478,28.5415
b,Illy_Cimbali_20,model,321.036,28.5415
b,Illy_Cimbali_20,model,321.149,28.5498
b,Illy_Cimbali_20,model,321.819,28.5498
b,Illy_Cimbali_20,model,321.932,28.5581
b,Illy_Cimbali_20,model,322.494,28.5581
b,Illy_Cimbali_20,model,322.602,28.5667
b,Illy_Cimbali_20,model,323.048,28.5667
b,Illy_Cimbali_20,model,323.052,28.5667
b,Illy_Cimbali_20,model,323.277,28.5667
b,Illy_Cimbali_20,model,323.389,28.5748
b,Illy_Cimbali_20,model,324.06,28.5748
b,Illy_Cimbali_20,model,324.168,28.5834
b,Illy_Cimbali_20,model,324.73,28.5834
b,Illy_Cimbali_20,model,324.843,28.5917
b,Illy_Cimbali_20,model,325.401,28.5917
b,Illy_Cimbali_20,model,325.513,28.5994
b,Illy_Cimbali_20,model,326.184,28.5994
b,Illy_Cimbali_20,model,326.296,28.6078
b,Illy_Cimbali_20,model,326.967,28.6078
b,Illy_Cimbali_20,model,327.075,28.6164
b,Illy_Cimbali_20,model,327.75,28.6164
b,Illy_Cimbali_20,model,327.862,28.6244
b,Illy_Cimbali_20,model,328.424,28.6244
b,Illy_Cimbali_20,model,328.529,28.6327
b,Illy_Cimbali_20,model,329.207,28.6327
b,Illy_Cimbali_20,model,329.316,28.6413
b,Illy_Cimbali_20,model,329.878,28.6413
b,Illy_Cimbali_20,model,329.986,28.6493
b,Illy_Cimbali_20,model,330.769,28.6493
b,Illy_Cimbali_20,model,330.886,28.6577
b,Illy_Cimbali_20,model,331.44,28.6577
b,Illy_Cimbali_20,model,331.556,28.666
b,Illy_Cimbali_20,model,332.223,28.666
b,Illy_Cimbali_20,model,332.339,28.6743
b,Illy_Cimbali_20,model,333.01,28.6743
b,Illy_Cimbali_20,model,333.122,28.6823
b,Illy_Cimbali_20,model,333.677,28.6823
b,Illy_Cimbali_20,model,333.793,28.6909
b,Illy_Cimbali_20,model,334.13,28.6909
b,Illy_Cimbali_20,model,334.576,28.6909
b,Illy_Cimbali_20,model,334.688,28.6993
b,Illy_Cimbali_20,model,335.363,28.6993
b,Illy_Cimbali_20,model,335.467,28.7076
b,Illy_Cimbali_20,model,336.033,28.7076
b,Illy_Cimbali_20,model,336.146,28.7159
b,Illy_Cimbali_20,model,336.816,28.7159
b,Illy_Cimbali_20,model,336.925,28.7239
b,Illy_Cimbali_20,model,337.599,28.7239
b,Illy_Cimbali_20,model,337.712,28.7322
b,Illy_Cimbali_20,model,338.378,28.7322
b,Illy_Cimbali_20,model,338.495,28.7406
b,Illy_Cimbali_20,model,339.278,28.7406
b,Illy_Cimbali_20,model,339.39,28.7489
b,Illy_Cimbali_20,model,340.061,28.7489
b,Illy_Cimbali_20,model,340.173,28.7569
b,Illy_Cimbali_20,model,340.731,28.7569
b,Illy_Cimbali_20,model,340.844,28.7655
b,Illy_Cimbali_20,model,341.514,28.7655
b,Illy_Cimbali_20,model,341.627,28.7738
b,Illy_Cimbali_20,model,342.297,28.7738
b,Illy_Cimbali_20,model,342.406,28.7821
b,Illy_Cimbali_20,model,343.08,28.7821
b,Illy_Cimbali_20,model,343.193,28.7902
b,Illy_Cimbali_20,model,343.976,28.7902
b,Illy_Cimbali_20,model,344.088,28.7985
b,Illy_Cimbali_20,model,344.759,28.7985
b,Illy_Cimbali_20,model,344.871,28.8068
b,Illy_Cimbali_20,model,345.208,28.8068
b,Illy_Cimbali_20,model,345.546,28.8068
b,Illy_Cimbali_20,model,345.65,28.8148
b,Illy_Cimbali_20,model,346.329,28.8148
b,Illy_Cimbali_20,model,346.437,28.8234
b,Illy_Cimbali_20,model,347.224,28.8234
b,Illy_Cimbali_20,model,347.333,28.8318
b,Illy_Cimbali_20,model,348.007,28.8318
b,Illy_Cimbali_20,model,348.119,28.8395
b,Illy_Cimbali_20,model,348.79,28.8395
b,Illy_Cimbali_20,model,348.902,28.8481
b,Illy_Cimbali_20,model,349.682,28.8481
b,Illy_Cimbali_20,model,349.798,28.8564
b,Illy_Cimbali_20,model,350.468,28.8564
b,Illy_Cimbali_20,model,350.581,28.8645
b,Illy_Cimbali_20,model,351.251,28.8645
b,Illy_Cimbali_20,model,351.364,28.8728
b,Illy_Cimbali_20,model,352.147,28.8728
b,Illy_Cimbali_20,model,352.255,28.8814
b,Illy_Cimbali_20,model,352.93,28.8814
b,Illy_Cimbali_20,model,353.042,28.8897
b,Illy_Cimbali_20,model,353.709,28.8897
b,Illy_Cimbali_20,model,353.825,28.8977
b,Illy_Cimbali_20,model,354.608,28.8977
b,Illy_Cimbali_20,model,354.721,28.906
b,Illy_Cimbali_20,model,355.391,28.906
b,Illy_Cimbali_20,model,355.5,28.9144
b,Illy_Cimbali_20,model,356.287,28.9144
b,Illy_Cimbali_20,model,356.399,28.9224
b,Illy_Cimbali_20,model,357.182,28.9224
b,Illy_Cimbali_20,model,357.294,28.931
b,Illy_Cimbali_20,model,358.074,28.931
b,Illy_Cimbali_20,model,358.19,28.9393
b,Illy_Cimbali_20,model,358.86,28.9393
b,Illy_Cimbali_20,model,358.973,28.9471
b,Illy_Cimbali_20,model,359.756,28.9471
b,Illy_Cimbali_20,model,359.864,28.9557
b,Illy_Cimbali_20,model,360.539,28.9557
b,Illy_Cimbali_20,model,360.651,28.964
b,Illy_Cimbali_20,model,361.434,28.964
b,Illy_Cimbali_20,model,361.547,28.972
b,Illy_Cimbali_20,model,362.217,28.972
b,Illy_Cimbali_20,model,362.33,28.9803
b,Illy_Cimbali_20,model,363.113,28.9803
b,Illy_Cimbali_20,model,363.225,28.9889
b,Illy_Cimbali_20,model,364.008,28.9889
b,Illy_Cimbali_20,model,364.12,28.9973
b,Illy_Cimbali_20,model,364.903,28.9973
b,Illy_Cimbali_20,model,365.012,29.0053
b,Illy_Cimbali_20,model,365.686,29.0053
b,Illy_Cimbali_20,model,365.799,29.0136
b,Illy_Cimbali_20,model,366.582,29.0136
b,Illy_Cimbali_20,model,366.694,29.0219
b,Illy_Cimbali_20,model,367.365,29.0219
b,Illy_Cimbali_20,model,367.59,29.0219
b,Illy_Cimbali_20,model,367.702,29.03
b,Illy_Cimbali_20,model,368.485,29.03
b,Illy_Cimbali_20,model,368.597,29.0386
b,Illy_Cimbali_20,model,369.377,29.0386
b,Illy_Cimbali_20,model,369.489,29.0469
b,Illy_Cimbali_20,model,370.276,29.0469
b,Illy_Cimbali_20,model,370.384,29.0546
b,Illy_Cimbali_20,model,371.164,29.0546
b,Illy_Cimbali_20,model,371.28,29.0632
b,Illy_Cimbali_20,model,372.063,29.0632
b,Illy_Cimbali_20,model,372.175,29.0715
b,Illy_Cimbali_20,model,372.958,29.0715
b,Illy_Cimbali_20,model,373.071,29.0796
b,Illy_Cimbali_20,model,373.854,29.0796
b,Illy_Cimbali_20,model,373.966,29.0879
b,Illy_Cimbali_20,model,374.749,29.0879
b,Illy_Cimbali_20,model,374.861,29.0965
b,Illy_Cimbali_20,model,375.644,29.0965
b,Illy_Cimbali_20,model,375.757,29.1048
b,Illy_Cimbali_20,model,376.54,29.1048
b,Illy_Cimbali_20,model,376.648,29.1128
b,Illy_Cimbali_20,model,377.548,29.1128
b,Illy_Cimbali_20,model,377.66,29.1212
b,Illy_Cimbali_20,model,378.439,29.1212
b,Illy_Cimbali_20,model,378.443,29.1212
b,Illy_Cimbali_20,model,378.555,29.1295
b,Illy_Cimbali_20,model,379.338,29.1295
b,Illy_Cimbali_20,model,379.451,29.1378
b,Illy_Cimbali_20,model,380.234,29.1378
b,Illy_Cimbali_20,model,380.346,29.1461
b,Illy_Cimbali_20,model,381.242,29.1461
b,Illy_Cimbali_20,model,381.35,29.1541
b,Illy_Cimbali_20,model,382.133,29.1541
b,Illy_Cimbali_20,model,382.246,29.1625
b,Illy_Cimbali_20,model,383.141,29.1625
b,Illy_Cimbali_20,model,383.253,29.1708
b,Illy_Cimbali_20,model,384.036,29.1708
b,Illy_Cimbali_20,model,384.149,29.1791
b,Illy_Cimbali_20,model,385.04,29.1791
b,Illy_Cimbali_20,model,385.157,29.1871
b,Illy_Cimbali_20,model,385.94,29.1871
b,Illy_Cimbali_20,model,386.052,29.1957
b,Illy_Cimbali_20,model,386.947,29.1957
b,Illy_Cimbali_20,model,387.06,29.204
b,Illy_Cimbali_20,model,387.843,29.204
b,Illy_Cimbali_20,model,387.951,29.2124
b,Illy_Cimbali_20,model,388.851,29.2124
b,Illy_Cimbali_20,model,388.963,29.2204
b,Illy_Cimbali_20,model,389.521,29.2204
b,Illy_Cimbali_20,model,389.859,29.2204
b,Illy_Cimbali_20,model,389.967,29.2287
b,Illy_Cimbali_20,model,390.266,29.2287
b,Illy_Cimbali_20,model,390.564,29.2287
b,Illy_Cimbali_20,model,390.859,29.2287
b,Illy_Cimbali_20,model,390.975,29.2373
b,Illy_Cimbali_20,model,391.758,29.2373
b,Illy_Cimbali_20,model,391.87,29.2453
b,Illy_Cimbali_20,model,392.766,29.2453
b,Illy_Cimbali_20,model,392.878,29.2534
b,Illy_Cimbali_20,model,393.77,29.2534
b,Illy_Cimbali_20,model,393.886,29.262
b,Illy_Cimbali_20,model,394.781,29.262
b,Illy_Cimbali_20,model,394.89,29.27
b,Illy_Cimbali_20,model,395.789,29.27
b,Illy_Cimbali_20,model,395.898,29.2783
b,Illy_Cimbali_20,model,396.681,29.2783
b,Illy_Cimbali_20,model,396.793,29.2867
b,Illy_Cimbali_20,model,397.688,29.2867
b,Illy_Cimbali_20,model,397.797,29.295
b,Illy_Cimbali_20,model,398.696,29.295
b,Illy_Cimbali_20,model,398.809,29.3033
b,Illy_Cimbali_20,model,399.704,29.3033
b,Illy_Cimbali_20,model,399.817,29.3116
b,Illy_Cimbali_20,model,400.6,29.3116
b,Illy_Cimbali_20,model,400.708,29.3116
b,Illy_Cimbali_20,model,400.824,29.3199
b,Illy_Cimbali_20,model,401.832,29.3199
b,Illy_Cimbali_20,model,401.941,29.3282
b,Illy_Cimbali_20,model,402.836,29.3282
b,Illy_Cimbali_20,model,402.949,29.3366
b,Illy_Cimbali_20,model,403.844,29.3366
b,Illy_Cimbali_20,model,403.952,29.3446
b,Illy_Cimbali_20,model,404.852,29.3446
b,Illy_Cimbali_20,model,404.964,29.3529
b,Illy_Cimbali_20,model,405.972,29.3529
b,Illy_Cimbali_20,model,406.08,29.3612
b,Illy_Cimbali_20,model,406.976,29.3612
b,Illy_Cimbali_20,model,407.088,29.3695
b,Illy_Cimbali_20,model,407.98,29.3695
b,Illy_Cimbali_20,model,408.096,29.3776
b,Illy_Cimbali_20,model,408.992,29.3776
b,Illy_Cimbali_20,model,409.104,29.3862
b,Illy_Cimbali_20,model,410.112,29.3862
b,Illy_Cimbali_20,model,410.224,29.3945
b,Illy_Cimbali_20,model,410.558,29.3945
b,Illy_Cimbali_20,model,410.891,29.3945
b,Illy_Cimbali_20,model,411.224,29.3945
b,Illy_Cimbali_20,model,411.341,29.4028
b,Illy_Cimbali_20,model,411.678,29.4028
b,Illy_Cimbali_20,model,412.236,29.4028
b,Illy_Cimbali_20,model,412.344,29.4108
b,Illy_Cimbali_20,model,413.356,29.4108
b,Illy_Cimbali_20,model,413.465,29.4194
b,Illy_Cimbali_20,model,414.476,29.4194
b,Illy_Cimbali_20,model,414.589,29.4278
b,Illy_Cimbali_20,model,415.48,29.4278
b,Illy_Cimbali_20,model,415.593,29.4358
b,Illy_Cimbali_20,model,416.488,29.4358
b,Illy_Cimbali_20,model,416.601,29.4438
b,Illy_Cimbali_20,model,417.608,29.4438
b,Illy_Cimbali_20,model,417.721,29.4521
b,Illy_Cimbali_20,model,418.729,29.4521
b,Illy_Cimbali_20,model,418.841,29.4607
b,Illy_Cimbali_20,model,419.845,29.4607
b,Illy_Cimbali_20,model,419.957,29.4688
b,Illy_Cimbali_20,model,420.965,29.4688
b,Illy_Cimbali_20,model,421.074,29.4774
b,Illy_Cimbali_20,model,422.085,29.4774
b,Illy_Cimbali_20,model,422.194,29.4857
b,Illy_Cimbali_20,model,422.756,29.4857
b,Illy_Cimbali_20,model,423.202,29.4857
b,Illy_Cimbali_20,model,423.314,29.494
b,Illy_Cimbali_20,model,424.322,29.494
b,Illy_Cimbali_20,model,424.434,29.5023
b,Illy_Cimbali_20,model,425.442,29.5023
b,Illy_Cimbali_20,model,425.555,29.5107
b,Illy_Cimbali_20,model,425.776,29.5107
