reference_pressure_round__bar,time__s,pressure__bar,pressure_std__bar,basket_pressure__bar,basket_pressure_std__bar,mass__g,mass_std__g,mass_flow_rate__g_per_s,mass_flow_rate_std__g_per_s
4.000000,42.342342,4.075542,0.025107,3.686993,0.024707,39.177651,1.447887,1.626873,0.034690
4.000000,42.442442,4.072383,0.025493,3.683828,0.025190,39.335506,1.450068,1.627099,0.033389
4.000000,42.542543,4.075768,0.026525,3.687388,0.026188,39.500650,1.450150,1.625355,0.032023
4.000000,42.642643,4.071886,0.025808,3.683781,0.025824,39.656962,1.450045,1.622501,0.030933
4.000000,42.742743,4.069895,0.025678,3.682105,0.025910,39.827649,1.453651,1.619063,0.031170
4.000000,42.842843,4.073586,0.025172,3.685869,0.025261,39.995814,1.456772,1.618228,0.031612
4.000000,42.942943,4.076008,0.024782,3.688271,0.025068,40.155736,1.457845,1.618374,0.032230
4.000000,43.043043,4.073680,0.023225,3.686008,0.023467,40.315281,1.460021,1.617650,0.032451
4.000000,43.143143,4.072041,0.024216,3.684456,0.024358,40.480118,1.466142,1.616763,0.031913
4.000000,43.243243,4.074052,0.025220,3.686687,0.025199,40.640230,1.468836,1.614352,0.032169
4.000000,43.343343,4.071421,0.024160,3.684513,0.024076,40.805763,1.470071,1.609329,0.032724
4.000000,43.443443,4.070860,0.024785,3.684032,0.024554,40.963018,1.471097,1.608603,0.031458
4.000000,43.543544,4.073639,0.024611,3.686765,0.024203,41.133728,1.473493,1.609113,0.031208
4.000000,43.643644,4.071808,0.024702,3.684928,0.024400,41.283541,1.478284,1.609041,0.032572
4.000000,43.743744,4.074512,0.024710,3.687811,0.024368,41.432290,1.483409,1.607004,0.033410
4.000000,43.843844,4.076721,0.026320,3.690141,0.026001,41.598566,1.485841,1.605797,0.032350
4.000000,43.943944,4.077752,0.026187,3.691079,0.025730,41.753343,1.488450,1.606820,0.032304
4.000000,44.044044,4.077676,0.025365,3.690911,0.024815,41.916919,1.486849,1.607628,0.033972
4.000000,44.144144,4.078931,0.027131,3.692242,0.026392,42.074142,1.486722,1.606727,0.034626
4.000000,44.244244,4.077289,0.027638,3.690806,0.026846,42.234808,1.491142,1.604500,0.034543
4.000000,44.344344,4.076161,0.028113,3.689683,0.027409,42.398570,1.493088,1.604410,0.034767
4.000000,44.444444,4.078878,0.028725,3.692223,0.027973,42.564660,1.495763,1.606257,0.035497
4.000000,44.544545,4.080080,0.031049,3.693459,0.030105,42.721793,1.498753,1.605922,0.035194
4.000000,44.644645,4.084518,0.027183,3.697960,0.026298,42.885551,1.499807,1.605328,0.034450
4.000000,44.744745,4.083794,0.027812,3.697242,0.027030,43.038115,1.505740,1.605226,0.034761
4.000000,44.844845,4.089378,0.029462,3.702844,0.028709,43.196244,1.506421,1.604918,0.035665
4.000000,44.944945,4.083920,0.029732,3.697691,0.028977,43.359731,1.508780,1.601617,0.035529
4.000000,45.045045,4.080682,0.030376,3.694647,0.029507,43.517207,1.512941,1.599597,0.034672
4.000000,45.145145,4.079818,0.031281,3.693487,0.030181,43.680833,1.515727,1.602918,0.033882
4.000000,45.245245,4.078644,0.029833,3.692259,0.028662,43.836180,1.516757,1.603432,0.034497
4.000000,45.345345,4.079485,0.029268,3.693217,0.028163,43.999863,1.518013,1.602128,0.034834
4.000000,45.445445,4.082833,0.030111,3.696594,0.028991,44.165570,1.520917,1.601817,0.034816
4.000000,45.545546,4.084726,0.031271,3.698358,0.029989,44.324978,1.522431,1.603140,0.035475
4.000000,45.645646,4.087915,0.029505,3.701561,0.028166,44.488323,1.524871,1.602998,0.035370
4.000000,45.745746,4.088038,0.029598,3.702026,0.028212,44.650469,1.528093,1.599347,0.034698
4.000000,45.845846,4.087404,0.029702,3.701788,0.028418,44.816572,1.532933,1.595059,0.034408
4.000000,45.945946,4.081833,0.028827,3.696365,0.027484,44.979378,1.537571,1.593396,0.034828
4.000000,46.046046,4.081988,0.031204,3.696625,0.029899,45.138914,1.541677,1.592172,0.035415
4.000000,46.146146,4.082350,0.032539,3.697225,0.030984,45.301116,1.544540,1.589610,0.035175
4.000000,46.246246,4.081801,0.032561,3.696849,0.030918,45.464026,1.547699,1.587671,0.035426
4.000000,46.346346,4.085812,0.030388,3.701004,0.028848,45.621054,1.551215,1.586021,0.036108
4.000000,46.446446,4.084850,0.031270,3.699936,0.029848,45.773876,1.553580,1.587214,0.035767
4.000000,46.546547,4.084763,0.030645,3.699879,0.029434,45.929723,1.557943,1.586979,0.034993
4.000000,46.646647,4.084051,0.030129,3.699288,0.029045,46.090884,1.560681,1.585581,0.035583
4.000000,46.746747,4.082048,0.031440,3.697396,0.030269,46.249589,1.564254,1.584159,0.037269
4.000000,46.846847,4.078458,0.031749,3.694107,0.030409,46.403082,1.567027,1.580803,0.037712
4.000000,46.946947,4.079813,0.030918,3.695724,0.029536,46.566828,1.569233,1.577927,0.037680
4.000000,47.047047,4.077043,0.030415,3.693151,0.029049,46.731050,1.572538,1.575735,0.037920
4.000000,47.147147,4.068100,0.030639,3.684430,0.029408,46.883821,1.574658,1.573303,0.037780
4.000000,47.247247,4.064170,0.027819,3.680798,0.026217,47.034325,1.576936,1.570047,0.037603
4.000000,47.347347,4.072694,0.027435,3.689635,0.025795,47.189840,1.579912,1.566627,0.037315
4.000000,47.447447,4.071756,0.028875,3.688879,0.027153,47.347435,1.584890,1.564610,0.037291
4.000000,47.547548,4.072005,0.026665,3.689311,0.025063,47.502128,1.586448,1.562575,0.037359
4.000000,47.647648,4.077344,0.026583,3.694983,0.025167,47.649681,1.589971,1.558921,0.037167
4.000000,47.747748,4.078187,0.029755,3.696055,0.028317,47.800984,1.594462,1.556349,0.037439
4.000000,47.847848,4.082248,0.033138,3.700039,0.031873,47.963476,1.596350,1.557131,0.037975
4.000000,47.947948,4.088795,0.034622,3.706504,0.033516,48.127515,1.599851,1.557979,0.038404
4.000000,48.048048,4.088231,0.035208,3.706273,0.034100,48.283139,1.604387,1.554235,0.038878
4.000000,48.148148,4.086031,0.033545,3.704472,0.032266,48.438349,1.610759,1.549797,0.038921
4.000000,48.248248,4.082782,0.032782,3.701243,0.031623,48.593283,1.615726,1.549516,0.039324
4.000000,48.348348,4.086188,0.032314,3.704789,0.031142,48.749285,1.619009,1.547851,0.040075
4.000000,48.448448,4.079354,0.032099,3.698338,0.030818,48.901459,1.622434,1.543573,0.040173
4.000000,48.548549,4.076858,0.029850,3.696028,0.028376,49.059271,1.625203,1.541532,0.040006
4.000000,48.648649,4.074769,0.029272,3.694054,0.027748,49.212965,1.628014,1.540224,0.040236
4.000000,48.748749,4.068033,0.028856,3.687420,0.027372,49.368437,1.631592,1.538995,0.040790
4.000000,48.848849,4.049716,0.041210,3.669225,0.040377,49.522608,1.633948,1.537677,0.040540
4.000000,48.948949,4.065856,0.028759,3.685644,0.027363,49.678611,1.638781,1.534537,0.040742
4.000000,49.049049,4.068559,0.028890,3.688449,0.027494,49.832328,1.640753,1.533233,0.041885
4.000000,49.149149,4.063663,0.028123,3.683389,0.026491,49.983073,1.644457,1.535027,0.042029
4.000000,49.249249,4.067411,0.027704,3.687199,0.026279,50.136833,1.650247,1.534325,0.042128
4.000000,49.349349,4.058313,0.037278,3.678535,0.036149,50.296941,1.652556,1.529392,0.042598
4.000000,49.449449,4.059164,0.036536,3.679557,0.035475,50.449834,1.657132,1.527417,0.043001
4.000000,49.549550,4.073206,0.030319,3.693430,0.028908,50.592348,1.660622,1.529373,0.042601
4.000000,49.649650,4.070726,0.031293,3.690933,0.029926,50.744778,1.664420,1.529631,0.042173
4.000000,49.749750,4.076378,0.029399,3.696954,0.027986,50.902189,1.667891,1.525360,0.043068
4.000000,49.849850,4.074269,0.029346,3.695184,0.028169,51.052256,1.672096,1.521416,0.044014
4.000000,49.949950,4.076811,0.029954,3.697902,0.028904,51.205883,1.673588,1.519332,0.044723
4.000000,50.050050,4.072560,0.029979,3.693835,0.028882,51.356723,1.676706,1.517111,0.045666
4.000000,50.150150,4.073628,0.028494,3.695146,0.027145,51.501344,1.679906,1.514362,0.045776
4.000000,50.250250,4.073461,0.029082,3.695208,0.027583,51.656036,1.684731,1.511836,0.045418
4.000000,50.350350,4.072818,0.026625,3.694850,0.025159,51.806770,1.687309,1.508620,0.045407
4.000000,50.450450,4.071803,0.024839,3.693991,0.023323,51.950263,1.692422,1.506702,0.046332
4.000000,50.550551,4.075678,0.025337,3.697842,0.023992,52.101770,1.698194,1.506745,0.047803
4.000000,50.650651,4.070197,0.025371,3.692405,0.023962,52.259896,1.700451,1.506227,0.047862
4.000000,50.750751,4.068827,0.025065,3.691086,0.023725,52.410283,1.704235,1.505725,0.047442
4.000000,50.850851,4.070846,0.024712,3.693223,0.023300,52.559620,1.707973,1.504416,0.047269
4.000000,50.950951,4.070594,0.025132,3.692872,0.023778,52.718106,1.712753,1.505637,0.046650
4.000000,51.051051,4.072007,0.023557,3.694090,0.022211,52.881219,1.716333,1.507916,0.046181
4.000000,51.151151,4.074703,0.023125,3.696882,0.021738,53.029266,1.721748,1.506901,0.045777
4.000000,51.251251,4.078449,0.024085,3.700876,0.022782,53.167200,1.728544,1.504163,0.045321
4.000000,51.351351,4.075245,0.023063,3.697950,0.021470,53.315188,1.734477,1.500991,0.045486
4.000000,51.451451,4.078450,0.022665,3.701060,0.021095,53.465297,1.740370,1.501865,0.046765
4.000000,51.551552,4.083200,0.023359,3.705394,0.021792,53.613575,1.746975,1.506368,0.047977
4.000000,51.651652,4.077990,0.022613,3.700120,0.021196,53.759636,1.749439,1.507061,0.048160
4.000000,51.751752,4.079070,0.021525,3.701352,0.020054,53.907546,1.752338,1.505301,0.048382
4.000000,51.851852,4.083312,0.022513,3.705460,0.020932,54.051903,1.757562,1.506824,0.048286
4.000000,51.951952,4.080997,0.022115,3.703169,0.020472,54.205867,1.764155,1.506804,0.046862
4.000000,52.052052,4.078862,0.019383,3.701451,0.017657,54.356504,1.769714,1.502164,0.046351
4.000000,52.152152,4.079751,0.019189,3.702561,0.017675,54.508718,1.773404,1.499551,0.047063
4.000000,52.252252,4.079165,0.018823,3.701829,0.017100,54.666209,1.778189,1.501132,0.047491
4.000000,52.352352,4.077109,0.019282,3.699772,0.017326,54.815066,1.782398,1.501163,0.047350
4.000000,52.452452,4.081936,0.019592,3.704792,0.017665,54.968130,1.785155,1.498934,0.047632
4.000000,52.552553,4.082236,0.019002,3.705228,0.016877,55.122573,1.789031,1.497306,0.048139
4.000000,52.652653,4.081074,0.018144,3.703998,0.015792,55.273160,1.791846,1.498191,0.047456
4.000000,52.752753,4.085674,0.016447,3.708411,0.014325,55.412772,1.794045,1.500441,0.046634
4.000000,52.852853,4.085845,0.017471,3.708534,0.015284,55.559159,1.799355,1.501080,0.046067
4.000000,52.952953,4.079566,0.016254,3.702327,0.014050,55.723347,1.807515,1.500379,0.045300
4.000000,53.053053,4.080430,0.016092,3.703140,0.013697,55.879738,1.813348,1.501022,0.044907
4.000000,53.153153,4.084381,0.016397,3.707038,0.013937,56.026410,1.817287,1.501580,0.045248
4.000000,53.253253,4.078700,0.014858,3.701373,0.012320,56.175693,1.821814,1.501373,0.045357
4.000000,53.353353,4.078159,0.015539,3.701068,0.013048,56.328350,1.824812,1.498763,0.044931
4.000000,53.453453,4.081487,0.017129,3.704775,0.014752,56.470073,1.826213,1.494550,0.044399
4.000000,53.553554,4.084212,0.014069,3.707707,0.011883,56.612759,1.831053,1.492302,0.043717
4.000000,53.653654,4.084996,0.012953,3.708754,0.011085,56.764225,1.836836,1.489349,0.043521
4.000000,53.753754,4.081911,0.014820,3.705880,0.012887,56.920146,1.841075,1.486836,0.044233
4.000000,53.853854,4.081404,0.014164,3.705399,0.012700,57.073307,1.846141,1.486369,0.045247
4.000000,53.953954,4.080531,0.014659,3.704593,0.013158,57.229499,1.852222,1.485529,0.045760
4.000000,54.054054,4.080252,0.014070,3.704335,0.012595,57.374091,1.857127,1.485310,0.045621
4.000000,54.154154,4.078902,0.012894,3.702756,0.011412,57.520244,1.861475,1.487927,0.045613
4.000000,54.254254,4.074855,0.012967,3.698592,0.011548,57.673115,1.865152,1.489229,0.045774
4.000000,54.354354,4.072292,0.014221,3.696372,0.013304,57.821020,1.869172,1.485347,0.045597
4.000000,54.454454,4.076537,0.014201,3.701007,0.013475,57.968285,1.871614,1.480981,0.045097
4.000000,54.554555,4.074896,0.013572,3.699464,0.012882,58.118902,1.873188,1.479854,0.045173
4.000000,54.654655,4.074158,0.014217,3.698440,0.013024,58.265382,1.877457,1.483044,0.045619
4.000000,54.754755,4.081974,0.014158,3.706156,0.012624,58.409602,1.883234,1.484117,0.046044
4.000000,54.854855,4.080498,0.015070,3.704776,0.013370,58.549075,1.889108,1.482832,0.047178
4.000000,54.954955,4.080483,0.017122,3.704726,0.015227,58.689997,1.893522,1.483126,0.047806
4.000000,55.055055,4.087185,0.018206,3.711411,0.016105,58.839068,1.894843,1.483369,0.047550
4.000000,55.155155,4.089395,0.018456,3.713768,0.015916,58.983372,1.900592,1.481707,0.047472
4.000000,55.255255,4.091403,0.017664,3.715944,0.015024,59.130250,1.907138,1.479797,0.047392
4.000000,55.355355,4.095973,0.018593,3.720751,0.015787,59.283075,1.912724,1.477142,0.047103
4.000000,55.455455,4.093499,0.018655,3.718290,0.015872,59.433071,1.916493,1.477010,0.047026
4.000000,55.555556,4.092509,0.019575,3.717090,0.016744,59.586281,1.919853,1.479344,0.047404
4.000000,55.655656,4.090940,0.019076,3.715715,0.016073,59.738135,1.922888,1.477119,0.047464
4.000000,55.755756,4.088307,0.017834,3.713278,0.014682,59.878816,1.928030,1.474862,0.047544
4.000000,55.855856,4.084844,0.017283,3.709790,0.014065,60.028064,1.934001,1.475098,0.047862
4.000000,55.955956,4.083003,0.017290,3.707980,0.014159,60.173537,1.937879,1.474543,0.048997
4.000000,56.056056,4.080472,0.017876,3.705482,0.014665,60.325369,1.943158,1.474007,0.049940
4.000000,56.156156,4.078858,0.015980,3.703702,0.013245,60.487168,1.949009,1.475831,0.050322
4.000000,56.256256,4.060548,0.026331,3.685186,0.023777,60.632911,1.954459,1.478230,0.050090
4.000000,56.356356,4.081227,0.015748,3.705694,0.012602,60.773221,1.960082,1.480132,0.050328
4.000000,56.456456,4.077957,0.014354,3.702277,0.011190,60.919113,1.964391,1.481532,0.051921
4.000000,56.556557,4.077998,0.014674,3.702341,0.011520,61.069686,1.969343,1.481162,0.052546
4.000000,56.656657,4.075586,0.016304,3.699995,0.013243,61.217079,1.972243,1.480561,0.051642
4.000000,56.756757,4.079019,0.014519,3.703590,0.011693,61.367212,1.975974,1.478778,0.051300
4.000000,56.856857,4.080643,0.014150,3.705457,0.010893,61.511566,1.981534,1.475925,0.051744
4.000000,56.956957,4.086503,0.015786,3.711498,0.012171,61.667545,1.986817,1.473746,0.052348
4.000000,57.057057,4.084054,0.016108,3.709182,0.012616,61.814093,1.992051,1.472043,0.053264
4.000000,57.157157,4.086176,0.016726,3.711156,0.013126,61.954932,1.996848,1.473644,0.053765
4.000000,57.257257,4.089305,0.017448,3.714015,0.013766,62.101651,2.000576,1.476641,0.054213
4.000000,57.357357,4.087975,0.017260,3.712669,0.013436,62.250724,2.005783,1.476613,0.055303
4.000000,57.457457,4.086493,0.018737,3.711282,0.014634,62.396605,2.012016,1.475459,0.055699
4.000000,57.557558,4.094737,0.018820,3.719824,0.014741,62.545157,2.017473,1.472053,0.055664
4.000000,57.657658,4.094912,0.019776,3.720259,0.015515,62.697356,2.023696,1.469025,0.055883
4.000000,57.757758,4.091231,0.018602,3.716547,0.014461,62.841574,2.028896,1.469317,0.056228
4.000000,57.857858,4.091987,0.017842,3.717325,0.013539,62.989821,2.035727,1.468978,0.056635
4.000000,57.957958,4.092692,0.018178,3.717955,0.013853,63.139490,2.042725,1.469745,0.057121
4.000000,58.058058,4.090000,0.018022,3.714900,0.013477,63.281055,2.046642,1.473681,0.058180
4.000000,58.158158,4.086971,0.018588,3.711575,0.013962,63.427126,2.050172,1.476847,0.059262
4.000000,58.258258,4.091276,0.020063,3.715838,0.015295,63.570998,2.057019,1.477379,0.059026
4.000000,58.358358,4.085382,0.019209,3.710145,0.014330,63.713474,2.062569,1.475098,0.058906
4.000000,58.458458,4.084122,0.020667,3.709140,0.015774,63.861343,2.067690,1.472030,0.059630
4.000000,58.558559,4.091743,0.021214,3.716748,0.016153,64.009556,2.073582,1.472058,0.060193
4.000000,58.658659,4.095044,0.020789,3.719792,0.015611,64.162682,2.078560,1.474855,0.060840
4.000000,58.758759,4.093570,0.021167,3.718207,0.015880,64.316266,2.087849,1.476026,0.061325
4.000000,58.858859,4.096039,0.020174,3.720675,0.015206,64.457990,2.094563,1.476038,0.061313
4.000000,58.958959,4.093844,0.021937,3.718500,0.017000,64.606622,2.099662,1.475880,0.060978
4.000000,59.059059,4.091205,0.022609,3.715870,0.017627,64.752997,2.104560,1.475808,0.060872
4.000000,59.159159,4.090880,0.023876,3.715422,0.018806,64.896198,2.110854,1.477011,0.061835
4.000000,59.259259,4.096178,0.024066,3.720610,0.018840,65.039518,2.117039,1.478154,0.062284
4.000000,59.359359,4.092630,0.024150,3.717170,0.018975,65.181394,2.123255,1.477048,0.061735
4.000000,59.459459,4.092068,0.023557,3.716529,0.018573,65.341548,2.129572,1.477963,0.061690
4.000000,59.559560,4.095043,0.023018,3.719259,0.018020,65.502109,2.137062,1.480632,0.062265
4.000000,59.659660,4.092962,0.021820,3.717007,0.016846,65.656605,2.142538,1.482519,0.062551
4.000000,59.759760,4.090308,0.020655,3.714182,0.015585,65.799308,2.146122,1.484378,0.062996
4.000000,59.859860,4.091353,0.021645,3.715252,0.016601,65.944280,2.153299,1.483987,0.063459
4.000000,59.959960,4.085839,0.019470,3.709769,0.014721,66.083770,2.159404,1.483637,0.063419
4.000000,60.060060,4.080340,0.020013,3.704251,0.015110,66.232251,2.164442,1.483816,0.063617
4.000000,60.160160,4.077417,0.019709,3.701505,0.014880,66.387180,2.171494,1.481925,0.062997
4.000000,60.260260,4.080833,0.019688,3.704961,0.014857,66.535140,2.177359,1.481694,0.062006
4.000000,60.360360,4.080677,0.019735,3.704832,0.014660,66.681846,2.182659,1.481354,0.062144
4.000000,60.460460,4.089089,0.018023,3.713225,0.013144,66.829182,2.186773,1.481524,0.062329
4.000000,60.560561,4.088925,0.018427,3.712865,0.013731,66.982427,2.194383,1.483808,0.062137
4.000000,60.660661,4.094593,0.017515,3.718291,0.012728,67.132384,2.203888,1.486605,0.061936
4.000000,60.760761,4.091565,0.020518,3.715131,0.015607,67.280386,2.209955,1.488112,0.061926
4.000000,60.860861,4.092172,0.021458,3.716017,0.016516,67.424369,2.214640,1.485065,0.061333
4.000000,60.960961,4.087014,0.022654,3.711312,0.017719,67.576725,2.220451,1.480099,0.060397
4.000000,61.061061,4.086033,0.022361,3.710657,0.017394,67.727050,2.226058,1.476404,0.060256
4.000000,61.161161,4.090179,0.022471,3.714807,0.017598,67.877602,2.233068,1.476184,0.061073
4.000000,61.261261,4.083599,0.022133,3.708163,0.017382,68.024040,2.240059,1.476728,0.061902
4.000000,61.361361,4.088599,0.020297,3.713084,0.015320,68.165859,2.244874,1.477582,0.062127
4.000000,61.461461,4.086608,0.021443,3.711050,0.016581,68.318122,2.251494,1.477998,0.062455
4.000000,61.561562,4.087452,0.020442,3.712125,0.016043,68.468677,2.258735,1.475373,0.062442
4.000000,61.661662,4.084566,0.018589,3.709458,0.014122,68.614350,2.263671,1.472968,0.061977
4.000000,61.761762,4.080355,0.018455,3.705231,0.014188,68.760497,2.268909,1.473182,0.061840
4.000000,61.861862,4.075183,0.020237,3.700020,0.015962,68.903870,2.275686,1.473416,0.062822
4.000000,61.961962,4.069149,0.020231,3.694157,0.016093,69.056482,2.281610,1.471282,0.063557
4.000000,62.062062,4.066934,0.019885,3.692112,0.015714,69.206272,2.286717,1.469365,0.063425
4.000000,62.162162,4.068675,0.020692,3.694090,0.017079,69.359544,2.292564,1.466679,0.063292
4.000000,62.262262,4.075894,0.019540,3.701418,0.016094,69.498670,2.298300,1.465390,0.063419
4.000000,62.362362,4.074318,0.020129,3.699792,0.016983,69.645313,2.302287,1.465943,0.063577
4.000000,62.462462,4.073687,0.020561,3.699323,0.017114,69.791335,2.308035,1.464120,0.063384
4.000000,62.562563,4.076944,0.021642,3.702770,0.017837,69.939872,2.314741,1.462005,0.063067
4.000000,62.662663,4.078380,0.020455,3.704366,0.016516,70.085611,2.322725,1.460181,0.063009
4.000000,62.762763,4.076004,0.020396,3.701805,0.015969,70.230190,2.330694,1.462139,0.063737
4.000000,62.862863,4.074360,0.020637,3.699846,0.016129,70.375557,2.337468,1.465608,0.064419
4.000000,62.962963,4.080017,0.019421,3.705350,0.014281,70.520192,2.342913,1.467458,0.064014
4.000000,63.063063,4.081305,0.020234,3.706716,0.015084,70.664436,2.349178,1.466640,0.063647
4.000000,63.163163,4.083265,0.021729,3.708875,0.016623,70.809259,2.353369,1.464314,0.063843
4.000000,63.263263,4.088694,0.019888,3.714323,0.014944,70.960383,2.360347,1.464035,0.064128
4.000000,63.363363,4.095905,0.017506,3.721614,0.012351,71.103504,2.368236,1.463106,0.064149
4.000000,63.463463,4.091145,0.017990,3.717020,0.012695,71.249872,2.375055,1.461313,0.063638
4.000000,63.563564,4.089695,0.018578,3.715601,0.013227,71.394969,2.383119,1.461103,0.062993
4.000000,63.663664,4.090823,0.018307,3.716594,0.013028,71.531741,2.389660,1.462679,0.062877
4.000000,63.763764,4.084010,0.018122,3.709580,0.012655,71.680628,2.396110,1.464876,0.063391
4.000000,63.863864,4.079861,0.018393,3.705280,0.013084,71.830027,2.401745,1.466490,0.063923
4.000000,63.963964,4.080783,0.016620,3.706238,0.011537,71.973614,2.406238,1.465968,0.064394
4.000000,64.064064,4.080834,0.016502,3.706478,0.011010,72.117861,2.412238,1.463947,0.063706
4.000000,64.164164,4.073841,0.019665,3.699529,0.014825,72.260905,2.419266,1.463682,0.062644
4.000000,64.264264,4.075257,0.019434,3.700960,0.014731,72.417592,2.427660,1.463491,0.062781
4.000000,64.364364,4.076020,0.019130,3.701705,0.014116,72.575523,2.433570,1.463652,0.062934
4.000000,64.464464,4.073272,0.018591,3.698956,0.013721,72.729199,2.439476,1.463604,0.063226
4.000000,64.564565,4.076658,0.018308,3.702251,0.013278,72.867077,2.444001,1.464479,0.063997
4.000000,64.664665,4.079797,0.018630,3.705405,0.013471,73.008944,2.450472,1.464195,0.064437
4.000000,64.764765,4.081944,0.018897,3.707694,0.014063,73.153745,2.457490,1.462705,0.063863
4.000000,64.864865,4.084131,0.019857,3.709933,0.015856,73.299931,2.462953,1.462236,0.063298
4.000000,64.964965,4.091886,0.018782,3.717716,0.014900,73.447530,2.466085,1.461997,0.062921
4.000000,65.065065,4.088278,0.018254,3.713907,0.014277,73.601276,2.471440,1.464328,0.062825
4.000000,65.165165,4.087969,0.018371,3.713514,0.014032,73.748428,2.478275,1.465105,0.063616
4.000000,65.265265,4.089638,0.019731,3.715316,0.015286,73.899415,2.484130,1.463549,0.063790
4.000000,65.365365,4.093130,0.019597,3.718782,0.014820,74.050509,2.491245,1.463837,0.063807
4.000000,65.465465,4.090897,0.021261,3.716450,0.016365,74.190508,2.498625,1.464913,0.064089
4.000000,65.565566,4.084732,0.020109,3.710207,0.015173,74.333795,2.502074,1.465811,0.064105
4.000000,65.665666,4.084035,0.021511,3.709612,0.016453,74.478230,2.509537,1.464811,0.063294
4.000000,65.765766,4.081168,0.021614,3.706871,0.016585,74.622457,2.517556,1.463371,0.063300
4.000000,65.865866,4.081553,0.022960,3.707323,0.018367,74.769480,2.523050,1.462422,0.064089
4.000000,65.965966,4.085581,0.021325,3.711268,0.016803,74.910985,2.530980,1.463353,0.064172
4.000000,66.066066,4.090764,0.018465,3.716307,0.014079,75.062821,2.537384,1.465062,0.063926
4.000000,66.166166,4.088041,0.018388,3.713555,0.014296,75.205753,2.544609,1.465461,0.063680
4.000000,66.266266,4.085355,0.019106,3.710947,0.015149,75.348215,2.550031,1.464592,0.063555
4.000000,66.366366,4.089472,0.017278,3.715072,0.013035,75.491956,2.557294,1.464377,0.064092
4.000000,66.466466,4.087276,0.018746,3.712792,0.014502,75.639657,2.563067,1.465092,0.065150
4.000000,66.566567,4.090111,0.018994,3.715572,0.015291,75.787173,2.571227,1.465580,0.065747
4.000000,66.666667,4.088939,0.016381,3.714322,0.012607,75.929739,2.578963,1.466421,0.066009
4.000000,66.766767,4.089826,0.015891,3.715311,0.012354,76.077366,2.584592,1.465227,0.066099
4.000000,66.866867,4.089022,0.017831,3.714462,0.014187,76.224127,2.589583,1.465826,0.065782
4.000000,66.966967,4.088059,0.017221,3.713181,0.013509,76.371105,2.596617,1.469288,0.066584
4.000000,67.067067,4.091037,0.017199,3.715875,0.013097,76.516342,2.602629,1.472470,0.066830
4.000000,67.167167,4.086798,0.017669,3.711458,0.013920,76.665907,2.607877,1.474670,0.066132
4.000000,67.267267,4.084756,0.017725,3.709402,0.014011,76.823053,2.616114,1.474836,0.066120
4.000000,67.367367,4.080230,0.016480,3.704832,0.013000,76.971548,2.621993,1.475506,0.065441
4.000000,67.467467,4.080378,0.018391,3.705062,0.015115,77.118350,2.626116,1.474761,0.064552
4.000000,67.567568,4.078559,0.018999,3.703269,0.015725,77.261710,2.632678,1.474491,0.064463
4.000000,67.667668,4.078831,0.017697,3.703304,0.015386,77.407690,2.638769,1.477134,0.064805
4.000000,67.767768,4.078074,0.018181,3.702368,0.016399,77.547351,2.644371,1.479126,0.065009
4.000000,67.867868,4.075206,0.017896,3.699434,0.016178,77.700558,2.649989,1.479981,0.064553
4.000000,67.967968,4.072315,0.016263,3.696576,0.014959,77.854077,2.658438,1.479937,0.063081
4.000000,68.068068,4.073337,0.017947,3.697400,0.016589,78.003912,2.666243,1.482549,0.061461
4.000000,68.168168,4.076344,0.019116,3.700212,0.018161,78.156444,2.673277,1.484806,0.061305
4.000000,68.268268,4.070367,0.017975,3.694110,0.017781,78.299669,2.678773,1.486052,0.062147
4.000000,68.368368,4.071838,0.020100,3.695457,0.019844,78.449871,2.685614,1.487418,0.062369
4.000000,68.468468,4.069102,0.019502,3.692543,0.019125,78.603547,2.691966,1.489653,0.061363
4.000000,68.568569,4.061121,0.020102,3.684517,0.019844,78.756199,2.696761,1.490198,0.061228
4.000000,68.668669,4.065092,0.019916,3.688851,0.020138,78.904464,2.702909,1.486082,0.061143
4.000000,68.768769,4.067812,0.019512,3.691659,0.019666,79.048754,2.709946,1.485211,0.060533
4.000000,68.868869,4.064373,0.018334,3.687960,0.018602,79.197187,2.713097,1.488267,0.060143
4.000000,68.968969,4.068455,0.018095,3.691876,0.018444,79.338091,2.719703,1.490151,0.060146
4.000000,69.069069,4.075835,0.017500,3.699155,0.017650,79.490890,2.726320,1.491282,0.060225
4.000000,69.169169,4.079511,0.018304,3.702729,0.018320,79.639253,2.733946,1.492431,0.060242
4.000000,69.269269,4.082107,0.017391,3.705310,0.017450,79.787897,2.740454,1.492577,0.060356
4.000000,69.369369,4.080909,0.015862,3.704331,0.016281,79.935379,2.744771,1.490253,0.059607
4.000000,69.469469,4.079866,0.015994,3.703606,0.016635,80.083498,2.746587,1.486775,0.058930
4.000000,69.569570,4.077440,0.015079,3.701503,0.016066,80.239745,2.751569,1.483061,0.059096
4.000000,69.669670,4.079765,0.016341,3.703933,0.016870,80.387333,2.758406,1.481778,0.059517
4.000000,69.769770,4.075181,0.015457,3.699444,0.015502,80.540641,2.766888,1.480706,0.059406
4.000000,69.869870,4.067654,0.014834,3.692049,0.015199,80.689774,2.771184,1.479319,0.058813
4.000000,69.969970,4.068396,0.015283,3.692756,0.015576,80.845049,2.775854,1.479657,0.059116
4.000000,70.070070,4.070441,0.014814,3.694593,0.016004,80.987933,2.783161,1.481937,0.059595
