reference_pressure_round__bar,time__s,pressure__bar,pressure_std__bar,basket_pressure__bar,basket_pressure_std__bar,mass__g,mass_std__g,mass_flow_rate__g_per_s,mass_flow_rate_std__g_per_s
1.000000,0.000000,0.995300,0.083527,0.710496,0.083181,0.011341,0.021687,0.043713,0.009937
1.000000,0.100100,0.999443,0.080714,0.714730,0.080387,0.025112,0.022055,0.041347,0.009156
1.000000,0.200200,0.995270,0.083236,0.710648,0.082934,0.025609,0.015074,0.038989,0.008394
1.000000,0.300300,0.994652,0.082486,0.710120,0.082203,0.038490,0.020944,0.036641,0.007663
1.000000,0.400400,0.996204,0.080457,0.711762,0.080202,0.035107,0.022973,0.034285,0.006961
1.000000,0.500501,0.995737,0.082950,0.711385,0.082720,0.037664,0.023740,0.031929,0.006294
1.000000,0.600601,0.996988,0.083685,0.712725,0.083480,0.043240,0.020542,0.029572,0.005684
1.000000,0.700701,1.002538,0.082252,0.718364,0.082072,0.041967,0.019978,0.027214,0.005140
1.000000,0.800801,1.003523,0.080137,0.719439,0.079980,0.039335,0.020760,0.024859,0.004703
1.000000,0.900901,0.996613,0.082324,0.712617,0.082187,0.040897,0.018221,0.022504,0.004400
1.000000,1.001001,0.985856,0.083788,0.701949,0.083676,0.037142,0.021054,0.020150,0.004245
1.000000,1.101101,0.989463,0.080657,0.705643,0.080570,0.030000,0.022006,0.017790,0.004261
1.000000,1.201201,0.983824,0.079601,0.700092,0.079532,0.038669,0.025386,0.015433,0.004458
1.000000,1.301301,0.988148,0.079579,0.704504,0.079533,0.034000,0.023041,0.013078,0.004800
1.000000,1.401401,0.986043,0.078506,0.702486,0.078499,0.043399,0.022656,0.010725,0.005267
1.000000,1.501502,0.988533,0.076686,0.705301,0.076726,0.033546,0.023081,0.001930,0.004487
1.000000,1.601602,0.982245,0.080216,0.699216,0.080301,0.033321,0.026050,-0.003631,0.005470
1.000000,1.701702,0.984766,0.080946,0.701803,0.081058,0.036024,0.027234,-0.005429,0.005774
1.000000,1.801802,0.990566,0.079805,0.707635,0.079916,0.046063,0.030210,-0.006308,0.005432
1.000000,1.901902,0.990623,0.078659,0.707609,0.078775,0.046260,0.027423,-0.004029,0.005960
1.000000,2.002002,0.998257,0.078508,0.715294,0.078636,0.043085,0.031322,-0.005448,0.006550
1.000000,2.102102,0.999667,0.078331,0.716706,0.078456,0.052271,0.035102,-0.005500,0.005981
1.000000,2.202202,0.997394,0.077540,0.714387,0.077649,0.049908,0.030519,-0.004222,0.005441
1.000000,2.302302,0.996117,0.079892,0.713102,0.079953,0.049434,0.027060,-0.004043,0.006041
1.000000,2.402402,0.999888,0.077120,0.716896,0.077155,0.046273,0.029377,-0.004661,0.006664
1.000000,2.502503,1.000880,0.076334,0.717802,0.076401,0.037625,0.031743,-0.002254,0.003943
1.000000,2.602603,1.001182,0.077359,0.718064,0.077407,0.027592,0.030551,-0.001163,0.003020
1.000000,2.702703,1.000201,0.075595,0.717104,0.075633,0.023794,0.027718,-0.001711,0.002496
1.000000,2.802803,1.003122,0.077702,0.720063,0.077727,0.031885,0.030223,-0.002789,0.003036
1.000000,2.902903,1.007894,0.071647,0.724771,0.071658,0.039783,0.032776,-0.001034,0.003843
1.000000,3.003003,1.001681,0.073202,0.718453,0.073263,0.011216,0.031107,0.001835,0.003747
1.000000,3.103103,1.005284,0.069388,0.722067,0.069454,0.019341,0.027888,0.001540,0.002578
1.000000,3.203203,1.003214,0.071509,0.720132,0.071545,0.016282,0.028747,-0.002125,0.001798
1.000000,3.303303,1.005761,0.071520,0.722804,0.071545,0.023167,0.026157,-0.005563,0.001759
1.000000,3.403403,1.007125,0.070323,0.724141,0.070327,0.027187,0.026984,-0.004821,0.001037
1.000000,3.503504,1.010780,0.069202,0.727823,0.069200,0.025501,0.028592,-0.005550,0.001865
1.000000,3.603604,1.016236,0.069577,0.733289,0.069606,0.028771,0.028424,-0.005801,0.001547
1.000000,3.703704,1.017509,0.070715,0.734587,0.070735,0.029740,0.026820,-0.006512,0.002168
1.000000,3.803804,1.015208,0.070626,0.732263,0.070638,0.027028,0.027357,-0.005872,0.002697
1.000000,3.903904,1.018975,0.069904,0.735903,0.069922,0.025453,0.026829,-0.002402,0.002655
1.000000,4.004004,1.012639,0.073457,0.729444,0.073415,0.028848,0.024799,0.000934,0.002380
1.000000,4.104104,1.020778,0.069546,0.737460,0.069494,0.033208,0.026389,0.004308,0.002330
1.000000,4.204204,1.018369,0.071450,0.735061,0.071439,0.030632,0.025106,0.004030,0.002307
1.000000,4.304304,1.011769,0.071556,0.728495,0.071562,0.030891,0.031329,0.003068,0.004387
1.000000,4.404404,1.022063,0.073313,0.738592,0.073314,0.040172,0.031756,0.008420,0.003364
1.000000,4.504505,1.015568,0.074545,0.731995,0.074449,0.038194,0.030048,0.011162,0.003227
1.000000,4.604605,1.020750,0.077547,0.737166,0.077409,0.039770,0.029151,0.011443,0.004072
1.000000,4.704705,1.034910,0.073135,0.751410,0.073113,0.031026,0.030381,0.009202,0.003438
1.000000,4.804805,1.037234,0.073545,0.753905,0.073607,0.030121,0.031144,0.004576,0.004715
1.000000,4.904905,1.022673,0.075637,0.739407,0.075647,0.030435,0.030805,0.002837,0.005196
1.000000,5.005005,1.040474,0.075076,0.757244,0.075052,0.034127,0.030764,0.001876,0.005563
1.000000,5.105105,1.039256,0.077133,0.756019,0.077100,0.033574,0.029382,0.002030,0.006203
1.000000,5.205205,1.035577,0.075090,0.752307,0.075057,0.027595,0.026370,0.002918,0.006822
1.000000,5.305305,1.049134,0.073406,0.765860,0.073365,0.034693,0.026943,0.003026,0.005893
1.000000,5.405405,1.039618,0.076398,0.756399,0.076329,0.034301,0.027738,0.001579,0.003522
1.000000,5.505506,1.039212,0.077039,0.756053,0.077021,0.035811,0.027451,-0.000029,0.001673
1.000000,5.605606,1.034880,0.081575,0.751684,0.081556,0.039777,0.024636,0.000968,0.003314
1.000000,5.705706,1.027016,0.079017,0.743712,0.078959,0.038757,0.019660,0.003843,0.006283
1.000000,5.805806,1.033599,0.080608,0.750303,0.080564,0.051417,0.019116,0.003603,0.007647
1.000000,5.905906,1.037704,0.081794,0.754452,0.081749,0.047275,0.024076,0.002406,0.006665
1.000000,6.006006,1.037578,0.082074,0.754384,0.082060,0.049417,0.025951,0.000889,0.005776
1.000000,6.106106,1.041222,0.079148,0.757948,0.079131,0.051518,0.026553,0.003028,0.006458
1.000000,6.206206,1.041236,0.082986,0.757837,0.082938,0.041367,0.027365,0.006431,0.006111
1.000000,6.306306,1.045980,0.082795,0.762577,0.082750,0.036139,0.026164,0.006563,0.005437
1.000000,6.406406,1.041913,0.084332,0.758547,0.084287,0.032285,0.023420,0.005558,0.005526
1.000000,6.506507,1.042095,0.083723,0.758752,0.083654,0.033449,0.025969,0.004936,0.005178
1.000000,6.606607,1.042864,0.083669,0.759441,0.083599,0.037217,0.027628,0.007111,0.004126
1.000000,6.706707,1.055190,0.088076,0.771750,0.088056,0.037237,0.026993,0.007603,0.003667
1.000000,6.806807,1.056273,0.084059,0.772910,0.084074,0.033108,0.026943,0.005502,0.003506
1.000000,6.906907,1.046926,0.088936,0.763546,0.088957,0.031326,0.028104,0.005961,0.004292
1.000000,7.007007,1.063495,0.084860,0.780071,0.084878,0.031858,0.023939,0.007149,0.004307
1.000000,7.107107,1.059603,0.090555,0.776172,0.090538,0.039100,0.022136,0.007355,0.001857
1.000000,7.207207,1.054082,0.089064,0.770773,0.089026,0.045506,0.023458,0.004056,0.001248
1.000000,7.307307,1.057755,0.089141,0.774493,0.089103,0.047801,0.019386,0.002765,0.001726
1.000000,7.407407,1.053614,0.092247,0.770313,0.092233,0.044824,0.019312,0.003838,0.003018
1.000000,7.507508,1.052566,0.095222,0.769300,0.095198,0.040274,0.019271,0.002855,0.004121
1.000000,7.607608,1.054585,0.093926,0.771283,0.093858,0.048545,0.016835,0.003776,0.005894
1.000000,7.707708,1.054594,0.093058,0.771214,0.092964,0.050534,0.018778,0.005881,0.006773
1.000000,7.807808,1.056962,0.091355,0.773506,0.091310,0.048933,0.017031,0.008010,0.004540
1.000000,7.907908,1.059752,0.092104,0.776252,0.092090,0.048580,0.018016,0.009202,0.003173
1.000000,8.008008,1.056177,0.093987,0.772728,0.093955,0.049140,0.019177,0.007821,0.003769
1.000000,8.108108,1.053589,0.094950,0.770180,0.094917,0.053948,0.020093,0.006729,0.004096
1.000000,8.208208,1.060392,0.092814,0.776966,0.092771,0.052320,0.020096,0.007195,0.004620
1.000000,8.308308,1.056256,0.092568,0.772795,0.092489,0.050154,0.018403,0.008099,0.005289
1.000000,8.408408,1.044144,0.096257,0.760678,0.096182,0.055506,0.013138,0.008233,0.005620
1.000000,8.508509,1.044723,0.094307,0.761415,0.094263,0.062588,0.016783,0.003980,0.005817
1.000000,8.608609,1.049183,0.093322,0.765986,0.093319,0.059001,0.022724,0.000970,0.005217
1.000000,8.708709,1.044345,0.095655,0.761134,0.095655,0.056590,0.018249,0.001344,0.004282
1.000000,8.808809,1.049105,0.094126,0.765872,0.094122,0.059032,0.019475,0.001956,0.003995
1.000000,8.908909,1.049299,0.095374,0.766027,0.095358,0.060620,0.018479,0.002992,0.004537
1.000000,9.009009,1.044844,0.097062,0.761635,0.097044,0.058373,0.017704,0.001292,0.005230
1.000000,9.109109,1.039261,0.095015,0.756112,0.095006,0.056391,0.018611,-0.000348,0.005169
1.000000,9.209209,1.047534,0.093997,0.764351,0.094005,0.055948,0.018658,0.000559,0.005909
1.000000,9.309309,1.047445,0.096336,0.764220,0.096366,0.059532,0.016895,0.001686,0.006706
1.000000,9.409409,1.049727,0.095494,0.766475,0.095563,0.059933,0.017125,0.002428,0.006224
1.000000,9.509510,1.047831,0.094249,0.764577,0.094348,0.056538,0.017568,0.002510,0.006215
1.000000,9.609610,1.044586,0.093641,0.761312,0.093760,0.057739,0.017742,0.003017,0.006727
1.000000,9.709710,1.056491,0.091542,0.773136,0.091652,0.054426,0.017960,0.005227,0.006367
1.000000,9.809810,1.045112,0.091373,0.761776,0.091468,0.057458,0.019131,0.004730,0.006365
1.000000,9.909910,1.052782,0.090246,0.769635,0.090309,0.053253,0.017151,-0.000413,0.005803
1.000000,10.010010,1.058506,0.088442,0.775445,0.088464,0.041260,0.013194,-0.002726,0.004515
1.000000,10.110110,1.053663,0.091154,0.770463,0.091186,0.049633,0.015744,0.001063,0.004893
1.000000,10.210210,1.050197,0.092253,0.766881,0.092261,0.052077,0.021533,0.004172,0.005786
1.000000,10.310310,1.052472,0.092896,0.769108,0.092904,0.052702,0.023969,0.005489,0.005466
1.000000,10.410410,1.048162,0.090879,0.764781,0.090900,0.049784,0.027223,0.005940,0.005938
1.000000,10.510511,1.038712,0.093409,0.755277,0.093424,0.047984,0.027769,0.007351,0.007661
1.000000,10.610611,1.043221,0.096153,0.759722,0.096146,0.050452,0.027251,0.009104,0.007929
1.000000,10.710711,1.044963,0.093380,0.761490,0.093365,0.053535,0.029301,0.008405,0.007355
1.000000,10.810811,1.038965,0.091007,0.755528,0.090985,0.054857,0.026885,0.007439,0.006784
1.000000,10.910911,1.040731,0.093014,0.757295,0.092981,0.058654,0.025563,0.007427,0.006653
1.000000,11.011011,1.040344,0.091608,0.756924,0.091563,0.060170,0.029884,0.006962,0.008096
1.000000,11.111111,1.043449,0.093072,0.760041,0.093059,0.065704,0.035526,0.006603,0.008676
1.000000,11.211211,1.047526,0.089267,0.764158,0.089246,0.068311,0.032522,0.005516,0.008278
1.000000,11.311311,1.046827,0.088354,0.763376,0.088271,0.065793,0.031221,0.007765,0.008798
1.000000,11.411411,1.050979,0.091253,0.767251,0.091158,0.051392,0.030065,0.015200,0.009786
1.000000,11.511512,1.043186,0.091449,0.759452,0.091424,0.056530,0.032686,0.015357,0.009256
1.000000,11.611612,1.042584,0.089034,0.759055,0.089039,0.066418,0.034169,0.009902,0.008203
1.000000,11.711712,1.053080,0.089599,0.769621,0.089600,0.074835,0.035093,0.008013,0.006962
1.000000,11.811812,1.059565,0.081758,0.776086,0.081715,0.077770,0.032194,0.008620,0.005053
1.000000,11.911912,1.056375,0.085051,0.772886,0.085006,0.077074,0.031755,0.008910,0.003943
1.000000,12.012012,1.054827,0.085316,0.771400,0.085305,0.082096,0.035051,0.007185,0.005929
1.000000,12.112112,1.054213,0.085504,0.770863,0.085515,0.083790,0.035823,0.005020,0.008777
1.000000,12.212212,1.050423,0.086620,0.767091,0.086612,0.082003,0.035973,0.004515,0.009448
1.000000,12.312312,1.052568,0.088124,0.769217,0.088092,0.082066,0.033344,0.005046,0.008943
1.000000,12.412412,1.046795,0.084387,0.763384,0.084294,0.078384,0.037262,0.006657,0.009161
1.000000,12.512513,1.057109,0.084656,0.773658,0.084487,0.077797,0.041460,0.007727,0.009233
1.000000,12.612613,1.052872,0.083314,0.769491,0.083174,0.074056,0.036988,0.005908,0.008085
1.000000,12.712713,1.061903,0.086046,0.778492,0.085951,0.070649,0.035821,0.006744,0.006358
1.000000,12.812813,1.061663,0.081215,0.778082,0.081137,0.087121,0.038470,0.011325,0.007381
1.000000,12.912913,1.067660,0.084946,0.783998,0.084909,0.095838,0.038467,0.013472,0.008072
1.000000,13.013013,1.049448,0.082532,0.765890,0.082528,0.084962,0.038597,0.010669,0.007680
1.000000,13.113113,1.056379,0.083594,0.772985,0.083616,0.075491,0.039008,0.006257,0.007852
1.000000,13.213213,1.052762,0.086255,0.769530,0.086263,0.076813,0.039998,0.001844,0.007556
1.000000,13.313313,1.055184,0.090625,0.771987,0.090633,0.076462,0.037795,0.000925,0.006576
1.000000,13.413413,1.060192,0.087329,0.777018,0.087372,0.073378,0.037075,0.000312,0.005422
1.000000,13.513514,1.057020,0.083991,0.773861,0.084035,0.067597,0.041778,-0.000077,0.005098
1.000000,13.613614,1.057544,0.083293,0.774231,0.083329,0.066230,0.044630,0.004083,0.007122
1.000000,13.713714,1.064810,0.084046,0.781347,0.084141,0.069193,0.041148,0.008014,0.010599
1.000000,13.813814,1.055743,0.087705,0.772254,0.087863,0.074105,0.040244,0.008686,0.011334
1.000000,13.913914,1.056463,0.087762,0.772953,0.087870,0.085073,0.042458,0.009330,0.009603
1.000000,14.014014,1.070840,0.083788,0.787253,0.083854,0.085668,0.043957,0.011440,0.008686
1.000000,14.114114,1.059742,0.087705,0.776070,0.087797,0.083490,0.043466,0.013685,0.009686
1.000000,14.214214,1.066719,0.081190,0.783176,0.081299,0.091010,0.043287,0.010225,0.009773
1.000000,14.314314,1.068426,0.081709,0.785100,0.081783,0.092013,0.047552,0.004382,0.008749
1.000000,14.414414,1.076385,0.085018,0.793036,0.085019,0.094582,0.045736,0.005058,0.007374
1.000000,14.514515,1.071830,0.081543,0.788384,0.081524,0.091516,0.050557,0.007679,0.006608
1.000000,14.614615,1.063726,0.084135,0.780244,0.084117,0.086544,0.053321,0.008662,0.007285
1.000000,14.714715,1.070633,0.083530,0.787045,0.083533,0.078138,0.051010,0.011456,0.009184
1.000000,14.814815,1.068545,0.084477,0.784770,0.084491,0.081581,0.045271,0.016421,0.010900
1.000000,14.914915,1.062977,0.083752,0.779116,0.083759,0.079652,0.047257,0.018737,0.010254
1.000000,15.015015,1.062749,0.083835,0.778936,0.083823,0.086768,0.050628,0.017468,0.009785
1.000000,15.115115,1.066427,0.082175,0.782654,0.082193,0.102985,0.060840,0.016356,0.010514
1.000000,15.215215,1.065471,0.083742,0.781655,0.083749,0.107087,0.063713,0.017450,0.012469
1.000000,15.315315,1.066805,0.085710,0.782934,0.085734,0.103209,0.060454,0.018824,0.013996
1.000000,15.415415,1.062129,0.084849,0.778263,0.084871,0.106932,0.060131,0.018756,0.012969
1.000000,15.515516,1.081365,0.078117,0.797507,0.078134,0.111214,0.061753,0.018536,0.012913
1.000000,15.615616,1.069207,0.084079,0.785464,0.084075,0.112115,0.060057,0.015429,0.013811
1.000000,15.715716,1.070114,0.093983,0.786428,0.093975,0.104379,0.060601,0.013961,0.012540
1.000000,15.815816,1.066578,0.086080,0.782804,0.086095,0.104790,0.060062,0.016357,0.011848
1.000000,15.915916,1.077152,0.086555,0.793364,0.086545,0.104534,0.057226,0.016750,0.010499
1.000000,16.016016,1.067640,0.085298,0.783791,0.085291,0.099679,0.056708,0.018436,0.009337
1.000000,16.116116,1.081133,0.084309,0.797111,0.084336,0.103333,0.060635,0.023032,0.010526
1.000000,16.216216,1.076101,0.089056,0.792002,0.089069,0.116922,0.066177,0.025006,0.012386
1.000000,16.316316,1.068557,0.087504,0.784444,0.087499,0.127327,0.067617,0.025333,0.013090
1.000000,16.416416,1.065643,0.088420,0.781479,0.088412,0.120803,0.068518,0.026699,0.012980
1.000000,16.516517,1.059444,0.089069,0.775327,0.089000,0.113710,0.070249,0.025525,0.011117
1.000000,16.616617,1.060002,0.086291,0.775983,0.086150,0.116169,0.071091,0.022990,0.009375
1.000000,16.716717,1.062176,0.086983,0.778106,0.086828,0.128184,0.077932,0.024271,0.010937
1.000000,16.816817,1.052721,0.089466,0.768596,0.089351,0.139669,0.080665,0.025680,0.012886
1.000000,16.916917,1.070535,0.088905,0.786539,0.088807,0.139523,0.076212,0.022237,0.012978
1.000000,17.017017,1.070022,0.083229,0.786167,0.083146,0.135871,0.081421,0.018409,0.013638
1.000000,17.117117,1.051621,0.087075,0.767648,0.087046,0.126977,0.082480,0.021509,0.015128
1.000000,17.217217,1.058389,0.094387,0.774243,0.094380,0.137291,0.080277,0.026117,0.014921
1.000000,17.317317,1.060819,0.089966,0.776580,0.089955,0.142885,0.079397,0.028600,0.014941
1.000000,17.417417,1.061757,0.088186,0.777382,0.088164,0.139606,0.075950,0.032149,0.015889
1.000000,17.517518,1.061792,0.091669,0.777358,0.091678,0.144784,0.077108,0.033619,0.017352
1.000000,17.617618,1.067741,0.088012,0.783369,0.087974,0.151793,0.080200,0.032008,0.016945
1.000000,17.717718,1.069814,0.088936,0.785499,0.088924,0.152493,0.081935,0.030599,0.015439
1.000000,17.817818,1.065079,0.090943,0.780747,0.090916,0.155150,0.079757,0.031009,0.015781
1.000000,17.917918,1.064467,0.090202,0.780078,0.090182,0.165834,0.079925,0.032411,0.017554
1.000000,18.018018,1.058423,0.092297,0.773972,0.092290,0.171849,0.078347,0.034033,0.017878
1.000000,18.118118,1.058984,0.087638,0.774514,0.087673,0.172082,0.076660,0.034619,0.016499
1.000000,18.218218,1.050171,0.091034,0.765697,0.091091,0.179411,0.086339,0.034789,0.015711
1.000000,18.318318,1.056888,0.091144,0.772364,0.091213,0.179448,0.090229,0.036108,0.015443
1.000000,18.418418,1.060297,0.088819,0.775716,0.088866,0.167603,0.087778,0.037595,0.015817
1.000000,18.518519,1.066866,0.090885,0.782178,0.090936,0.163311,0.090260,0.040288,0.017876
1.000000,18.618619,1.058324,0.094805,0.773426,0.094830,0.177965,0.091826,0.045651,0.019655
1.000000,18.718719,1.069191,0.090482,0.784204,0.090413,0.182703,0.087674,0.048019,0.018981
1.000000,18.818819,1.065106,0.088095,0.780028,0.088046,0.192706,0.090302,0.050441,0.018186
1.000000,18.918919,1.063044,0.093745,0.777876,0.093763,0.197690,0.095763,0.052731,0.018784
1.000000,19.019019,1.069952,0.093193,0.784798,0.093237,0.200083,0.100294,0.052338,0.019395
1.000000,19.119119,1.057822,0.094768,0.772653,0.094733,0.206802,0.101556,0.052777,0.018732
1.000000,19.219219,1.052508,0.094239,0.767312,0.094212,0.215701,0.101485,0.053528,0.017915
1.000000,19.319319,1.056228,0.092791,0.771086,0.092898,0.212051,0.100135,0.052096,0.018166
1.000000,19.419419,1.060418,0.087288,0.775301,0.087475,0.210199,0.099857,0.051391,0.018969
1.000000,19.519520,1.055652,0.089951,0.770390,0.090109,0.217572,0.097049,0.055128,0.019753
1.000000,19.619620,1.062583,0.094345,0.777269,0.094499,0.228180,0.096288,0.056626,0.017238
1.000000,19.719720,1.057339,0.088067,0.771956,0.088251,0.243004,0.102835,0.058625,0.013247
1.000000,19.819820,1.049632,0.090946,0.764014,0.091165,0.246108,0.102387,0.064723,0.012249
1.000000,19.919920,1.054679,0.085352,0.768903,0.085556,0.247350,0.105236,0.068736,0.013266
1.000000,20.020020,1.059502,0.086309,0.773754,0.086462,0.249446,0.109233,0.067987,0.013605
1.000000,20.120120,1.060100,0.083954,0.774322,0.084146,0.278637,0.114291,0.068768,0.013271
1.000000,20.220220,1.055164,0.088987,0.769331,0.089259,0.280804,0.114923,0.070163,0.013991
1.000000,20.320320,1.055584,0.086607,0.769842,0.086886,0.293589,0.116972,0.067814,0.014154
1.000000,20.420420,1.040398,0.084936,0.754734,0.085132,0.296800,0.120856,0.065859,0.013406
1.000000,20.520521,1.045113,0.084804,0.759399,0.084937,0.304078,0.122597,0.067175,0.012422
1.000000,20.620621,1.049870,0.084172,0.764094,0.084263,0.306692,0.121800,0.068778,0.012087
1.000000,20.720721,1.047481,0.081278,0.761756,0.081342,0.311954,0.124050,0.067491,0.011365
1.000000,20.820821,1.046928,0.078307,0.761209,0.078395,0.311956,0.126263,0.067396,0.010625
1.000000,20.920921,1.048218,0.077692,0.762332,0.077758,0.326733,0.127386,0.071671,0.010593
1.000000,21.021021,1.043439,0.077504,0.757401,0.077516,0.337624,0.125539,0.075506,0.010985
1.000000,21.121121,1.056212,0.082059,0.770204,0.082034,0.342978,0.119645,0.074770,0.010153
1.000000,21.221221,1.050513,0.080114,0.764467,0.080067,0.357398,0.114309,0.075761,0.010105
1.000000,21.321321,1.035847,0.081112,0.749675,0.081106,0.365273,0.111210,0.078946,0.009992
1.000000,21.421421,1.039417,0.085362,0.753143,0.085396,0.364264,0.113014,0.081554,0.009120
1.000000,21.521522,1.051810,0.084654,0.765500,0.084671,0.371958,0.114763,0.082460,0.008994
1.000000,21.621622,1.049708,0.088286,0.763558,0.088317,0.387422,0.110633,0.078423,0.008769
1.000000,21.721722,1.047072,0.085568,0.761026,0.085607,0.394524,0.111583,0.075760,0.009727
1.000000,21.821822,1.047891,0.083478,0.761782,0.083452,0.389362,0.114721,0.077319,0.010870
1.000000,21.921922,1.047841,0.088074,0.761623,0.088051,0.391061,0.117046,0.080094,0.010938
1.000000,22.022022,1.048030,0.090311,0.761757,0.090337,0.406589,0.122036,0.081523,0.009369
1.000000,22.122122,1.054038,0.085267,0.767666,0.085333,0.414897,0.125665,0.084067,0.007683
1.000000,22.222222,1.053608,0.087709,0.767120,0.087793,0.404098,0.119201,0.087003,0.008061
1.000000,22.322322,1.050705,0.088093,0.764245,0.088157,0.409125,0.115310,0.086283,0.008150
1.000000,22.422422,1.048273,0.084777,0.761904,0.084856,0.435308,0.122802,0.084015,0.007650
1.000000,22.522523,1.048063,0.085904,0.761582,0.085968,0.448453,0.120199,0.086828,0.008420
1.000000,22.622623,1.050993,0.085454,0.764488,0.085456,0.456454,0.122491,0.087342,0.010431
1.000000,22.722723,1.047320,0.085595,0.760886,0.085585,0.473490,0.122298,0.085537,0.011023
1.000000,22.822823,1.040461,0.085111,0.753951,0.085106,0.477594,0.126123,0.087476,0.010459
1.000000,22.922923,1.051230,0.087997,0.764744,0.088039,0.493748,0.130211,0.086876,0.010638
1.000000,23.023023,1.066371,0.083912,0.779881,0.083923,0.512662,0.140746,0.086887,0.012703
1.000000,23.123123,1.042318,0.086876,0.755728,0.086856,0.502178,0.135018,0.089349,0.014161
1.000000,23.223223,1.044296,0.088378,0.757553,0.088391,0.512900,0.137686,0.093181,0.013978
1.000000,23.323323,1.058739,0.086113,0.771732,0.086131,0.526287,0.136538,0.099850,0.012139
1.000000,23.423423,1.054164,0.087803,0.767016,0.087829,0.538666,0.134308,0.103432,0.010133
1.000000,23.523524,1.046994,0.087979,0.759881,0.088010,0.544955,0.128683,0.102581,0.010266
1.000000,23.623624,1.040703,0.084561,0.753440,0.084607,0.560711,0.127571,0.106297,0.010539
1.000000,23.723724,1.045572,0.089529,0.758191,0.089628,0.566491,0.128816,0.109166,0.011293
1.000000,23.823824,1.055378,0.088019,0.768242,0.088062,0.570610,0.131012,0.103117,0.010416
1.000000,23.923924,1.061857,0.087087,0.774912,0.087091,0.581466,0.126376,0.098373,0.010312
1.000000,24.024024,1.058358,0.089217,0.771327,0.089274,0.602199,0.130939,0.100520,0.011027
1.000000,24.124124,1.054396,0.086910,0.767335,0.086884,0.603477,0.136230,0.101319,0.009508
1.000000,24.224224,1.057608,0.087024,0.770546,0.086920,0.615400,0.137778,0.101357,0.008848
1.000000,24.324324,1.050702,0.091890,0.763468,0.091732,0.621239,0.139474,0.105594,0.009222
1.000000,24.424424,1.063800,0.089434,0.776637,0.089325,0.620008,0.141733,0.103881,0.008233
1.000000,24.524525,1.052954,0.089053,0.765818,0.089006,0.643844,0.143882,0.103212,0.008211
1.000000,24.624625,1.049002,0.090116,0.761865,0.090068,0.656478,0.144737,0.103257,0.007749
1.000000,24.724725,1.051944,0.089238,0.764906,0.089212,0.668147,0.148292,0.100813,0.006193
1.000000,24.824825,1.043827,0.092177,0.756825,0.092191,0.691161,0.141049,0.099930,0.006070
1.000000,24.924925,1.044978,0.091307,0.757925,0.091386,0.705560,0.134333,0.101147,0.008130
1.000000,25.025025,1.058427,0.094148,0.771273,0.094227,0.711814,0.133287,0.103595,0.010295
1.000000,25.125125,1.059815,0.089787,0.772606,0.089792,0.723198,0.136882,0.104951,0.010202
1.000000,25.225225,1.063314,0.086551,0.776046,0.086572,0.720885,0.138079,0.106438,0.009295
1.000000,25.325325,1.058008,0.087523,0.770697,0.087504,0.722132,0.140911,0.107465,0.010484
1.000000,25.425425,1.056254,0.095971,0.768913,0.095910,0.734026,0.148297,0.108158,0.012188
1.000000,25.525526,1.046837,0.091050,0.759481,0.090966,0.754487,0.149363,0.108550,0.011384
1.000000,25.625626,1.060406,0.093406,0.773059,0.093323,0.763328,0.142523,0.108370,0.009945
1.000000,25.725726,1.060664,0.088840,0.773383,0.088724,0.777709,0.141647,0.106745,0.010481
1.000000,25.825826,1.057413,0.094152,0.769962,0.093996,0.806082,0.141607,0.110924,0.011212
1.000000,25.925926,1.059576,0.090529,0.772064,0.090399,0.805094,0.137991,0.112439,0.010540
1.000000,26.026026,1.062063,0.090143,0.774701,0.090004,0.807025,0.139772,0.108797,0.008181
1.000000,26.126126,1.058295,0.090808,0.771010,0.090655,0.807613,0.143971,0.106941,0.005837
1.000000,26.226226,1.067073,0.090853,0.779888,0.090692,0.817506,0.149423,0.104468,0.006492
1.000000,26.326326,1.065599,0.086423,0.778380,0.086279,0.827889,0.152040,0.105258,0.008547
1.000000,26.426426,1.060075,0.089539,0.772758,0.089455,0.843900,0.155016,0.107675,0.009041
1.000000,26.526527,1.064524,0.089903,0.777185,0.089836,0.863122,0.156535,0.108214,0.009475
1.000000,26.626627,1.058880,0.089266,0.771415,0.089207,0.874454,0.155441,0.111313,0.009302
1.000000,26.726727,1.064379,0.088997,0.776681,0.089023,0.879828,0.154682,0.117070,0.008911
1.000000,26.826827,1.061095,0.088468,0.773518,0.088552,0.896991,0.157153,0.114098,0.008770
1.000000,26.926927,1.071504,0.092769,0.784211,0.092829,0.915088,0.160453,0.107094,0.008274
1.000000,27.027027,1.065851,0.091499,0.778553,0.091513,0.920987,0.158523,0.107252,0.006776
1.000000,27.127127,1.070558,0.087106,0.783183,0.087091,0.927054,0.155526,0.109150,0.007696
1.000000,27.227227,1.060668,0.091237,0.773352,0.091262,0.929375,0.157274,0.107601,0.010042
1.000000,27.327327,1.061687,0.093793,0.774250,0.093863,0.954491,0.159525,0.110565,0.011148
1.000000,27.427427,1.080449,0.091899,0.792828,0.091910,0.962700,0.154443,0.115157,0.009853
1.000000,27.527528,1.066342,0.089671,0.778623,0.089603,0.969615,0.152953,0.117565,0.009177
1.000000,27.627628,1.063740,0.091299,0.775919,0.091219,0.975152,0.152913,0.120045,0.009733
