ground_coffee,total_CQA_mg_per_10ml,total_CQA_RSD_pct,caffeine_mg_per_10ml,caffeine_RSD_pct,trigonelline_mg_per_10ml,trigonelline_RSD_pct,nicotinic_acid_mg_per_10ml,nicotinic_acid_RSD_pct
1 g,37.17,0.1,16.24,7.0,8.55,9.9,0.36,2.6
