exp,rep,doe_role,target_flow_ml_s,scale_flow_ml_s,grind_level,target_temp_C,decent_temp_C,pressure_max_bar,component,brew_ratio,mass_in_cup,mass_units,conc_in_cup
6.0,2.0,DoE Axis Point,2.0,1.90649,1.7,98.0,96.78679,3.15,TDS,1/1,3.09109,g,0.15455449999999998
6.0,2.0,DoE Axis Point,2.0,1.90649,1.7,98.0,96.78679,3.15,TDS,1/2,4.07982,g,0.10199549999999999
6.0,2.0,DoE Axis Point,2.0,1.90649,1.7,98.0,96.78679,3.15,TDS,1/3,4.39608,g,0.07326800000000001
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,trigonelline,1/1,79.51585,mg,3.9757925
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,trigonelline,1/2,100.15391,mg,2.50384775
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,trigonelline,1/3,105.51045,mg,1.7585075000000001
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,caffeine,1/1,134.75538,mg,6.737769
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,caffeine,1/2,187.91331,mg,4.69783275
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,caffeine,1/3,208.8829,mg,3.4813816666666666
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,5-CQA,1/1,89.84538,mg,4.492269
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,5-CQA,1/2,122.50042,mg,3.0625105
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,5-CQA,1/3,134.36916,mg,2.239486
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,TDS,1/1,3.10093,g,0.1550465
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,TDS,1/2,4.01515,g,0.10037875
6.0,3.0,DoE Axis Point,2.0,1.87268,1.7,98.0,96.91491,2.9,TDS,1/3,4.28469,g,0.0714115
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,trigonelline,1/1,76.63111,mg,3.8315555000000003
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,trigonelline,1/2,98.55726,mg,2.4639315
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,trigonelline,1/3,104.83091,mg,1.7471818333333333
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,caffeine,1/1,128.07358,mg,6.4036789999999995
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,caffeine,1/2,180.86068,mg,4.521517
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,caffeine,1/3,202.61753,mg,3.376958833333333
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,5-CQA,1/1,88.20507,mg,4.4102535000000005
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,5-CQA,1/2,121.53895,mg,3.03847375
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,5-CQA,1/3,134.13627,mg,2.2356045
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,TDS,1/1,2.95542,g,0.147771
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,TDS,1/2,3.8961,g,0.0974025
7.0,1.0,DoE Central Point,2.0,1.98645,1.7,89.0,87.86077,3.25,TDS,1/3,4.19551,g,0.06992516666666666
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,trigonelline,1/1,75.66406,mg,3.7832030000000003
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,trigonelline,1/2,98.11226,mg,2.4528065000000003
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,trigonelline,1/3,104.77224,mg,1.7462039999999999
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,caffeine,1/1,128.03055,mg,6.4015275
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,caffeine,1/2,183.66889,mg,4.59172225
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,caffeine,1/3,207.84768,mg,3.464128
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,5-CQA,1/1,87.38767,mg,4.3693835
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,5-CQA,1/2,121.73156,mg,3.043289
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,5-CQA,1/3,135.22893,mg,2.2538155
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,TDS,1/1,2.8954,g,0.14477
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,TDS,1/2,3.88772,g,0.097193
7.0,2.0,DoE Central Point,2.0,1.85036,1.7,89.0,87.60414,3.2,TDS,1/3,4.22781,g,0.0704635
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,trigonelline,1/1,77.8545,mg,3.892725
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,trigonelline,1/2,101.36554,mg,2.5341385
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,trigonelline,1/3,108.46557,mg,1.8077595
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,caffeine,1/1,128.02785,mg,6.4013925
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,caffeine,1/2,183.36461,mg,4.58411525
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,caffeine,1/3,207.2825,mg,3.4547083333333335
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,5-CQA,1/1,90.67552,mg,4.5337760000000005
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,5-CQA,1/2,126.29961,mg,3.15749025
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,5-CQA,1/3,140.29539,mg,2.3382565
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,TDS,1/1,2.95016,g,0.147508
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,TDS,1/2,3.91246,g,0.0978115
7.0,3.0,DoE Central Point,2.0,1.885,1.7,89.0,88.22282,3.05,TDS,1/3,4.22634,g,0.070439
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,trigonelline,1/1,74.95898,mg,3.7479489999999998
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,trigonelline,1/2,97.14234,mg,2.4285585000000003
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,trigonelline,1/3,103.70728,mg,1.7284546666666667
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,caffeine,1/1,128.8873,mg,6.444365
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,caffeine,1/2,183.07486,mg,4.5768715
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,caffeine,1/3,205.85672,mg,3.4309453333333333
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,5-CQA,1/1,84.05848,mg,4.202924
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,5-CQA,1/2,116.57956,mg,2.914489
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,5-CQA,1/3,129.16153,mg,2.1526921666666667
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,TDS,1/1,2.93717,g,0.1468585
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,TDS,1/2,3.85681,g,0.09642025
7.0,4.0,DoE Central Point,2.0,1.91416,1.7,89.0,88.48127,3.27,TDS,1/3,4.14475,g,0.06907916666666666
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,trigonelline,1/1,77.14586,mg,3.857293
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,trigonelline,1/2,98.68153,mg,2.46703825
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,trigonelline,1/3,104.69332,mg,1.7448886666666668
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,caffeine,1/1,131.58555,mg,6.579277500000001
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,caffeine,1/2,185.96289,mg,4.64907225
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,caffeine,1/3,208.43417,mg,3.4739028333333333
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,5-CQA,1/1,85.70693,mg,4.2853465
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,5-CQA,1/2,117.82219,mg,2.9455547500000003
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,5-CQA,1/3,129.8561,mg,2.1642683333333332
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,TDS,1/1,2.97797,g,0.1488985
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,TDS,1/2,3.88073,g,0.09701825
7.0,5.0,DoE Central Point,2.0,1.90884,1.7,89.0,88.63043,4.48,TDS,1/3,4.1544,g,0.06924
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,trigonelline,1/1,73.19268,mg,3.6596339999999996
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,trigonelline,1/2,95.79924,mg,2.394981
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,trigonelline,1/3,102.78158,mg,1.7130263333333333
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,caffeine,1/1,129.63765,mg,6.4818825
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,caffeine,1/2,185.99415,mg,4.64985375
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,caffeine,1/3,210.49363,mg,3.5082271666666665
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,5-CQA,1/1,82.90597,mg,4.1452985
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,5-CQA,1/2,116.25601,mg,2.90640025
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,5-CQA,1/3,129.67151,mg,2.1611918333333335
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,TDS,1/1,2.82794,g,0.141397
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,TDS,1/2,3.82338,g,0.09558449999999999
7.0,6.0,DoE Central Point,2.0,1.86165,1.7,89.0,88.74814,3.2,TDS,1/3,4.17378,g,0.069563
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,trigonelline,1/1,78.08299,mg,3.9041495
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,trigonelline,1/2,93.70635,mg,2.34265875
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,trigonelline,1/3,96.83238,mg,1.6138730000000001
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,caffeine,1/1,134.28918,mg,6.714459
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,caffeine,1/2,179.47734,mg,4.4869335
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,caffeine,1/3,194.6831,mg,3.244718333333333
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,5-CQA,1/1,87.24184,mg,4.362092
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,5-CQA,1/2,113.54382,mg,2.8385955
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,5-CQA,1/3,121.47344,mg,2.024557333333333
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,TDS,1/1,3.32126,g,0.16606300000000002
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,TDS,1/2,3.88078,g,0.09701950000000001
8.0,1.0,DoE Corner Point,1.0,0.95,1.4,80.0,78.92014,2.8,TDS,1/3,3.97504,g,0.06625066666666667
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,trigonelline,1/1,78.81661,mg,3.9408304999999997
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,trigonelline,1/2,96.47312,mg,2.411828
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,trigonelline,1/3,100.42853,mg,1.6738088333333332
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,caffeine,1/1,128.78768,mg,6.4393839999999996
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,caffeine,1/2,173.72092,mg,4.3430230000000005
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,caffeine,1/3,189.39785,mg,3.1566308333333333
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,5-CQA,1/1,86.38287,mg,4.3191435
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,5-CQA,1/2,113.79918,mg,2.8449795
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,5-CQA,1/3,122.50061,mg,2.0416768333333333
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,TDS,1/1,3.08507,g,0.1542535
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,TDS,1/2,3.80141,g,0.09503525
8.0,2.0,DoE Corner Point,1.0,0.94853,1.4,80.0,78.86913,3.0,TDS,1/3,3.96774,g,0.06612900000000001
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,trigonelline,1/1,77.80871,mg,3.8904355
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,trigonelline,1/2,95.60734,mg,2.3901835
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,trigonelline,1/3,99.67875,mg,1.6613125
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,caffeine,1/1,133.2723,mg,6.663615
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,caffeine,1/2,180.25804,mg,4.506451
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,caffeine,1/3,196.82306,mg,3.280384333333333
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,5-CQA,1/1,86.60849,mg,4.3304245
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,5-CQA,1/2,114.62019,mg,2.86550475
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,5-CQA,1/3,123.67998,mg,2.061333
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,TDS,1/1,3.0564,g,0.15282
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,TDS,1/2,3.82643,g,0.09566075
8.0,3.0,DoE Corner Point,1.0,0.95149,1.4,80.0,78.75932,2.95,TDS,1/3,4.02043,g,0.06700716666666667
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,trigonelline,1/1,75.51883,mg,3.7759414999999996
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,trigonelline,1/2,95.56105,mg,2.3890262499999997
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,trigonelline,1/3,100.88012,mg,1.6813353333333334
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,caffeine,1/1,133.08386,mg,6.654192999999999
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,caffeine,1/2,183.83629,mg,4.59590725
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,caffeine,1/3,203.19107,mg,3.3865178333333334
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,5-CQA,1/1,88.82222,mg,4.441111
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,5-CQA,1/2,120.26732,mg,3.0066829999999998
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,5-CQA,1/3,131.39961,mg,2.1899935
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,TDS,1/1,3.07981,g,0.1539905
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,TDS,1/2,3.96053,g,0.09901325
9.0,1.0,DoE Corner Point,1.0,0.93585,1.4,98.0,96.32777,2.95,TDS,1/3,4.21239,g,0.0702065
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,trigonelline,1/1,81.46689,mg,4.0733445
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,trigonelline,1/2,105.55545,mg,2.6388862499999997
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,trigonelline,1/3,112.67808,mg,1.8779679999999999
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,caffeine,1/1,142.52389,mg,7.1261944999999995
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,caffeine,1/2,202.28024,mg,5.0570059999999994
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,caffeine,1/3,227.33443,mg,3.7889071666666667
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,5-CQA,1/1,94.28456,mg,4.714228
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,5-CQA,1/2,131.00893,mg,3.27522325
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,5-CQA,1/3,145.31328,mg,2.421888
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,TDS,1/1,3.30644,g,0.165322
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,TDS,1/2,4.33658,g,0.1084145
9.0,2.0,DoE Corner Point,1.0,0.89387,1.4,98.0,95.89962,2.82,TDS,1/3,4.65753,g,0.0776255
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,trigonelline,1/1,83.19033,mg,4.1595165000000005
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,trigonelline,1/2,105.51903,mg,2.63797575
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,trigonelline,1/3,111.51216,mg,1.858536
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,caffeine,1/1,143.80183,mg,7.190091499999999
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,caffeine,1/2,199.51022,mg,4.9877555000000005
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,caffeine,1/3,221.09148,mg,3.6848579999999997
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,5-CQA,1/1,94.65119,mg,4.7325595
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,5-CQA,1/2,128.00305,mg,3.20007625
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,5-CQA,1/3,139.75511,mg,2.329251833333333
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,TDS,1/1,3.28111,g,0.1640555
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,TDS,1/2,4.24111,g,0.10602775
9.0,3.0,DoE Corner Point,1.0,0.93808,1.4,98.0,96.27869,2.71,TDS,1/3,4.52199,g,0.07536649999999999
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,trigonelline,1/1,74.30715,mg,3.7153574999999996
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,trigonelline,1/2,88.41668,mg,2.210417
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,trigonelline,1/3,91.09582,mg,1.5182636666666667
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,caffeine,1/1,122.4098,mg,6.12049
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,caffeine,1/2,161.52957,mg,4.03823925
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,caffeine,1/3,174.03148,mg,2.9005246666666666
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,5-CQA,1/1,84.17619,mg,4.2088095
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,5-CQA,1/2,109.2493,mg,2.7312325
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,5-CQA,1/3,116.7177,mg,1.945295
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,TDS,1/1,2.79441,g,0.1397205
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,TDS,1/2,3.44224,g,0.086056
10.0,1.0,DoE Corner Point,1.0,1.00769,2.0,80.0,78.57986,2.82,TDS,1/3,3.59243,g,0.05987383333333333
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,trigonelline,1/1,79.56898,mg,3.978449
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,trigonelline,1/2,100.31842,mg,2.5079605000000003
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,trigonelline,1/3,105.72931,mg,1.7621551666666666
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,caffeine,1/1,127.23054,mg,6.361527000000001
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,caffeine,1/2,175.2276,mg,4.3806899999999995
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,caffeine,1/3,193.33424,mg,3.222237333333333
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,5-CQA,1/1,87.3481,mg,4.367405
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,5-CQA,1/2,118.09281,mg,2.95232025
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,5-CQA,1/3,128.9143,mg,2.1485716666666668
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,TDS,1/1,2.95526,g,0.147763
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,TDS,1/2,3.83114,g,0.0957785
10.0,2.0,DoE Corner Point,1.0,1.01113,2.0,80.0,78.82457,3.02,TDS,1/3,4.09072,g,0.06817866666666667
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,trigonelline,1/1,80.09242,mg,4.004621
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,trigonelline,1/2,100.94473,mg,2.52361825
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,trigonelline,1/3,106.3737,mg,1.7728949999999999
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,caffeine,1/1,131.48653,mg,6.5743265
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,caffeine,1/2,181.97722,mg,4.5494305
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,caffeine,1/3,201.36559,mg,3.3560931666666667
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,5-CQA,1/1,90.98017,mg,4.5490085
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,5-CQA,1/2,123.54672,mg,3.0886679999999997
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,5-CQA,1/3,135.20399,mg,2.2533998333333334
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,TDS,1/1,3.00235,g,0.1501175
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,TDS,1/2,3.88557,g,0.09713925
10.0,3.0,DoE Corner Point,1.0,1.02789,2.0,80.0,78.77421,3.0,TDS,1/3,4.14539,g,0.06908983333333334
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,trigonelline,1/1,84.63911,mg,4.2319555
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,trigonelline,1/2,107.60832,mg,2.690208
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,trigonelline,1/3,113.84166,mg,1.897361
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,caffeine,1/1,135.96883,mg,6.7984415
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,caffeine,1/2,189.86227,mg,4.74655675
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,caffeine,1/3,211.2238,mg,3.520396666666667
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,5-CQA,1/1,96.65607,mg,4.8328035
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,5-CQA,1/2,132.27937,mg,3.30698425
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,5-CQA,1/3,145.4086,mg,2.4234766666666667
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,TDS,1/1,3.18337,g,0.1591685
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,TDS,1/2,4.13958,g,0.10348949999999998
11.0,1.0,DoE Corner Point,1.0,0.95853,2.0,98.0,95.66791,2.61,TDS,1/3,4.42681,g,0.07378016666666666
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,trigonelline,1/1,83.25437,mg,4.1627184999999995
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,trigonelline,1/2,104.78046,mg,2.6195115
