exp,rep,doe_role,target_flow_ml_s,scale_flow_ml_s,grind_level,target_temp_C,decent_temp_C,pressure_max_bar,component,brew_ratio,mass_in_cup,mass_units,conc_in_cup
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,trigonelline,1/3,110.3462,mg,1.8391033333333333
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,caffeine,1/1,134.43447,mg,6.7217235
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,caffeine,1/2,185.96357,mg,4.64908925
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,caffeine,1/3,205.71481,mg,3.428580166666667
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,5-CQA,1/1,94.10309,mg,4.7051545
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,5-CQA,1/2,127.5856,mg,3.18964
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,5-CQA,1/3,139.4989,mg,2.3249816666666665
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,TDS,1/1,3.22954,g,0.161477
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,TDS,1/2,4.10672,g,0.10266800000000001
11.0,2.0,DoE Corner Point,1.0,0.85495,2.0,98.0,96.16031,2.51,TDS,1/3,4.34498,g,0.07241633333333333
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,trigonelline,1/1,83.69151,mg,4.184575499999999
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,trigonelline,1/2,105.79045,mg,2.64476125
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,trigonelline,1/3,111.62572,mg,1.8604286666666667
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,caffeine,1/1,135.38994,mg,6.769496999999999
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,caffeine,1/2,187.5151,mg,4.6878775
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,caffeine,1/3,207.5833,mg,3.459721666666667
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,5-CQA,1/1,93.86893,mg,4.6934465
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,5-CQA,1/2,127.18387,mg,3.17959675
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,5-CQA,1/3,139.00765,mg,2.316794166666667
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,TDS,1/1,3.16916,g,0.15845800000000002
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,TDS,1/2,4.09377,g,0.10234425
11.0,3.0,DoE Corner Point,1.0,0.97455,2.0,98.0,96.51292,2.62,TDS,1/3,4.36353,g,0.0727255
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,trigonelline,1/1,72.41232,mg,3.6206159999999996
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,trigonelline,1/2,91.2718,mg,2.281795
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,trigonelline,1/3,96.18368,mg,1.6030613333333332
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,caffeine,1/1,128.01063,mg,6.4005315
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,caffeine,1/2,180.64998,mg,4.5162495
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,caffeine,1/3,202.29585,mg,3.3715975
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,5-CQA,1/1,80.89888,mg,4.044944
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,5-CQA,1/2,110.65926,mg,2.7664815000000003
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,5-CQA,1/3,121.60724,mg,2.0267873333333335
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,TDS,1/1,2.7965,g,0.139825
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,TDS,1/2,3.60632,g,0.090158
12.0,1.0,DoE Corner Point,3.0,2.56539,1.4,80.0,80.93675,9.25,TDS,1/3,3.84083,g,0.06401383333333334
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,trigonelline,1/1,67.0652,mg,3.35326
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,trigonelline,1/2,86.81356,mg,2.170339
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,trigonelline,1/3,92.62877,mg,1.5438128333333334
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,caffeine,1/1,114.96562,mg,5.748281
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,caffeine,1/2,166.46369,mg,4.16159225
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,caffeine,1/3,189.53191,mg,3.1588651666666667
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,5-CQA,1/1,74.78547,mg,3.7392735000000004
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,5-CQA,1/2,104.89325,mg,2.62233125
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,5-CQA,1/3,117.01429,mg,1.9502381666666666
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,TDS,1/1,2.58169,g,0.1290845
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,TDS,1/2,3.46582,g,0.0866455
12.0,2.0,DoE Corner Point,3.0,2.78205,1.4,80.0,79.16063,6.81,TDS,1/3,3.76861,g,0.06281016666666667
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,trigonelline,1/1,67.42098,mg,3.371049
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,trigonelline,1/2,86.87083,mg,2.17177075
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,trigonelline,1/3,92.4818,mg,1.5413633333333334
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,caffeine,1/1,118.14157,mg,5.9070785
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,caffeine,1/2,170.14998,mg,4.2537495
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,caffeine,1/3,193.04518,mg,3.2174196666666663
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,5-CQA,1/1,75.47719,mg,3.7738594999999995
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,5-CQA,1/2,105.00052,mg,2.625013
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,5-CQA,1/3,116.54874,mg,1.9424789999999998
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,TDS,1/1,2.6242,g,0.13121
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,TDS,1/2,3.50952,g,0.08773800000000001
12.0,3.0,DoE Corner Point,3.0,2.76746,1.4,80.0,79.19712,9.24,TDS,1/3,3.8082,g,0.06347
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,trigonelline,1/1,74.72251,mg,3.7361255
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,trigonelline,1/2,94.54868,mg,2.3637170000000003
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,trigonelline,1/3,99.80916,mg,1.663486
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,caffeine,1/1,131.70629,mg,6.5853145
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,caffeine,1/2,186.69632,mg,4.667408
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,caffeine,1/3,209.65576,mg,3.4942626666666663
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,5-CQA,1/1,85.53673,mg,4.2768365
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,5-CQA,1/2,117.04946,mg,2.9262365
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,5-CQA,1/3,128.65911,mg,2.1443185
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,TDS,1/1,2.96829,g,0.1484145
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,TDS,1/2,3.86146,g,0.0965365
13.0,1.0,DoE Corner Point,3.0,2.68804,1.4,98.0,97.39197,8.29,TDS,1/3,4.13022,g,0.068837
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,trigonelline,1/1,71.78794,mg,3.5893970000000004
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,trigonelline,1/2,94.05736,mg,2.3514340000000002
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,trigonelline,1/3,100.96558,mg,1.6827596666666667
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,caffeine,1/1,127.20867,mg,6.3604335
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,caffeine,1/2,184.10714,mg,4.6026785
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,caffeine,1/3,209.55696,mg,3.492616
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,5-CQA,1/1,81.61687,mg,4.0808435
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,5-CQA,1/2,114.31001,mg,2.85775025
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,5-CQA,1/3,127.40584,mg,2.1234306666666667
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,TDS,1/1,2.8652,g,0.14326
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,TDS,1/2,3.87692,g,0.09692300000000001
13.0,2.0,DoE Corner Point,3.0,2.82971,1.4,98.0,96.52426,6.89,TDS,1/3,4.23417,g,0.0705695
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,trigonelline,1/1,72.0318,mg,3.6015900000000003
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,trigonelline,1/2,91.10892,mg,2.277723
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,trigonelline,1/3,96.16137,mg,1.6026895
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,caffeine,1/1,128.63831,mg,6.4319155
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,caffeine,1/2,181.07268,mg,4.526816999999999
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,caffeine,1/3,202.4455,mg,3.3740916666666667
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,5-CQA,1/1,81.84014,mg,4.092007000000001
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,5-CQA,1/2,111.84548,mg,2.796137
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,5-CQA,1/3,122.84644,mg,2.0474406666666667
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,TDS,1/1,2.84223,g,0.1421115
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,TDS,1/2,3.74249,g,0.09356225
13.0,3.0,DoE Corner Point,3.0,2.70797,1.4,98.0,97.25567,7.74,TDS,1/3,4.02763,g,0.06712716666666667
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,trigonelline,1/1,72.72163,mg,3.6360815000000004
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,trigonelline,1/2,95.64485,mg,2.3911212500000003
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,trigonelline,1/3,102.87068,mg,1.7145113333333333
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,caffeine,1/1,117.7277,mg,5.886385
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,caffeine,1/2,170.61092,mg,4.265273
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,caffeine,1/3,194.36603,mg,3.2394338333333335
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,5-CQA,1/1,81.61172,mg,4.080586
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,5-CQA,1/2,114.82391,mg,2.87059775
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,5-CQA,1/3,128.33972,mg,2.1389953333333334
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,TDS,1/1,2.70764,g,0.135382
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,TDS,1/2,3.65074,g,0.0912685
14.0,1.0,DoE Corner Point,3.0,2.95547,2.0,80.0,79.13417,3.31,TDS,1/3,3.97923,g,0.06632049999999999
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,trigonelline,1/1,76.96692,mg,3.8483460000000003
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,trigonelline,1/2,99.05494,mg,2.4763735000000002
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,trigonelline,1/3,105.39378,mg,1.756563
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,caffeine,1/1,125.34102,mg,6.267051
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,caffeine,1/2,178.5456,mg,4.46364
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,caffeine,1/3,201.1298,mg,3.352163333333333
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,5-CQA,1/1,81.61172,mg,4.080586
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,5-CQA,1/2,116.41222,mg,2.9103055
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,5-CQA,1/3,128.81903,mg,2.146983833333333
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,TDS,1/1,2.77572,g,0.13878600000000002
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,TDS,1/2,3.67274,g,0.0918185
14.0,2.0,DoE Corner Point,3.0,2.91525,2.0,80.0,79.05687,3.67,TDS,1/3,3.96262,g,0.06604366666666667
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,trigonelline,1/1,75.61759,mg,3.7808795
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,trigonelline,1/2,98.77998,mg,2.4694995
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,trigonelline,1/3,105.87484,mg,1.7645806666666668
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,caffeine,1/1,124.60825,mg,6.2304125
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,caffeine,1/2,179.61777,mg,4.49044425
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,caffeine,1/3,203.90226,mg,3.398371
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,5-CQA,1/1,82.28787,mg,4.1143935
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,5-CQA,1/2,115.14194,mg,2.8785485
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,5-CQA,1/3,128.81903,mg,2.146983833333333
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,TDS,1/1,2.76389,g,0.1381945
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,TDS,1/2,3.7144,g,0.09286
14.0,3.0,DoE Corner Point,3.0,2.96662,2.0,80.0,79.17243,3.83,TDS,1/3,4.04128,g,0.06735466666666667
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,trigonelline,1/1,77.6319,mg,3.881595
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,trigonelline,1/2,100.29472,mg,2.507368
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,trigonelline,1/3,106.9106,mg,1.7818433333333334
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,caffeine,1/1,129.27345,mg,6.4636724999999995
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,caffeine,1/2,184.0287,mg,4.6007175
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,caffeine,1/3,207.22091,mg,3.4536818333333335
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,5-CQA,1/1,89.20773,mg,4.4603865
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,5-CQA,1/2,123.25565,mg,3.0813912500000002
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,5-CQA,1/3,128.81903,mg,2.146983833333333
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,TDS,1/1,2.95886,g,0.147943
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,TDS,1/2,3.89254,g,0.0973135
15.0,1.0,DoE Corner Point,3.0,2.47408,2.0,98.0,95.97431,3.11,TDS,1/3,4.18718,g,0.06978633333333333
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,trigonelline,1/1,75.09971,mg,3.7549855
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,trigonelline,1/2,98.19505,mg,2.45487625
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,trigonelline,1/3,105.29753,mg,1.7549588333333332
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,caffeine,1/1,128.82,mg,6.441
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,caffeine,1/2,186.19905,mg,4.65497625
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,caffeine,1/3,211.75685,mg,3.529280833333333
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,5-CQA,1/1,85.63578,mg,4.281789
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,5-CQA,1/2,120.04703,mg,3.0011757500000003
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,5-CQA,1/3,133.8746,mg,2.231243333333333
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,TDS,1/1,2.93957,g,0.14697849999999998
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,TDS,1/2,3.92186,g,0.09804650000000001
15.0,2.0,DoE Corner Point,3.0,2.84544,2.0,98.0,97.0811,3.79,TDS,1/3,4.2501,g,0.070835
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,trigonelline,1/1,75.91484,mg,3.7957419999999997
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,trigonelline,1/2,98.24565,mg,2.45614125
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,trigonelline,1/3,104.81439,mg,1.7469065000000001
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,caffeine,1/1,124.54734,mg,6.227367
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,caffeine,1/2,178.0013,mg,4.4500325
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,caffeine,1/3,200.94298,mg,3.3490496666666667
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,5-CQA,1/1,85.83475,mg,4.2917375
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,5-CQA,1/2,118.86147,mg,2.97153675
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,5-CQA,1/3,131.5692,mg,2.1928199999999998
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,TDS,1/1,2.89954,g,0.144977
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,TDS,1/2,3.84024,g,0.09600600000000001
15.0,3.0,DoE Corner Point,3.0,3.00663,2.0,98.0,96.27516,3.48,TDS,1/3,4.14544,g,0.06909066666666666
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,trigonelline,1/1,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,trigonelline,1/2,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,trigonelline,1/3,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,caffeine,1/1,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,caffeine,1/2,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,caffeine,1/3,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,5-CQA,1/1,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,5-CQA,1/2,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,5-CQA,1/3,,mg,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,TDS,1/1,,g,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,TDS,1/2,,g,
15.0,1.0,DoE Corner Point,0.9611026666666667,0.055296107695046864,,80.0,79.12263666666668,0.5205319835151568,TDS,1/3,,g,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,trigonelline,1/1,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,trigonelline,1/2,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,trigonelline,1/3,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,caffeine,1/1,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,caffeine,1/2,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,caffeine,1/3,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,5-CQA,1/1,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,5-CQA,1/2,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,5-CQA,1/3,,mg,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,TDS,1/1,,g,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,TDS,1/2,,g,
15.0,2.0,DoE Corner Point,1.9252316666666667,0.04376590495021338,,89.0,88.19280055555555,0.5071670979127553,TDS,1/3,,g,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,trigonelline,1/1,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,trigonelline,1/2,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,trigonelline,1/3,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,caffeine,1/1,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,caffeine,1/2,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,caffeine,1/3,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,5-CQA,1/1,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,5-CQA,1/2,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,5-CQA,1/3,,mg,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,TDS,1/1,,g,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,TDS,1/2,,g,
15.0,3.0,DoE Corner Point,2.802040666666666,0.14191857827485296,,98.0,96.50632066666667,0.48542274766731797,TDS,1/3,,g,
